edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23
0.0087035403	-0.0071316375	0.0009669416	0.0125629841	0.0136087769	0.0334446268	-0.0173788646	-0.0218224351	0.0170111512	-0.0032857009	0.0308241454	-0.0094572561	0.0363798982	-0.0236131591	-0.0185184028	-0.0075669766	0.0006456239	0.0266299487	-0.0271415203	0.0037984937	0.0281720870	0.0010447953	-0.0045476150	0.0059075968
-0.0052592640	0.0067496618	-0.0086977623	0.0166872144	-0.0040392767	0.0296027944	-0.0276313806	-0.0042711886	-0.0113005827	-0.0124621219	-0.0263579564	0.0099737794	0.0102300777	-0.0094412191	-0.0073641494	-0.0075395586	0.0168687944	0.0051990231	-0.0188388549	0.0424756213	-0.0227838678	0.0083178505	0.0162065802	0.0251991702
-0.0042339504	-0.0068668436	0.0038400048	0.0046712920	0.0135491663	0.0077549211	-0.0083231760	-0.0127538889	0.0219182458	-0.0049197468	-0.0135953963	0.0078068173	-0.0293415210	-0.0157415427	-0.0171784381	-0.0027651435	0.0161566900	-0.0011070290	-0.0014357164	-0.0240013900	0.0119485213	-0.0004197276	-0.0064343984	0.0028823636
0.0100590847	-0.0128850584	0.0045545903	0.0039735808	0.0084784266	0.0132836814	-0.0002778073	-0.0053336755	0.0167499446	0.0131877793	0.0398590474	-0.0164671120	0.0051641685	-0.0153349867	-0.0106156788	-0.0075979604	-0.0232997268	0.0091378437	-0.0211744951	0.0218669398	0.0134044248	-0.0047735384	0.0015445507	-0.0141527615
-0.0077730921	0.0028022714	-0.0045028099	0.0120608975	-0.0164502764	0.0096679866	-0.0154713959	0.0098169907	-0.0114134924	0.0045845400	-0.0223204706	0.0024485163	0.0124575969	0.0026160753	0.0087042714	-0.0098044290	0.0128196629	-0.0022519534	0.0231646260	0.0309165400	-0.0208559274	-0.0000559935	0.0023377284	0.0133237625
0.0000255540	-0.0170019129	0.0098329646	0.0004469081	0.0105171908	-0.0035383897	0.0064441170	0.0010446251	0.0196588343	0.0101402460	-0.0088878036	0.0121257841	-0.0267231660	0.0032657963	-0.0097221881	-0.0067013118	-0.0007482953	-0.0009124854	0.0274224740	-0.0270301503	0.0233819686	-0.0031860563	-0.0276197555	-0.0012258917
0.0079733997	-0.0095477742	0.0027880730	0.0017353246	0.0022532869	0.0122996614	-0.0003700932	0.0176498967	-0.0006962749	0.0188234653	0.0373171463	-0.0185214587	0.0163485471	-0.0054315293	-0.0074238379	-0.0164029409	-0.0264234532	0.0126225475	-0.0101185899	0.0091537334	0.0221321175	-0.0044404602	-0.0073988057	-0.0094742507
-0.0095414754	0.0042122219	-0.0067904394	0.0062423645	-0.0063834391	0.0086243278	-0.0182359010	0.0194064140	-0.0167122946	-0.0011900312	-0.0339407814	0.0033612472	0.0102809257	0.0082066775	0.0102668375	0.0035733856	-0.0092957787	-0.0067864549	0.0018471290	0.0291600853	-0.0251774445	0.0041325919	-0.0125234599	0.0155976145
0.0017078695	-0.0156854707	0.0093461614	-0.0057849211	0.0226721923	-0.0069221917	0.0087982827	0.0097879181	0.0171069584	0.0094399750	-0.0070108390	0.0130354250	-0.0248523291	-0.0006651977	-0.0190933439	-0.0040817259	0.0041565412	-0.0199611009	0.0258657235	-0.0171574660	0.0259377293	-0.0071469328	-0.0165733185	0.0021981962
0.0075735667	-0.0100204579	0.0018097013	-0.0043158368	0.0055123342	0.0067198597	0.0050199076	0.0248229557	-0.0055488438	0.0183053207	0.0311558063	-0.0136444578	0.0255888815	0.0007748019	-0.0140234277	-0.0108742644	-0.0289425033	-0.0016373305	-0.0135981652	0.0019586200	0.0391363695	-0.0037100126	0.0019186960	-0.0008086311
-0.0066953083	0.0019546153	-0.0083015587	-0.0031592529	-0.0083617397	0.0061207916	-0.0025130599	0.0358847507	-0.0281435404	0.0006754052	-0.0293624263	-0.0040557141	0.0079252692	0.0111297246	0.0019745303	0.0003545400	-0.0128393232	-0.0199268674	-0.0057962483	0.0296953060	-0.0195724131	-0.0081990957	0.0018337143	0.0313845950
-0.0000095849	-0.0140838075	0.0048639422	-0.0098845972	0.0142500712	-0.0062578993	0.0171511550	0.0241324734	-0.0004474810	0.0065991250	-0.0097585667	-0.0006135986	-0.0242765356	-0.0017987804	-0.0110939156	0.0009634693	0.0048098918	-0.0226054452	0.0232504418	-0.0303552423	0.0156775121	-0.0005698720	-0.0097351525	0.0112063075
0.0146684652	-0.0201126672	0.0072826166	-0.0099954420	0.0139606226	0.0012406697	0.0210277644	0.0240763049	0.0015839444	0.0144824837	0.0359472443	-0.0137627816	0.0242978694	0.0061702704	-0.0096556650	-0.0037819953	-0.0355851079	-0.0029124792	-0.0104310569	0.0007811962	0.0363185964	-0.0108964180	-0.0016226918	0.0077787239
-0.0020445371	-0.0003404862	-0.0058215293	-0.0026853990	-0.0130232792	0.0057101310	0.0017555208	0.0344020866	-0.0306890267	0.0068874538	-0.0259458610	0.0033154823	0.0076235438	0.0127796524	-0.0029173636	-0.0061896655	-0.0177667925	-0.0186004404	-0.0124177523	0.0305027302	-0.0056962949	-0.0033149848	0.0030989949	0.0250732113
-0.0045275170	-0.0075007971	0.0017555457	-0.0116314729	0.0038701148	-0.0167732200	0.0121020506	0.0215300674	-0.0020852971	0.0098017456	-0.0037856298	-0.0068688699	-0.0272249195	-0.0067595810	0.0030154724	0.0124530938	0.0120731327	-0.0323567021	0.0226015764	-0.0134212478	-0.0035493354	-0.0033279437	-0.0062365576	0.0199709326
0.0139699504	-0.0206070891	0.0085107934	-0.0159821752	0.0113011255	-0.0119302946	0.0294355138	0.0168119870	0.0121460709	0.0185896221	0.0177668441	0.0083656357	0.0378112058	-0.0056461783	-0.0108027378	-0.0044877010	-0.0062371381	-0.0147553066	0.0057905864	-0.0182777280	0.0463277125	-0.0039819309	-0.0197302059	-0.0134232677
0.0024460122	0.0011632892	-0.0072044594	-0.0067350244	-0.0194731885	0.0008492190	0.0108894778	0.0289369946	-0.0247601275	0.0025212133	-0.0211703320	0.0061267873	-0.0083707560	0.0008504863	-0.0108509709	-0.0113126663	-0.0270973589	-0.0006217826	-0.0314972739	0.0061832295	0.0068619861	0.0047668171	-0.0024622326	0.0036236723
-0.0030931430	-0.0021740604	-0.0004442243	-0.0113209871	-0.0048218542	-0.0116153161	0.0119709134	0.0219949759	-0.0083257053	0.0078294024	0.0167185144	-0.0248535094	-0.0094299551	-0.0185489956	0.0163076452	0.0147899930	-0.0244701997	0.0013659129	-0.0029068169	0.0105694138	-0.0320835663	0.0037778464	-0.0117065662	-0.0168001492
0.0148326666	-0.0160713103	0.0058920748	-0.0156120937	0.0093958350	-0.0041948615	0.0272075377	0.0154446954	0.0099114909	0.0075281459	-0.0088159523	0.0105016185	0.0081652515	0.0146940722	-0.0126840425	0.0074207188	-0.0081769542	-0.0034149393	0.0301247090	0.0380476125	-0.0005362988	-0.0067398219	-0.0070942917	-0.0007294564
0.0013730792	0.0036099970	-0.0046923166	-0.0022951332	-0.0118177751	0.0130658487	0.0008062713	0.0255670280	-0.0239132656	0.0112497961	0.0115483452	-0.0211231785	-0.0322437836	0.0041863969	-0.0075716272	-0.0134572631	0.0181456999	-0.0014310532	0.0193258649	0.0047200083	-0.0011544687	0.0113111298	0.0037586321	0.0257486715
-0.0062331850	0.0086057741	-0.0032166017	-0.0042782368	0.0050610951	0.0029423881	-0.0054692431	0.0208753904	-0.0191499077	0.0095633204	-0.0214927072	-0.0041635603	0.0224947510	-0.0053881687	0.0171060188	0.0030965896	0.0196311706	0.0022114026	0.0331439265	-0.0250664537	-0.0247839124	0.0108365752	0.0066689568	0.0097184055
0.0082145824	-0.0092319458	0.0091916488	-0.0086068675	0.0252887056	0.0088584911	0.0119983045	0.0071819517	0.0108170097	0.0118122146	-0.0067890401	0.0047471402	-0.0225971378	0.0008987664	-0.0146764622	-0.0037858917	0.0067871137	-0.0051617189	0.0202916729	-0.0295659326	0.0272651758	0.0070861231	-0.0062190421	0.0020183062
0.0171260753	-0.0075917120	0.0056900337	-0.0028883966	0.0132889417	0.0197020344	0.0034227406	0.0143543016	-0.0037656855	0.0081528871	0.0328338158	-0.0112269726	0.0389384272	0.0150737290	-0.0155187304	-0.0043016212	-0.0084191680	-0.0052357634	-0.0132729419	-0.0177205779	0.0457058374	0.0070442429	0.0131336581	0.0049072977
-0.0021956424	0.0097443790	-0.0036410894	0.0022234717	-0.0058091167	0.0183379144	-0.0091089571	0.0163663917	-0.0280598547	-0.0061300116	-0.0279574605	0.0016351544	-0.0038898444	0.0119385150	-0.0051134048	0.0031654927	-0.0206211044	-0.0121963782	-0.0469649782	-0.0093753307	0.0013393554	0.0152060253	0.0102550573	0.0251892833
-0.0002301473	-0.0026440900	0.0080252123	-0.0047256520	0.0065854450	0.0031823027	0.0041805414	0.0041336451	0.0030288363	0.0055532540	0.0260087122	-0.0247340049	-0.0050109459	-0.0015204894	0.0039602846	0.0234370816	-0.0096649740	-0.0214341689	-0.0241823930	0.0136667238	-0.0239214877	0.0030111672	0.0093932409	-0.0080360645
0.0155057126	-0.0109862372	0.0084714204	-0.0081850741	0.0020068710	0.0021980151	0.0206737735	0.0035242170	0.0113896346	0.0055011484	-0.0110814596	0.0167867829	0.0120774451	0.0130726156	-0.0241663075	0.0073552878	0.0082345899	-0.0214847088	0.0022248729	0.0340562149	0.0102498972	-0.0002899640	0.0171459914	0.0037379109
0.0007003488	0.0060819168	-0.0015221967	0.0015845633	-0.0281847354	0.0030527319	0.0069985069	0.0085727543	-0.0192441985	0.0016095259	0.0115774132	-0.0149110989	-0.0266992072	0.0146476058	-0.0128953852	0.0006505794	0.0345474218	-0.0170751188	0.0001081731	-0.0030711482	0.0016396270	0.0186273899	0.0120357182	0.0245769137
-0.0062692186	0.0033755710	0.0039664053	0.0000007482	-0.0230932311	-0.0141371447	0.0094634876	0.0022422062	-0.0125365164	-0.0035639655	-0.0163826828	-0.0041919694	0.0226326036	0.0251265705	0.0129872402	0.0121665485	0.0220102967	-0.0026230708	0.0255838734	-0.0346656589	-0.0003563384	0.0179279612	-0.0038991626	0.0044266060
0.0099929169	-0.0138992873	0.0160171432	-0.0065201577	-0.0067237735	-0.0091652468	0.0318219899	-0.0102510418	0.0203220552	0.0034825886	0.0023476992	0.0026627617	-0.0259914090	0.0255016177	-0.0116004315	0.0071491600	0.0091950483	0.0144569780	0.0279593102	-0.0144079384	0.0290079438	0.0095491488	-0.0270619951	0.0055373300
0.0098529059	-0.0022244647	0.0086759646	0.0072790699	-0.0280318681	0.0091573030	0.0095401704	0.0047162522	-0.0147012557	0.0140858201	0.0079816724	-0.0026292370	0.0289808334	0.0374907591	-0.0066751400	-0.0155347031	0.0071032458	0.0236804563	0.0184021672	-0.0188045570	0.0318239436	0.0239546833	-0.0198291200	0.0008002843
-0.0012484414	0.0043079669	0.0092031890	0.0057118140	-0.0158582601	0.0052809183	0.0026804166	0.0045693713	-0.0145820205	0.0079174045	-0.0254950876	0.0038606860	-0.0231952127	0.0130138589	-0.0034280848	-0.0068422922	-0.0133280283	0.0232134538	-0.0022354462	-0.0382606051	-0.0095126733	0.0252902668	-0.0132017554	0.0006683901
0.0126828520	-0.0108732422	0.0160623007	-0.0089934689	0.0121958133	0.0048448807	0.0195571012	0.0053925589	0.0107152806	0.0225852340	0.0310301556	-0.0059586997	0.0156203344	-0.0033137092	-0.0057451393	0.0089392364	-0.0282652640	0.0183211812	-0.0259068033	-0.0056772394	0.0107877734	0.0071111257	-0.0155085963	-0.0106109893
0.0060159550	0.0116341586	-0.0038840964	0.0028906929	-0.0113766945	0.0163242034	-0.0056253950	0.0093447471	-0.0200904534	0.0072062471	-0.0212987604	0.0169887738	0.0028483164	-0.0000936596	-0.0051877403	-0.0047633428	-0.0132581497	-0.0008090766	-0.0360823476	0.0281877651	-0.0082154971	0.0089625404	0.0207764630	0.0025546051
-0.0091570603	0.0164121762	-0.0101411659	-0.0064937563	-0.0009522084	-0.0065879873	-0.0073008407	-0.0047994012	-0.0112098212	-0.0025814510	0.0070319677	-0.0191481753	-0.0267847155	-0.0379842313	0.0162140262	0.0173158459	0.0153349640	-0.0129135363	-0.0053406719	0.0039322901	-0.0408465646	-0.0023492173	0.0216559633	0.0046129372
0.0045750991	0.0031233284	-0.0067459815	-0.0165508613	0.0183251005	-0.0191890151	0.0177291967	-0.0153214952	0.0209321115	-0.0048270848	-0.0135030182	0.0212519469	0.0163279349	-0.0225535058	0.0091518519	0.0174405834	0.0189027261	-0.0167132044	0.0254340921	0.0153095036	-0.0047235775	-0.0132014037	0.0193925423	-0.0157505382
0.0012396672	0.0170620782	-0.0201697810	-0.0069670134	-0.0080340880	-0.0075681736	0.0020584597	0.0019637314	-0.0123545382	-0.0058220368	-0.0010965160	0.0102841077	-0.0319186255	-0.0277036423	0.0012784205	-0.0142284465	0.0188801251	-0.0033808051	0.0078728945	-0.0094886331	0.0253886983	0.0043357881	0.0371422074	0.0027370095
-0.0101071479	0.0229629095	-0.0267769435	-0.0114782849	0.0016132380	-0.0183467644	-0.0083012293	0.0058310132	-0.0185966236	-0.0083442044	-0.0013299244	-0.0035903525	0.0314905651	-0.0456101705	0.0395532770	-0.0030850513	-0.0004219599	0.0139191121	-0.0042562744	-0.0400813689	0.0047242369	-0.0083890426	0.0311013354	0.0110762245
0.0049038826	0.0039294125	-0.0145972866	-0.0203443757	0.0262024376	-0.0197092600	0.0181409408	-0.0041512447	0.0182714071	-0.0083248184	-0.0183078417	0.0214748683	-0.0074072483	-0.0198528595	0.0106147630	-0.0010616694	-0.0348979190	0.0079576032	-0.0224687043	-0.0071505352	0.0090979821	-0.0134727629	0.0221906260	-0.0253008150
0.0074378424	0.0123514947	-0.0202252422	-0.0124733190	0.0072888156	-0.0020024417	0.0039379361	0.0114173511	-0.0061088215	0.0026135735	0.0349138775	-0.0079551201	-0.0048009764	-0.0286041485	0.0223239985	-0.0058232273	-0.0230946630	0.0151367162	-0.0128513213	0.0218550718	-0.0005719505	-0.0023148671	0.0491429927	-0.0361123000
-0.0050927432	0.0213074582	-0.0230587779	-0.0062015712	0.0009255629	-0.0069565387	-0.0119572217	0.0101716171	-0.0255858003	-0.0093169592	-0.0288186765	0.0081110777	0.0081707589	-0.0117694569	0.0300402822	-0.0034249051	-0.0091845013	0.0021215315	0.0116142103	0.0162910463	-0.0162888136	-0.0079984273	0.0481761536	0.0154905150
-0.0010784692	0.0116047275	-0.0144455893	-0.0139311392	0.0210821451	-0.0126878603	0.0015674489	0.0034024594	0.0033884360	0.0007740288	-0.0016777436	0.0011153275	-0.0335240775	-0.0280209913	0.0147835933	-0.0011840112	0.0142438397	-0.0158530877	0.0223550431	-0.0080409569	-0.0081548415	-0.0114898277	0.0301590105	0.0036898050
0.0146784128	-0.0002356597	-0.0046735115	-0.0111564672	0.0172836124	-0.0002747472	0.0130820333	0.0060674920	0.0060821382	0.0061297320	0.0122598219	0.0132584137	0.0281193964	0.0067335889	0.0118912797	-0.0068596878	0.0015690275	-0.0113892726	0.0057189319	-0.0266087368	0.0324415907	0.0015510805	0.0136370005	-0.0379715877
0.0033462149	0.0144824319	-0.0138077979	-0.0009730731	-0.0035563368	0.0027895665	-0.0065643645	0.0169142603	-0.0236277274	-0.0015041614	-0.0209338479	0.0204905524	-0.0075021724	-0.0024097367	0.0171889757	-0.0087828176	-0.0323586967	-0.0108668620	-0.0333847072	0.0046568918	-0.0014978088	-0.0017038357	0.0294613204	-0.0053654292
-0.0035311400	0.0133248533	-0.0139153009	-0.0081778031	0.0067672419	-0.0118261564	-0.0046413714	0.0083723408	-0.0082391599	0.0062574681	0.0157067209	-0.0165304882	-0.0301278074	-0.0196556374	0.0302013157	0.0007155721	0.0043847334	-0.0257236376	0.0010186654	0.0086843516	-0.0358557327	-0.0087780684	0.0304375875	-0.0121767577
0.0138059563	-0.0001310302	-0.0021854318	-0.0113032580	0.0120166347	-0.0065437501	0.0164102868	-0.0013396758	0.0150311415	0.0082810489	-0.0020265989	0.0225254445	0.0208897518	0.0121582220	0.0134601512	-0.0002548276	0.0207046941	-0.0291351701	0.0276641670	-0.0015073236	0.0176738547	-0.0034829218	0.0238929590	-0.0444970375
0.0061806816	0.0133485260	-0.0099516163	-0.0001866549	-0.0080879932	-0.0007553254	-0.0014940919	0.0106377448	-0.0161252204	0.0106501519	-0.0086857150	0.0303146054	-0.0217995517	-0.0053588336	-0.0044051860	-0.0212995198	-0.0107233881	-0.0047091997	-0.0252951736	-0.0207572732	0.0195377258	0.0109639365	0.0373332522	-0.0309218907
-0.0075081986	0.0170571220	-0.0114217386	0.0004676275	-0.0124459025	-0.0118279344	-0.0104322700	0.0099046308	-0.0244083576	0.0050840635	0.0224285809	-0.0160727187	0.0013923867	-0.0109931106	0.0400019462	0.0082901862	-0.0251605004	-0.0047447028	-0.0299083143	-0.0132157950	-0.0313905434	0.0055921207	0.0342382298	-0.0206808922
0.0039636478	0.0000398783	0.0016664200	-0.0085213454	0.0062212412	-0.0190511877	0.0127518602	0.0013774258	-0.0002960824	0.0003162077	-0.0088833450	0.0260088490	0.0112514936	0.0245182656	0.0044232055	0.0115070495	-0.0100679269	-0.0256588083	0.0065885975	0.0197145782	-0.0190521569	-0.0142926400	0.0201308205	-0.0263899761
0.0088811600	0.0003307102	0.0036559887	-0.0050939182	-0.0024828965	-0.0088871282	0.0169767105	0.0040199619	-0.0054582359	0.0065970536	0.0209473876	0.0133836839	-0.0337460159	0.0113844005	-0.0140706358	0.0004207658	0.0289134367	-0.0266030015	0.0166449431	0.0000844503	-0.0083133394	-0.0006137967	0.0228084970	-0.0276103989
-0.0018790641	0.0119828894	-0.0024544439	0.0012568799	-0.0151604534	-0.0140004633	-0.0000475218	0.0060682654	-0.0231790855	0.0074246854	0.0160878149	0.0160332422	0.0354905625	-0.0003033120	0.0092365377	-0.0075414617	0.0031506544	0.0072601609	-0.0099892197	-0.0486771925	0.0056051545	0.0078579483	0.0190934883	-0.0066610484
-0.0096189246	0.0081465241	0.0012656578	0.0003377136	-0.0095989976	-0.0208339262	0.0026766858	0.0013838206	-0.0196514183	-0.0080218932	-0.0193846675	0.0182901542	0.0012133711	0.0199450374	0.0062990172	0.0138792385	-0.0203518702	-0.0013394537	-0.0275248456	-0.0054485511	-0.0422031998	-0.0081494019	0.0139238441	0.0084891627
-0.0031428647	-0.0019154266	0.0079321689	-0.0069353737	0.0039878981	-0.0248588408	0.0159368693	-0.0121018049	0.0103631022	-0.0014382190	0.0205117870	-0.0004978065	-0.0299874897	0.0193881536	-0.0073575597	0.0173650114	0.0210661454	-0.0244109925	0.0191791940	-0.0010865271	-0.0105351804	-0.0070973046	0.0034425104	-0.0021977336
-0.0011792075	0.0059960771	0.0027087956	-0.0026385928	-0.0102843644	-0.0140849659	0.0069760033	-0.0001844751	-0.0077609895	0.0108145807	0.0215038184	0.0168915579	0.0389335341	0.0017133416	-0.0086589855	-0.0080867201	0.0091133085	-0.0004896401	-0.0176419649	-0.0253288032	0.0104568436	0.0047571716	0.0151780199	-0.0170632194
-0.0162867515	0.0129417437	0.0028391373	0.0048787902	-0.0207195777	-0.0242837188	-0.0074446351	-0.0071437872	-0.0256981813	-0.0135233137	-0.0187988861	0.0135790750	0.0005502541	0.0263577184	0.0019641561	0.0192231349	-0.0162833677	0.0057819530	-0.0336239377	-0.0123974419	-0.0383653786	0.0006917474	0.0105291928	0.0179575902
-0.0088302709	-0.0020575935	0.0143666155	-0.0045925291	-0.0014734787	-0.0253455150	0.0123055657	-0.0099207960	0.0053992996	0.0038574268	0.0254376405	-0.0018602753	-0.0275045044	0.0208916166	-0.0190891077	0.0091270290	0.0295861483	-0.0069676749	0.0115401739	-0.0002672829	-0.0474604220	-0.0027267757	-0.0017031035	-0.0087032073
0.0044541521	-0.0050113788	0.0200564154	-0.0005151471	-0.0026167400	-0.0120264609	0.0167037885	-0.0045443637	0.0018497933	0.0140034252	0.0166696609	0.0190185291	0.0337622730	0.0247176213	-0.0192399757	0.0005527424	0.0224394532	0.0117449085	0.0091417372	-0.0378833793	-0.0090943215	0.0138232513	0.0003690565	-0.0431700829
-0.0094541984	0.0112196672	0.0062508002	0.0120141224	-0.0179821287	-0.0074028694	-0.0082570686	-0.0069500726	-0.0244007828	-0.0132607150	-0.0166733935	0.0087375053	-0.0068285119	0.0538419027	0.0078165992	0.0113147215	-0.0290215632	0.0109647831	-0.0315891962	-0.0223637732	-0.0208131652	0.0062668417	0.0054628401	0.0081946640
-0.0152310644	0.0050494443	0.0164717089	0.0039943389	0.0035576308	-0.0174479582	-0.0047765169	-0.0103519035	-0.0069984202	0.0059588940	0.0094063280	-0.0127867156	-0.0305465373	0.0208035019	0.0054194564	0.0205053811	0.0224009531	-0.0194754845	0.0072686981	-0.0218977237	-0.0553525007	-0.0030948745	-0.0005739770	0.0098954467
0.0025530036	-0.0073024589	0.0157220637	-0.0035194140	0.0118405428	-0.0111083870	0.0165137274	-0.0144661895	0.0184904449	0.0069661979	0.0143141919	0.0088575059	0.0288709994	0.0386180397	0.0051072792	0.0123650610	0.0062679317	-0.0005486626	-0.0056138330	-0.0387104773	0.0062099739	-0.0002157764	-0.0082477665	-0.0257708146
-0.0037060712	0.0056492768	0.0095030750	0.0095701639	-0.0107279221	-0.0053989208	-0.0022061684	-0.0013846104	-0.0152714255	-0.0019371512	-0.0143690029	0.0158808332	-0.0019686781	0.0484883679	-0.0018882542	0.0104165246	-0.0223295969	-0.0069367458	-0.0332970766	-0.0010655880	-0.0251715359	-0.0034388633	0.0149482844	0.0097977450
-0.0141295540	0.0046942322	0.0153625759	0.0066668102	-0.0064814579	-0.0184764368	-0.0066052932	-0.0057753533	-0.0125102358	0.0076257161	0.0140307988	-0.0097587848	-0.0305369881	0.0214537760	0.0073074325	0.0194908246	0.0208564554	-0.0226614671	0.0122031470	-0.0203303663	-0.0509329049	-0.0054535381	0.0023375857	0.0211944726
-0.0067543438	-0.0026030063	0.0130195091	-0.0070598182	0.0094592719	-0.0210232023	0.0074488724	-0.0177573147	0.0183413043	0.0130948035	-0.0029667074	0.0054147658	0.0310519008	0.0139024407	0.0075918317	0.0099923136	0.0216089319	-0.0106066831	0.0116916247	-0.0366696584	-0.0126931453	-0.0026141763	-0.0133769908	-0.0192570477
0.0057878920	-0.0141664897	0.0318233387	-0.0017339920	0.0103885676	-0.0069377451	0.0176992355	-0.0117121275	0.0184826850	0.0239676465	-0.0020580838	0.0362676284	-0.0165092984	0.0169412087	-0.0226739168	0.0020726491	-0.0134147282	0.0069084090	-0.0218700907	-0.0234213097	-0.0133363873	0.0018323180	-0.0167283538	-0.0676919508
-0.0117123074	0.0054574165	0.0216887625	0.0127857370	-0.0124782160	-0.0075232171	-0.0130509369	-0.0006412490	-0.0214870753	0.0193610843	0.0357407670	-0.0042407301	-0.0102090963	0.0070658775	0.0057288736	0.0128861981	-0.0174788533	0.0128109332	-0.0293281281	-0.0169316933	-0.0474575463	0.0073737767	-0.0035794991	-0.0231734115
-0.0156403102	-0.0000267333	0.0240400237	0.0036983230	0.0037605186	-0.0178148679	-0.0037549787	-0.0129535240	-0.0072769632	0.0032588983	-0.0144305455	0.0110559414	0.0179929303	0.0283279307	0.0017563831	0.0299565781	0.0243099069	-0.0109189911	0.0280405069	-0.0158379084	-0.0545265102	-0.0004927638	-0.0172611836	-0.0130707363
