rmsd
1.088139999999999941e-01
4.224239999999999939e-02
6.519550000000000345e-02
7.017149999999999777e-02
4.833260000000000334e-02
6.322270000000000667e-02
2.429320000000000090e-02
3.261540000000000272e-02
1.014150000000000051e-01
8.380650000000000599e-02
3.688609999999999806e-02
3.709729999999999972e-02
2.848929999999999865e-02
7.690909999999999414e-02
6.102420000000000067e-02
5.483029999999999848e-02
2.068479999999999971e-02
2.793690000000000062e-02
4.087430000000000230e-02
3.788199999999999901e-02
4.158099999999999991e-02
7.964179999999999870e-02
2.748340000000000158e-02
8.173919999999999797e-02
6.963049999999999795e-02
4.065710000000000157e-02
2.197649999999999951e-02
7.585640000000000438e-02
6.601830000000000198e-02
3.397000000000000020e-02
2.126739999999999881e-02
6.308590000000000031e-02
5.361880000000000118e-02
2.038720000000000115e-02
3.678170000000000051e-02
1.223069999999999991e-01
9.060290000000000010e-02
5.984960000000000280e-02
2.750649999999999970e-02
8.285420000000000285e-02
4.171980000000000133e-02
4.035260000000000236e-02
2.981989999999999988e-02
6.219539999999999791e-02
2.195969999999999867e-02
2.374889999999999987e-02
1.712330000000000102e-02
4.482560000000000017e-02
3.365440000000000098e-02
3.604860000000000009e-02
3.715609999999999746e-02
5.235139999999999932e-02
2.205659999999999912e-02
5.163050000000000278e-02
5.339279999999999721e-02
4.011699999999999988e-02
5.931089999999999973e-02
9.939169999999999949e-02
4.978450000000000236e-02
7.940590000000000148e-02
3.931439999999999935e-02
1.957530000000000103e-01
8.868610000000000382e-02
1.355329999999999868e-01
7.664120000000000654e-02
4.382769999999999722e-02
9.578340000000000465e-02
7.280910000000000160e-02
1.602109999999999923e-01
5.911729999999999763e-02
1.118689999999999962e-01
4.329580000000000234e-02
4.598290000000000016e-02
3.123580000000000106e-02
7.509480000000000322e-02
4.484950000000000048e-02
5.602759999999999685e-02
6.949429999999999497e-02
6.528140000000000331e-02
5.767449999999999660e-02
5.675779999999999714e-02
5.597339999999999954e-02
3.032479999999999898e-02
6.357930000000000526e-02
7.515810000000000546e-02
2.772120000000000140e-02
7.400940000000000296e-02
5.322829999999999923e-02
8.011540000000000328e-02
1.097980000000000067e-01
6.639390000000000569e-02
6.709940000000000349e-02
3.910299999999999887e-02
4.318860000000000060e-02
4.949329999999999702e-02
6.425569999999999893e-02
5.013019999999999976e-02
8.729510000000000047e-02
1.345310000000000117e-01
3.771379999999999871e-02
1.588140000000000107e-01
1.872469999999999968e-01
7.447929999999999828e-02
2.459899999999999864e-01
1.304250000000000131e-01
3.885469999999999896e-02
3.800970000000000043e-02
1.103640000000000038e-01
8.832769999999999511e-02
5.908299999999999663e-02
5.474450000000000149e-02
5.070199999999999707e-02
4.223190000000000277e-02
4.172349999999999670e-02
3.223750000000000226e-02
4.804810000000000331e-02
4.159859999999999947e-02
9.607480000000000186e-02
9.436189999999999856e-02
6.642170000000000019e-02
6.948890000000000622e-02
5.359909999999999675e-02
9.112549999999999817e-02
5.017699999999999938e-02
3.131210000000000243e-02
3.357070000000000193e-02
1.732380000000000031e-02
4.857059999999999850e-02
2.595340000000000147e-02
2.238549999999999915e-02
2.484909999999999897e-02
2.433990000000000112e-02
4.724239999999999690e-02
6.541790000000000105e-02
7.556730000000000391e-02
7.246610000000000551e-02
1.021890000000000021e-01
7.339339999999999753e-02
4.507660000000000139e-02
4.201150000000000023e-02
8.085810000000000219e-02
4.196939999999999699e-02
5.274700000000000222e-02
3.909569999999999712e-02
2.672559999999999866e-02
1.359269999999999923e-02
4.673519999999999758e-02
3.422139999999999904e-02
3.480489999999999973e-02
5.293930000000000163e-02
4.310760000000000286e-02
7.735640000000000571e-02
2.927779999999999966e-02
4.903260000000000257e-02
1.069429999999999964e-01
4.203459999999999835e-02
3.072520000000000112e-02
3.352379999999999943e-02
1.593599999999999878e-02
4.482989999999999892e-02
7.004749999999999865e-02
3.365490000000000148e-02
3.279109999999999664e-02
4.768870000000000053e-02
3.257299999999999779e-02
1.874030000000000140e-02
4.967239999999999850e-02
4.897499999999999770e-02
1.673869999999999872e-02
4.016299999999999731e-02
1.906329999999999969e-01
5.480240000000000111e-02
8.452830000000000066e-02
8.163689999999999836e-02
2.435769999999999949e-02
7.520269999999999733e-02
5.361470000000000125e-02
3.481440000000000229e-02
6.665269999999999528e-02
9.106450000000000655e-02
9.122500000000000053e-02
2.983809999999999935e-02
2.228020000000000000e-02
3.926299999999999929e-02
4.149139999999999773e-02
2.584639999999999854e-02
4.502710000000000046e-02
4.199930000000000330e-02
6.400390000000000246e-02
5.222510000000000346e-02
3.016550000000000134e-02
1.573740000000000139e-01
3.324980000000000296e-02
8.142399999999999638e-02
6.389300000000000535e-02
2.297029999999999905e-02
7.674799999999999678e-02
3.919969999999999705e-02
3.411440000000000305e-02
5.566070000000000045e-02
4.576260000000000050e-02
5.291169999999999901e-02
4.724380000000000246e-02
5.706989999999999980e-02
2.158680000000000043e-01
1.714620000000000033e-01
1.291940000000000033e-01
7.067850000000000521e-02
4.510030000000000289e-02
2.837129999999999860e-02
3.510540000000000188e-02
4.501120000000000121e-02
5.083739999999999787e-02
2.997560000000000155e-02
3.785480000000000095e-02
6.362980000000000025e-02
6.424509999999999943e-02
7.045769999999999811e-02
2.634279999999999955e-02
2.402100000000000068e-02
4.513589999999999963e-02
7.319929999999999493e-02
1.467710000000000126e-01
7.412929999999999520e-02
8.110359999999999792e-02
3.987539999999999835e-02
5.776970000000000022e-02
2.521139999999999839e-02
3.271949999999999859e-02
5.009600000000000164e-02
2.610320000000000001e-02
3.438560000000000227e-02
3.511620000000000019e-02
5.602340000000000098e-02
3.866569999999999729e-02
7.479650000000000014e-03
3.693710000000000049e-02
1.098920000000000036e-01
5.294530000000000070e-02
2.313749999999999835e-02
5.689550000000000163e-02
1.425120000000000033e-02
5.407839999999999869e-02
4.372689999999999910e-02
4.367370000000000280e-02
1.671869999999999953e-02
5.069989999999999913e-02
5.157450000000000229e-02
3.761899999999999966e-02
2.609560000000000005e-02
5.098350000000000104e-02
3.876340000000000341e-02
3.527000000000000274e-02
2.884580000000000130e-02
3.954040000000000332e-02
2.732800000000000160e-02
3.252920000000000117e-02
2.882679999999999965e-02
3.527249999999999830e-02
3.292670000000000319e-02
6.399570000000000258e-02
1.187570000000000014e-01
1.015350000000000003e-01
1.206600000000000034e-01
5.658169999999999866e-02
2.821999999999999856e-02
2.769699999999999940e-02
4.742989999999999706e-02
6.454039999999999777e-02
