edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23
-0.0286872464	0.0295349170	0.0019598689	-0.0025105486	0.0050580613	0.0050291854	-0.0329162590	0.0132599860	-0.0213033172	0.0189370248	-0.0309137502	-0.0153722218	-0.0084994433	0.0212703014	0.0354970484	0.0227453070	-0.0124265747	0.0125568181	-0.0157201708	-0.0214569813	-0.0115767609	-0.0069868508	0.0146108568	-0.0111862486
-0.0236183775	0.0191646613	0.0044684259	-0.0218894388	-0.0018933367	0.0190518904	-0.0442625095	0.0081284390	-0.0213465382	0.0275941439	0.0020076183	-0.0176556916	0.0032606205	-0.0019896438	0.0357495344	0.0195747810	0.0203313824	0.0142273631	-0.0187002277	-0.0332357940	-0.0259378859	-0.0015648669	0.0122244364	0.0047025499
-0.0299525505	0.0049563033	0.0104419545	-0.0337153986	0.0041440091	0.0237357946	-0.0620835406	0.0179390026	-0.0074971850	0.0018195356	0.0305241767	0.0104811948	0.0110119443	-0.0103353310	0.0297714022	0.0146838221	-0.0215471825	-0.0046898556	-0.0129434252	-0.0103751141	-0.0016271649	-0.0050747749	0.0351760812	-0.0118999667
-0.0051288104	0.0058888100	0.0172507331	-0.0174000484	0.0084099006	0.0191522279	-0.0311299643	0.0069254575	0.0085494935	0.0044935254	-0.0247642646	0.0078702355	0.0092110500	0.0015540576	0.0529437642	0.0074172832	-0.0139934761	0.0073059878	0.0032705588	0.0270982559	-0.0002136831	0.0033916376	0.0176788774	-0.0083032375
-0.0116651427	0.0141245055	0.0141514554	-0.0279607455	0.0034384295	0.0163085808	-0.0412023621	0.0047738127	-0.0039412098	0.0246947151	-0.0174123696	-0.0203173167	-0.0064564976	-0.0009155680	0.0398998404	0.0218382525	0.0023268907	-0.0013291709	0.0010015803	0.0040790451	-0.0185956854	0.0267328530	0.0183677600	0.0029230471
-0.0133130358	0.0191621157	0.0042105268	-0.0109156062	0.0011091173	0.0151899965	-0.0355404340	-0.0012347659	-0.0251971368	0.0321958073	0.0058473065	-0.0075619447	-0.0165225230	0.0220318769	0.0036443563	0.0224195788	-0.0135146520	0.0055526893	-0.0030791216	0.0062981168	-0.0171944942	-0.0047624745	0.0347594641	-0.0060148441
-0.0101557417	0.0154054584	0.0045063398	-0.0087439884	0.0075133692	0.0059049483	-0.0339084064	0.0028792795	-0.0119779012	0.0262147971	0.0080536264	0.0227331392	0.0003292411	0.0073617017	0.0527636512	-0.0009019918	0.0075832908	0.0220876002	-0.0076980580	-0.0113517848	-0.0143512970	-0.0012294224	0.0226242147	-0.0009521220
-0.0141608317	0.0245976129	0.0010638298	-0.0026443765	0.0023003808	0.0079795857	-0.0325817133	0.0027892055	-0.0246141232	0.0051472921	-0.0200338653	0.0287644414	-0.0339000520	0.0280353755	0.0141988359	0.0081338469	0.0057624631	-0.0002505749	-0.0054094333	-0.0098154063	-0.0138154340	-0.0020882459	0.0427899788	-0.0123862947
-0.0156030201	0.0049500154	0.0118000539	-0.0189102441	0.0004143537	0.0299264192	-0.0507670847	-0.0053097811	-0.0195776447	0.0016900156	-0.0255103529	0.0066593212	-0.0033812407	-0.0242795273	0.0336465400	0.0218389655	-0.0139217370	0.0237164947	-0.0245459387	-0.0205003612	-0.0376924088	-0.0014908905	0.0294947431	0.0233965067
0.0041099453	0.0072680750	0.0207780062	-0.0038942591	0.0206810263	-0.0029739566	-0.0392332895	0.0250651091	0.0151224452	0.0551436866	-0.0010593902	-0.0130775441	0.0153932619	-0.0221926801	0.0524672298	-0.0096891419	0.0343122316	0.0201151949	-0.0068435896	0.0039199035	-0.0237713981	-0.0082631420	0.0217317696	0.0146749731
-0.0016924108	0.0056558306	0.0170134011	0.0181369005	0.0229079159	-0.0091153173	-0.0210314557	0.0116222502	0.0005597667	0.0336006692	0.0019875723	0.0329310090	-0.0148917741	0.0097073788	0.0029869263	0.0130541407	-0.0096755584	-0.0033320351	-0.0059540326	-0.0046809766	-0.0165630438	0.0000981982	0.0350138155	0.0066282650
-0.0024080511	0.0086480795	0.0130172749	0.0164727616	0.0211668068	-0.0028766224	-0.0105232695	0.0059489810	0.0028945556	0.0070256684	-0.0290412562	0.0370591741	-0.0183143274	0.0029945448	0.0011920792	0.0270543849	0.0114962449	0.0010730420	-0.0113165930	-0.0172525160	-0.0257848056	-0.0030209709	0.0253864382	0.0073108331
-0.0019177663	0.0021009307	0.0111556570	0.0186573300	0.0246987152	-0.0129517359	-0.0045408353	-0.0045728625	0.0076165318	0.0109443980	-0.0386035281	0.0059904113	-0.0248593041	-0.0070336706	-0.0075558269	0.0225145651	-0.0002674190	0.0042342189	-0.0225420009	-0.0259930279	-0.0219621446	-0.0095908919	0.0319755636	-0.0036126461
-0.0014953041	0.0020144167	0.0078046439	0.0166730008	0.0204638548	0.0010449408	0.0061487235	-0.0032971573	-0.0013512398	0.0337082409	-0.0227153573	-0.0067914630	-0.0314210877	-0.0048503729	-0.0266108999	0.0205655551	0.0084471295	0.0007533428	-0.0080848601	-0.0291253791	-0.0096649447	-0.0174374993	0.0210677114	-0.0045884777
0.0010630334	-0.0013039596	0.0146649042	0.0179622376	0.0189182782	-0.0008200360	0.0070201509	-0.0164474751	-0.0048178447	0.0390242212	0.0010750047	0.0025596181	-0.0206003644	-0.0042244215	-0.0088414239	0.0107085187	0.0169855438	0.0220859142	-0.0111322435	-0.0258929397	-0.0116594709	-0.0203942079	0.0134126117	0.0085850075
0.0011530528	-0.0175166848	0.0215407849	0.0084029366	0.0121630644	0.0215158587	0.0013799710	-0.0051113487	-0.0015038866	0.0138718280	0.0166455107	0.0240882425	-0.0124855769	0.0031552427	-0.0118975460	0.0112928917	-0.0102989385	0.0112836888	-0.0091164849	-0.0341631097	-0.0080641222	-0.0178903736	0.0100177090	0.0266280473
-0.0026851788	-0.0309208374	0.0267134557	-0.0100517593	0.0101615081	0.0461900112	0.0008157442	0.0261286046	0.0237775938	-0.0159823518	-0.0104419487	0.0137034119	0.0137858542	-0.0000373604	0.0002092213	0.0278004643	0.0105141864	0.0161173378	0.0069802521	-0.0023997601	0.0349758465	-0.0210740248	-0.0129424591	0.0405554595
0.0024076125	-0.0140702690	0.0164899538	0.0128924953	0.0187069018	0.0096606971	0.0019819153	-0.0032029159	-0.0019364527	0.0271391243	-0.0180979504	-0.0213573700	0.0053931676	0.0262052774	-0.0131996231	0.0251578533	0.0278219133	-0.0133117069	0.0101645414	0.0052223066	0.0084605531	0.0008102341	0.0274318973	0.0337147197
0.0035478684	-0.0317534723	0.0105910778	0.0179620446	0.0109406281	0.0081447575	0.0182015183	-0.0173080870	-0.0046743449	0.0174764105	0.0141818134	0.0257179466	0.0242562452	0.0386125573	0.0023855833	0.0358554436	-0.0261020024	-0.0092191818	0.0126020207	-0.0175676079	0.0012037735	-0.0073446723	0.0104203035	0.0399156165
0.0038186078	-0.0333357405	-0.0050380653	0.0005300950	0.0161063238	0.0126867451	0.0211029474	-0.0233245397	0.0098091018	-0.0144565024	-0.0350089081	0.0147653026	-0.0036897059	0.0424662941	-0.0122664928	0.0479139342	0.0156992051	-0.0107101177	-0.0121462683	0.0006058103	-0.0037416099	-0.0212536093	0.0054222554	0.0206947312
-0.0039907871	-0.0453281031	-0.0090225306	0.0123919541	0.0077176285	0.0108132509	0.0261345734	-0.0337869759	-0.0020006566	0.0050413461	-0.0107853688	-0.0241672046	0.0236681605	0.0392760933	-0.0088203106	0.0165864688	0.0053557671	-0.0592137506	0.0017397364	-0.0130593581	-0.0029236363	-0.0403427306	-0.0158996078	0.0063180577
-0.0890611122	-0.0134358429	-0.0318706072	0.0693234313	-0.0300945853	0.0213044184	0.0074967959	0.0422719568	0.0066674204	-0.0006884888	0.0244134337	-0.0144657284	-0.0157545811	0.0838517876	-0.0177916532	-0.0094214681	-0.0300266938	-0.1090507940	-0.0056753040	0.0135025059	-0.0144030881	-0.0780545569	-0.0907792901	-0.0141019990
-0.0401953008	-0.0037729248	-0.0320993047	-0.0192827224	-0.0181452525	0.0802016586	0.0604723790	0.0204541935	0.0029502447	-0.0130655139	-0.0219572368	-0.0029003547	0.0028435927	0.0505007240	0.0077184577	-0.0090751439	0.0147832837	0.0214677883	0.0238543478	-0.0190357603	0.0050159438	-0.0676819811	-0.0669378591	0.0186266152
-0.0248604632	0.0064513061	-0.0352773147	-0.0225637052	-0.0027884922	0.0311214567	0.0079033034	-0.0371039306	-0.0285232225	0.0270770637	-0.0235097541	-0.0322205676	0.0048544230	0.0388424928	-0.0009383524	-0.0057455379	0.0285813872	-0.0253352302	0.0211706987	-0.0129179420	0.0134965847	-0.0552911561	-0.0210605502	-0.0123496838
-0.0144832665	-0.0120364502	-0.0357613185	-0.0022985641	-0.0001670271	0.0211841255	0.0002727535	-0.0278111704	-0.0303325748	0.0009890715	0.0235390131	0.0158007361	0.0147350997	0.0273960450	-0.0136757991	-0.0048296139	-0.0181864167	0.0017913127	-0.0084806774	-0.0221898302	0.0003350125	-0.0280442501	-0.0018263552	0.0098490629
0.0135862170	-0.0438950247	-0.0167467392	0.0094947808	0.0230951080	-0.0162957732	0.0221105601	-0.0159593857	0.0283017811	-0.0306316710	-0.0071991335	0.0108114045	0.0008433820	0.0152069806	-0.0228166583	0.0086552210	0.0220863958	-0.0118067942	-0.0201609864	0.0149362592	0.0242188904	-0.0034925537	0.0039188163	0.0209863547
0.0000228691	-0.0319831899	-0.0198082335	0.0121046672	0.0245800379	-0.0119074282	0.0217745054	-0.0110292248	0.0206485978	0.0032077457	-0.0195822265	-0.0202364355	0.0151580333	0.0084863726	0.0171399584	-0.0047057167	-0.0128347992	0.0036930754	0.0147744557	-0.0191850112	0.0150086130	-0.0028008041	0.0098255538	0.0256933343
0.0056405639	-0.0113932577	-0.0347310325	0.0103115702	0.0073036447	0.0000212548	0.0467220438	-0.0070467404	0.0034682234	0.0442352708	-0.0107722008	-0.0192354526	-0.0220130891	0.0154096134	-0.0142615488	0.0072800224	0.0131337460	0.0215094482	0.0214664645	0.0009386592	0.0326061667	-0.0212097583	-0.0191436590	0.0113089627
-0.0082068062	-0.0329885218	-0.0216660298	0.0069394875	0.0126063208	0.0062011906	0.0144328085	-0.0101656965	0.0044064591	0.0272549998	0.0212282423	0.0190937774	0.0111187949	0.0047562492	0.0444694466	-0.0206832815	0.0021341406	0.0221105291	0.0124785739	-0.0354345399	-0.0000298694	-0.0098445387	-0.0164418822	0.0334042870
-0.0666850992	-0.0099329192	-0.0383352670	0.0725921229	-0.0166804931	-0.0038463236	-0.0152486047	0.0241622546	-0.0351184130	0.0083343817	-0.0140388581	0.0238036827	-0.0031401747	-0.0307803524	0.0263729897	0.0118733124	0.0058167119	-0.0175776404	-0.0326565764	0.0225806474	0.0235249871	0.0116017304	-0.0086694720	0.0266647143
-0.0381912873	0.0180580724	-0.0440524848	0.0182711427	-0.0117368518	0.0205188530	-0.0178830565	0.0010485717	-0.0644161778	0.0127107585	-0.0150707851	0.0221099423	0.0497929701	-0.0456642031	-0.0046798607	-0.0044704630	0.0196434365	0.0113459465	0.0290668960	0.0562795018	-0.0102556017	-0.0564471149	-0.0002963666	-0.0027257525
0.0147203805	0.0034635126	-0.0324330856	-0.0087738086	0.0108953355	-0.0448530392	-0.0203734746	0.0345570047	0.0453849063	-0.0401663342	0.0166991442	0.0122856730	0.1039581730	-0.0310744663	-0.0104663185	-0.0218920638	0.0266328696	0.0250256884	0.0173713226	0.0596083356	-0.0075558409	-0.0134289188	0.0036329608	0.0145207980
0.0176867332	0.0077544192	-0.0473088996	-0.0126227966	0.0112257967	-0.0602187222	0.0304232371	-0.0079355584	0.0504724578	-0.0209889619	-0.0015630950	-0.0412576900	0.0363964838	-0.0085077847	-0.0280591568	0.0163693056	-0.0192212396	-0.0399813329	0.0134844875	0.0308937847	0.0309144290	0.0207288049	0.0243018201	-0.0184315922
0.0251239526	-0.0010158316	-0.0505750883	-0.0065134985	-0.0034898251	-0.0565635193	0.0400859251	-0.0333158241	0.0303299345	0.0100186086	0.0293844767	-0.0299015222	0.0419972616	-0.0046603332	0.0236472290	-0.0057034870	0.0043724880	0.0040711253	-0.0162823201	0.0174082572	0.0109036780	0.0030211915	0.0049970624	-0.0062939049
0.0236837363	-0.0058698418	-0.0570880971	0.0064714927	-0.0032670677	-0.0479982586	0.0371421858	-0.0344809656	0.0111986851	-0.0026220858	0.0295523583	-0.0040486330	-0.0027416541	-0.0016655794	-0.0262693981	-0.0129191001	-0.0042216411	0.0041197594	-0.0369045600	-0.0163531873	0.0130098952	0.0001308976	0.0076369092	-0.0205391736
0.0183026020	-0.0151857619	-0.0486986061	0.0046680303	-0.0042244286	-0.0335219290	0.0217803369	-0.0375886291	-0.0005744793	-0.0234940315	0.0365087868	0.0165166986	-0.0062799095	0.0032191645	-0.0171465299	-0.0297059529	-0.0052927610	-0.0033611937	-0.0363845034	-0.0196759116	0.0195615822	0.0013867129	0.0250298988	-0.0098335376
0.0058524041	-0.0289101813	-0.0346613388	0.0054701651	-0.0041735522	-0.0008128136	0.0066273075	-0.0450471304	-0.0208879493	-0.0575970520	0.0005216202	0.0059179779	-0.0025114854	-0.0152345896	-0.0193160131	-0.0371868417	0.0104156800	0.0178257817	-0.0502277474	-0.0103379603	0.0234083716	-0.0014198969	0.0315314951	-0.0006289495
0.0214900728	-0.0153939851	-0.0222296632	0.0191012882	0.0040129639	-0.0246439248	0.0116834268	-0.0262319955	0.0006054797	-0.0167512046	-0.0040469628	-0.0276714849	-0.0040741140	-0.0314541646	0.0019836258	-0.0820342343	0.0027543995	0.0127059955	-0.0276081563	-0.0351269905	0.0198414204	-0.0145348196	0.0259728391	-0.0207160514
0.0231120328	-0.0044898565	-0.0111422194	0.0231520926	-0.0066578014	-0.0159628546	0.0097254839	-0.0345717357	-0.0189896579	-0.0005791910	0.0189851030	-0.0169421597	-0.0133949110	-0.0172683137	-0.0054381425	-0.0882770446	-0.0005127542	0.0293153242	-0.0289408318	0.0033082668	0.0174020563	-0.0246132917	0.0280144794	-0.0216361308
0.0276614472	-0.0010608809	0.0041937953	0.0217928980	-0.0046447733	-0.0172814094	0.0092441616	-0.0351087435	-0.0119798571	-0.0223099497	0.0336067358	0.0079386046	-0.0355727289	-0.0247416282	-0.0249661759	-0.0885863537	0.0003111979	0.0202763509	-0.0316787090	-0.0181413251	0.0045840498	-0.0053372019	0.0287618848	-0.0160101836
0.0215994859	0.0055582798	0.0197600702	-0.0008509951	-0.0103958672	0.0096860322	0.0144055710	-0.0190416646	0.0035744218	-0.0494192528	0.0246115987	0.0072194116	-0.0398410119	-0.0311123267	-0.0329853867	-0.0657206531	0.0044696563	0.0124698561	-0.0047469599	-0.0060914510	0.0115812540	0.0109965696	0.0090564202	-0.0010947547
0.0327261539	0.0080231852	0.0398996802	0.0289921403	0.0007485480	-0.0196760220	0.0054860807	-0.0146362750	0.0094130944	-0.0371185689	-0.0065309791	-0.0061661728	-0.0194473254	-0.0370987562	-0.0282569621	-0.0770685540	-0.0022495494	0.0129916468	-0.0017604419	0.0185633409	-0.0109352672	0.0093281735	0.0182630727	0.0028638100
0.0387708918	0.0096385331	0.0566949630	0.0299759467	-0.0036361363	-0.0165680267	0.0071448062	-0.0153587727	0.0049600395	0.0067661702	0.0038959285	-0.0226146183	0.0130785893	-0.0314670646	0.0074255430	-0.0692307569	0.0049988234	-0.0020917131	0.0221778272	0.0355718199	-0.0117219903	0.0110431306	0.0134602985	0.0209173701
0.0399160688	0.0186340324	0.0586052494	0.0310946193	-0.0072945475	-0.0202143498	0.0085356800	-0.0124259452	0.0050191817	0.0132124522	0.0219947513	-0.0023987337	0.0108170292	-0.0091947533	0.0038375808	-0.0573727635	-0.0053813249	0.0073111396	0.0167885534	0.0429522530	-0.0175774823	0.0077161690	0.0161379695	0.0169025556
0.0231811028	0.0168734674	0.0554357687	0.0141370325	-0.0145947228	0.0081337505	0.0013290531	-0.0239243910	-0.0181739664	-0.0194161609	0.0200597761	0.0205927388	0.0263160187	-0.0167535401	0.0032366831	-0.0263244132	-0.0094159144	-0.0044693413	0.0258667616	0.0199555266	-0.0159779126	0.0141563713	0.0131021924	0.0369712171
0.0290234447	0.0085446310	0.0609918891	0.0241304290	0.0083647281	-0.0116908615	-0.0051506666	0.0077807952	0.0173428825	-0.0238892715	-0.0073052907	0.0026561550	0.0338135434	-0.0323108877	-0.0066048491	-0.0337515932	-0.0015448517	0.0059586492	0.0062253172	0.0155545512	-0.0220266399	0.0066049019	0.0085802329	0.0255609360
0.0313559737	0.0162818464	0.0539260512	0.0382162160	0.0012637050	-0.0162106104	0.0006161519	0.0022283175	-0.0008493821	0.0124473825	-0.0157583219	-0.0181703053	0.0195927360	-0.0027816641	-0.0306157159	-0.0201488018	0.0034244471	-0.0128829000	0.0108170481	0.0290056642	-0.0105892283	0.0010966291	0.0222848391	0.0147977583
0.0313887941	0.0116395269	0.0532798832	0.0375882921	-0.0002546693	-0.0132723289	0.0101720723	-0.0102006878	-0.0075245929	0.0189950710	0.0207446655	0.0091951689	0.0194099142	0.0016020326	-0.0312919470	0.0052121454	-0.0024599080	-0.0041257581	-0.0115124409	0.0022775923	-0.0322421383	0.0042777121	0.0130627661	0.0158293480
0.0271987449	0.0104966019	0.0461426351	0.0306724968	-0.0013928084	-0.0098097730	0.0128978018	-0.0096710387	-0.0042230505	0.0067501093	0.0028869262	0.0309775174	0.0243558779	0.0166247459	-0.0046801900	0.0089755499	-0.0060323801	-0.0103658816	0.0010334221	0.0034056841	-0.0033047381	-0.0011670368	0.0115116616	0.0063849073
0.0275785185	0.0096010018	0.0413313507	0.0360546181	-0.0033991294	-0.0111037928	0.0174077777	-0.0136257886	-0.0057751608	-0.0129870395	-0.0189916202	0.0280403142	0.0241832384	0.0108419687	-0.0118694037	0.0099997693	0.0101280797	-0.0115438513	-0.0205922638	-0.0207137303	-0.0157033839	-0.0000827149	0.0156209209	0.0067867447
0.0271442770	0.0159517656	0.0353105390	0.0305402521	-0.0061837173	-0.0091586315	0.0251083379	-0.0095859588	-0.0013395720	0.0073267257	-0.0335917398	-0.0046377065	0.0349142765	0.0005071156	0.0001372005	0.0073885175	-0.0084903002	0.0016756743	-0.0074803482	-0.0260047621	-0.0003590097	-0.0181839401	-0.0005542571	-0.0085256996
0.0289787960	0.0124296762	0.0360232016	0.0252832824	-0.0097749571	-0.0063073981	0.0302475222	-0.0181925626	-0.0030918132	0.0292982208	0.0044395317	-0.0039943901	0.0362386225	-0.0028205571	0.0007840921	0.0123395160	0.0213276545	0.0136104139	-0.0119112312	-0.0259495314	-0.0106281262	-0.0160779317	-0.0127106164	-0.0010518787
0.0265041539	0.0116413209	0.0325927151	0.0279451729	-0.0025505916	-0.0122454845	0.0305578022	-0.0108369680	0.0015461826	0.0091543137	0.0128750129	0.0323505855	0.0269048990	0.0067386348	-0.0122774743	0.0073997740	-0.0049050407	-0.0019852533	-0.0088689175	-0.0351217827	0.0022982555	-0.0111270335	-0.0082055234	-0.0100335083
0.0279995293	0.0101938042	0.0344639905	0.0247795512	-0.0044037070	-0.0143740918	0.0313138551	-0.0160811278	0.0095143504	-0.0026502558	-0.0173748582	0.0248278130	0.0400613967	0.0048395126	0.0275267469	0.0071647246	0.0155916319	-0.0023129117	-0.0164430033	-0.0248838585	-0.0039747708	-0.0089445497	-0.0000842160	-0.0082165673
0.0239063805	0.0122056160	0.0283094817	0.0267586242	0.0001415150	-0.0190399132	0.0327624131	-0.0133338718	0.0077648592	0.0024680666	-0.0256282905	-0.0085256538	0.0302519997	-0.0035694055	-0.0089641773	0.0092826707	-0.0056042586	-0.0029621913	-0.0125544628	-0.0477049078	0.0037436794	-0.0100155863	-0.0052974447	-0.0255795159
0.0204028368	0.0090464493	0.0272711318	0.0248681573	0.0001343451	-0.0151338200	0.0340495750	-0.0142858635	0.0023173568	0.0186549869	0.0105634979	-0.0075411871	0.0219420016	0.0023803346	-0.0204057107	0.0111067593	0.0118596152	0.0173776128	-0.0254834327	-0.0269966406	-0.0093382767	-0.0074210427	-0.0127230168	-0.0214670621
0.0157835082	0.0128148432	0.0233001571	0.0169199599	0.0040693711	-0.0173576410	0.0312038880	-0.0105618759	0.0061110848	0.0046062726	0.0142155679	0.0262228776	0.0139295422	0.0097045001	-0.0121469587	0.0118482546	0.0018314689	-0.0037344981	-0.0076004813	-0.0377171571	0.0157537058	-0.0022317099	-0.0080101983	-0.0265198260
0.0100173306	0.0176708646	0.0228758697	0.0119008768	0.0046073089	-0.0185802496	0.0392999349	-0.0102635869	0.0162814248	-0.0143962629	-0.0164486053	0.0252129228	0.0033278509	0.0063205033	-0.0080747303	0.0306675788	0.0084027457	-0.0013313053	-0.0126457169	-0.0261976860	-0.0071963694	-0.0041448122	-0.0095588281	-0.0296527023
0.0060262088	0.0204403145	0.0188577659	0.0050261933	0.0086407078	-0.0258160981	0.0338679519	-0.0161256733	0.0141506732	-0.0045361866	-0.0271893143	-0.0076410767	0.0031987976	-0.0065386935	-0.0159029870	0.0336142018	-0.0000251121	-0.0009918475	-0.0070971227	-0.0398248849	-0.0032929356	-0.0056295387	-0.0173846533	-0.0351869621
-0.0004592431	0.0252261132	0.0156027227	-0.0048192340	0.0028217660	-0.0196105677	0.0421813222	-0.0157063923	0.0116876660	0.0193914442	0.0045058883	-0.0169780795	-0.0089727934	-0.0027834534	-0.0101209379	0.0426601580	0.0133205936	0.0051840856	-0.0076618896	-0.0102921538	-0.0250867292	-0.0019197177	-0.0145260782	-0.0397023317
-0.0004422355	0.0275664227	0.0087059289	-0.0062793074	0.0015434651	-0.0217352970	0.0445225130	-0.0157773739	0.0046208849	0.0132774757	0.0194449290	0.0180661665	-0.0097410175	0.0103785688	-0.0115358568	0.0385918239	-0.0011650100	-0.0072947984	0.0174579631	-0.0329021977	0.0155382010	0.0025802255	-0.0286219900	-0.0380852623
-0.0003649350	0.0337553357	0.0057518407	-0.0128799926	-0.0345954350	0.0242691243	0.0932614781	0.0283900561	0.0400378752	-0.0184720832	-0.0080946818	0.0119261084	-0.0017807386	0.0091126910	0.0321215473	0.0395334548	0.0091619400	-0.0023558039	0.0076439882	0.0101996447	-0.0288451860	-0.0054327810	-0.0085072747	-0.0297472079
-0.0006001864	0.0452512569	-0.0062700599	-0.0505859195	-0.0535962034	0.0235556210	0.0917263485	0.0148046436	0.0473404540	-0.0329774128	0.0025365363	-0.0436438786	-0.0217801354	0.0015338304	0.0045369184	0.0616801870	0.0047109515	-0.0443337344	0.0093141668	-0.0194176635	-0.0428739642	0.0156190286	0.0081725003	-0.0298374379
-0.0007022979	0.0277519473	-0.0085647231	-0.0459808960	-0.0204433447	-0.0084982034	0.0599319336	-0.0203109970	0.0248627152	-0.0020471444	0.0306916107	-0.0147295022	-0.0065689817	0.0104303162	-0.0119102211	0.0833266199	-0.0224603503	0.0204961391	0.0136702270	-0.0038923206	0.0024226567	0.0148478327	-0.0656563053	-0.0213674080
-0.0143895568	0.0156821847	-0.0111149865	-0.0473279981	-0.0136694436	0.0124947792	0.0656067120	0.0204815237	0.0402768803	-0.0295732547	0.0237276114	0.0024533890	0.0177242455	-0.0241252244	0.0270649356	0.0609130566	0.0514135989	-0.0170301459	0.0289281878	-0.0111194435	0.0169172420	0.0327688564	-0.0313458502	-0.0106734044
-0.0077369952	0.0196919828	-0.0226221065	-0.0336186393	0.0031589207	-0.0201610495	0.0507776077	0.0461502269	0.0594801996	-0.0088367800	0.0081626555	-0.0344491413	0.0195357727	-0.0225084862	0.0003083352	0.0428791764	-0.0148660813	-0.0071428838	0.0428587347	-0.0165325291	0.0330250058	0.0204855765	-0.0405562681	-0.0296584589
-0.0073200426	0.0133498231	-0.0292723911	-0.0207888709	-0.0042299052	-0.0121722503	0.0583599144	0.0406346982	0.0386897003	0.0152802941	0.0248203526	-0.0226823556	0.0103316339	-0.0033943866	0.0048887559	0.0315384245	0.0059415046	0.0215099344	0.0253484498	0.0040773195	0.0243852985	0.0233111486	-0.0401184110	-0.0185630651
-0.0016653334	0.0151139242	-0.0397694697	-0.0206423379	-0.0119479600	-0.0137985560	0.0491615445	0.0279591636	0.0278695249	0.0010973521	0.0303646728	0.0094481943	-0.0200369770	0.0127403784	-0.0128838732	0.0274193146	-0.0027614725	0.0028479399	0.0361476377	-0.0132756180	0.0324072746	0.0253731692	-0.0397948591	-0.0227688775
-0.0022548560	0.0056551563	-0.0327270221	-0.0335668836	-0.0165762002	-0.0036195014	0.0372271948	0.0017854541	0.0234841653	-0.0281066437	-0.0093485380	0.0042625807	-0.0165620084	0.0047452226	0.0119756469	0.0324333920	0.0128112268	0.0116287264	0.0187351461	0.0185423014	0.0197103327	0.0370448193	-0.0424563833	-0.0136641246
-0.0067050200	0.0159681426	-0.0334248886	-0.0310919530	-0.0101433731	-0.0216587936	0.0263532665	-0.0136877402	0.0066731869	-0.0011623194	-0.0034702659	-0.0374735460	-0.0253461073	0.0043652921	-0.0139738858	0.0347417117	0.0057365036	-0.0174903678	0.0323427652	-0.0001226513	0.0205775457	0.0466880239	-0.0322999348	-0.0245035523
-0.0198300674	0.0015704115	-0.0297830302	-0.0382740257	-0.0133469786	0.0055736602	0.0125607989	-0.0178561927	-0.0196774730	-0.0249663051	0.0327444844	-0.0024266320	-0.0051799190	-0.0035305982	-0.0147155313	0.0420695415	-0.0375053724	-0.0064746878	0.0156911715	0.0055819579	0.0151036484	0.0525542009	-0.0224539347	-0.0035292603
-0.0175756382	-0.0086074794	-0.0256181097	-0.0431323223	0.0033519145	-0.0054751838	-0.0123410965	0.0128373258	0.0118476973	-0.0326452400	0.0050479715	-0.0142023663	0.0231842265	-0.0224737213	0.0121439192	0.0319614595	-0.0421335630	0.0189896290	0.0183547168	0.0233154240	0.0232124096	0.0419221440	-0.0387783529	0.0001508452
-0.0016115678	0.0004215850	-0.0346503047	-0.0276123418	-0.0020873932	-0.0230832700	-0.0061357446	0.0118115356	0.0093085952	0.0096312716	0.0174923129	-0.0198954234	0.0009012426	0.0033750418	-0.0074860494	0.0299733471	-0.0169675216	0.0168283840	0.0137783460	0.0416027523	0.0164201423	0.0477611013	-0.0203263821	-0.0048230043
0.0065165448	-0.0015024942	-0.0470336470	-0.0081136050	-0.0177839480	-0.0158099609	0.0069093646	0.0078347524	-0.0041722864	-0.0095199916	0.0111338681	0.0223847341	-0.0144459827	0.0211478698	-0.0204265137	0.0213455340	0.0075193546	-0.0045042264	0.0300453937	0.0111961066	0.0364709427	0.0531900639	-0.0156187950	0.0068003092
-0.0094210071	0.0020728185	-0.0498944123	-0.0310297615	-0.0320454295	0.0273289935	0.0215710021	0.0266352784	0.0003335523	-0.0180605819	-0.0178043262	-0.0103705121	-0.0057960699	-0.0071008115	0.0077710230	0.0216603896	-0.0250256003	0.0303197419	0.0363826153	-0.0094694612	0.0186751547	0.0312232237	-0.0354685461	0.0279588709
-0.0207504789	-0.0093191223	-0.0428119522	-0.0509129452	-0.0088407828	0.0203967821	-0.0040120583	0.0409875849	0.0147654828	-0.0101157478	0.0343511524	-0.0233021444	-0.0124669468	-0.0209738906	-0.0108908337	0.0310210820	-0.0006218493	0.0536531901	0.0079312282	0.0296929973	0.0191467527	0.0327754632	-0.0474847606	0.0130682052
