component	mask	singular_value	variance_explained	cumulative_variance_explained	retained
dropped53	0	62.4040269822	0.0015830336	0.8459052061	False
dropped54	0	61.4052551775	0.0015327664	0.8474379725	False
dropped55	0	60.6257890178	0.0014941001	0.8489320727	False
dropped56	0	59.4580523560	0.0014370976	0.8503691702	False
dropped57	0	58.9783387225	0.0014140018	0.8517831720	False
dropped58	0	58.6780824208	0.0013996412	0.8531828132	False
dropped59	0	57.5585360359	0.0013467419	0.8545295551	False
dropped60	0	57.1973838207	0.0013298946	0.8558594497	False
dropped61	0	56.6444908731	0.0013043083	0.8571637580	False
dropped62	0	56.1774468917	0.0012828884	0.8584466464	False
dropped63	0	55.9673133558	0.0012733090	0.8597199554	False
dropped64	0	55.0433533586	0.0012316141	0.8609515696	False
dropped65	0	54.6812245602	0.0012154619	0.8621670315	False
dropped66	0	54.3889806680	0.0012025046	0.8633695360	False
dropped67	0	53.6399733155	0.0011696125	0.8645391485	False
dropped68	0	53.3666800667	0.0011577246	0.8656968732	False
dropped69	0	52.8399581360	0.0011349842	0.8668318574	False
dropped70	0	52.2125250964	0.0011081902	0.8679400475	False
dropped71	0	51.3004472279	0.0010698113	0.8690098589	False
dropped72	0	51.0536178382	0.0010595414	0.8700694003	False
dropped73	0	50.6836864210	0.0010442423	0.8711136426	False
dropped74	0	50.0567261963	0.0010185674	0.8721322100	False
dropped75	0	49.3841354744	0.0009913792	0.8731235892	False
dropped76	0	48.9878448660	0.0009755321	0.8740991213	False
dropped77	0	48.6761998260	0.0009631595	0.8750622808	False
dropped78	0	48.4793948705	0.0009553869	0.8760176677	False
dropped79	0	48.2721327472	0.0009472353	0.8769649030	False
dropped80	0	47.5008404908	0.0009172073	0.8778821102	False
dropped81	0	46.8583319766	0.0008925623	0.8787746725	False
dropped82	0	46.6517309286	0.0008847089	0.8796593815	False
dropped83	0	46.4557283591	0.0008772905	0.8805366720	False
dropped84	0	46.1552517525	0.0008659786	0.8814026506	False
dropped85	0	45.7402886396	0.0008504772	0.8822531278	False
dropped86	0	45.5129538833	0.0008420443	0.8830951721	False
dropped87	0	45.1792273353	0.0008297409	0.8839249130	False
dropped88	0	44.9044762190	0.0008196797	0.8847445927	False
dropped89	0	44.5204314929	0.0008057190	0.8855503117	False
dropped90	0	44.2630729493	0.0007964307	0.8863467424	False
dropped91	0	44.0187882426	0.0007876641	0.8871344066	False
dropped92	0	43.6981680049	0.0007762317	0.8879106382	False
dropped93	0	43.5013438841	0.0007692548	0.8886798931	False
dropped94	0	43.0834630212	0.0007545467	0.8894344397	False
dropped95	0	42.5915537679	0.0007374148	0.8901718545	False
dropped96	0	42.4593327007	0.0007328435	0.8909046980	False
dropped97	0	42.1659662839	0.0007227515	0.8916274495	False
dropped98	0	41.9957367736	0.0007169276	0.8923443771	False
dropped99	0	41.5360323981	0.0007013179	0.8930456950	False
dropped100	0	41.4335680570	0.0006978620	0.8937435570	False
dropped101	0	41.2178618292	0.0006906147	0.8944341717	False
dropped102	0	41.0418919197	0.0006847304	0.8951189022	False
dropped103	0	40.6875707421	0.0006729587	0.8957918609	False
dropped104	0	40.5273786103	0.0006676701	0.8964595309	False
dropped105	0	40.3522677763	0.0006619128	0.8971214438	False
dropped106	0	39.7191631878	0.0006413057	0.8977627494	False
dropped107	0	39.4000443975	0.0006310421	0.8983937915	False
dropped108	0	39.1310761890	0.0006224557	0.8990162472	False
dropped109	0	38.8822951791	0.0006145662	0.8996308134	False
dropped110	0	38.6147784480	0.0006061387	0.9002369521	False
dropped111	0	38.5674159875	0.0006046527	0.9008416048	False
dropped112	0	38.2903112099	0.0005959951	0.9014375999	False
dropped113	0	38.2019483503	0.0005932475	0.9020308474	False
dropped114	0	37.8399124084	0.0005820565	0.9026129039	False
dropped115	0	37.7148229971	0.0005782146	0.9031911185	False
dropped116	0	37.4081458976	0.0005688493	0.9037599678	False
dropped117	0	37.2922056854	0.0005653287	0.9043252965	False
dropped118	0	37.1459969708	0.0005609045	0.9048862010	False
dropped119	0	36.7116846731	0.0005478650	0.9054340660	False
dropped120	0	36.5186420728	0.0005421184	0.9059761843	False
dropped121	0	36.3561523478	0.0005373048	0.9065134891	False
dropped122	0	36.0418896482	0.0005280560	0.9070415452	False
dropped123	0	35.9787214218	0.0005262067	0.9075677518	False
dropped124	0	35.8130169403	0.0005213708	0.9080891226	False
dropped125	0	35.6432081794	0.0005164383	0.9086055610	False
dropped126	0	35.3997494918	0.0005094074	0.9091149684	False
dropped127	0	35.3583039413	0.0005082153	0.9096231837	False
dropped128	0	35.1931529122	0.0005034789	0.9101266626	False
dropped129	0	34.9977873826	0.0004979045	0.9106245671	False
dropped130	0	34.7926549919	0.0004920849	0.9111166520	False
dropped131	0	34.6874154882	0.0004891125	0.9116057645	False
dropped132	0	34.5404513245	0.0004849767	0.9120907412	False
dropped133	0	34.4408567630	0.0004821840	0.9125729252	False
dropped134	0	34.3144325603	0.0004786505	0.9130515757	False
dropped135	0	34.0961310377	0.0004725797	0.9135241555	False
dropped136	0	33.9867495425	0.0004695525	0.9139937080	False
dropped137	0	33.6708948159	0.0004608655	0.9144545735	False
dropped138	0	33.5932186714	0.0004587416	0.9149133151	False
dropped139	0	33.4991830761	0.0004561769	0.9153694920	False
dropped140	0	33.4010923528	0.0004535093	0.9158230014	False
dropped141	0	33.1188251357	0.0004458767	0.9162688780	False
dropped142	0	33.0561840130	0.0004441916	0.9167130696	False
dropped143	0	32.8601300263	0.0004389383	0.9171520079	False
dropped144	0	32.7634300748	0.0004363587	0.9175883666	False
dropped145	0	32.6149933589	0.0004324137	0.9180207803	False
dropped146	0	32.5074093320	0.0004295657	0.9184503460	False
dropped147	0	32.4097216518	0.0004269878	0.9188773338	False
dropped148	0	32.2381159020	0.0004224781	0.9192998119	False
dropped149	0	31.8868248254	0.0004133210	0.9197131329	False
dropped150	0	31.8499751960	0.0004123662	0.9201254991	False
dropped151	0	31.7218274093	0.0004090546	0.9205345537	False
dropped152	0	31.6781527838	0.0004079290	0.9209424828	False
dropped153	0	31.4702464105	0.0004025920	0.9213450748	False
dropped154	0	31.3267507125	0.0003989290	0.9217440038	False
dropped155	0	31.2160498315	0.0003961145	0.9221401183	False
dropped156	0	31.1146043999	0.0003935441	0.9225336625	False
dropped157	0	31.0698880469	0.0003924138	0.9229260763	False
dropped158	0	30.9180719855	0.0003885883	0.9233146645	False
dropped159	0	30.7683339837	0.0003848335	0.9236994980	False
dropped160	0	30.6371565749	0.0003815591	0.9240810571	False
dropped161	0	30.4877956478	0.0003778478	0.9244589050	False
dropped162	0	30.3747430742	0.0003750508	0.9248339558	False
dropped163	0	30.2531293693	0.0003720536	0.9252060094	False
dropped164	0	30.1707382593	0.0003700299	0.9255760392	False
dropped165	0	30.0406030944	0.0003668446	0.9259428839	False
dropped166	0	29.9219333405	0.0003639521	0.9263068360	False
dropped167	0	29.8733650075	0.0003627715	0.9266696075	False
dropped168	0	29.8547954803	0.0003623207	0.9270319281	False
dropped169	0	29.7505175593	0.0003597940	0.9273917222	False
dropped170	0	29.4740115756	0.0003531371	0.9277448593	False
dropped171	0	29.4477627786	0.0003525084	0.9280973677	False
dropped172	0	29.3377842359	0.0003498803	0.9284472480	False
dropped173	0	29.2874161010	0.0003486800	0.9287959280	False
dropped174	0	29.1657660884	0.0003457894	0.9291417174	False
dropped175	0	29.1360916864	0.0003450861	0.9294868035	False
dropped176	0	29.0180787117	0.0003422963	0.9298290998	False
dropped177	0	28.8949620471	0.0003393979	0.9301684977	False
dropped178	0	28.8447209528	0.0003382187	0.9305067164	False
dropped179	0	28.6882712180	0.0003345597	0.9308412761	False
dropped180	0	28.4926920909	0.0003300136	0.9311712897	False
dropped181	0	28.4146225810	0.0003282076	0.9314994974	False
dropped182	0	28.2890017333	0.0003253120	0.9318248094	False
dropped183	0	28.2745382956	0.0003249795	0.9321497889	False
dropped184	0	28.1927497415	0.0003231021	0.9324728910	False
dropped185	0	28.1482655754	0.0003220833	0.9327949742	False
dropped186	0	28.0357471592	0.0003195135	0.9331144877	False
dropped187	0	27.9148788056	0.0003167644	0.9334312521	False
dropped188	0	27.7151289120	0.0003122473	0.9337434994	False
dropped189	0	27.6817136413	0.0003114948	0.9340549942	False
dropped190	0	27.5811811631	0.0003092364	0.9343642306	False
dropped191	0	27.4770329000	0.0003069054	0.9346711361	False
dropped192	0	27.4040320669	0.0003052768	0.9349764129	False
dropped193	0	27.3043523342	0.0003030600	0.9352794729	False
dropped194	0	27.2360363923	0.0003015454	0.9355810183	False
dropped195	0	27.1828192872	0.0003003682	0.9358813865	False
dropped196	0	27.0806543439	0.0002981146	0.9361795010	False
dropped197	0	26.9749381884	0.0002957916	0.9364752926	False
dropped198	0	26.8803761097	0.0002937214	0.9367690140	False
dropped199	0	26.8100042198	0.0002921855	0.9370611995	False
dropped200	0	26.7460846412	0.0002907939	0.9373519934	False
dropped201	0	26.6854569455	0.0002894771	0.9376414705	False
dropped202	0	26.5794144973	0.0002871810	0.9379286515	False
dropped203	0	26.5365711622	0.0002862559	0.9382149074	False
dropped204	0	26.3761546432	0.0002828055	0.9384977129	False
dropped205	0	26.3080711270	0.0002813474	0.9387790603	False
dropped206	0	26.2177936635	0.0002794198	0.9390584801	False
dropped207	0	26.1898038520	0.0002788235	0.9393373037	False
dropped208	0	26.1590783682	0.0002781697	0.9396154733	False
dropped209	0	26.0340016019	0.0002755160	0.9398909893	False
dropped210	0	25.9408574740	0.0002735480	0.9401645373	False
dropped211	0	25.8958729563	0.0002726001	0.9404371374	False
dropped212	0	25.8673848938	0.0002720007	0.9407091380	False
dropped213	0	25.8010553395	0.0002706075	0.9409797455	False
dropped214	0	25.6850694933	0.0002681800	0.9412479255	False
dropped215	0	25.6482578591	0.0002674118	0.9415153374	False
dropped216	0	25.5582222393	0.0002655377	0.9417808751	False
dropped217	0	25.3871837894	0.0002619956	0.9420428706	False
dropped218	0	25.3728427890	0.0002616997	0.9423045703	False
dropped219	0	25.2488104870	0.0002591473	0.9425637176	False
dropped220	0	25.1325231824	0.0002567657	0.9428204834	False
dropped221	0	25.1006422987	0.0002561147	0.9430765981	False
dropped222	0	25.0643106611	0.0002553738	0.9433319719	False
dropped223	0	25.0371685580	0.0002548211	0.9435867930	False
dropped224	0	24.8737837895	0.0002515061	0.9438382991	False
dropped225	0	24.8499821232	0.0002510250	0.9440893242	False
dropped226	0	24.7968095815	0.0002499519	0.9443392761	False
dropped227	0	24.7194845121	0.0002483955	0.9445876716	False
dropped228	0	24.7023883097	0.0002480520	0.9448357236	False
dropped229	0	24.5399463115	0.0002448004	0.9450805240	False
dropped230	0	24.4351692501	0.0002427144	0.9453232385	False
dropped231	0	24.3824896857	0.0002416690	0.9455649075	False
dropped232	0	24.3439867011	0.0002409064	0.9458058139	False
dropped233	0	24.2438634293	0.0002389288	0.9460447427	False
dropped234	0	24.1575096157	0.0002372298	0.9462819725	False
dropped235	0	24.1413019464	0.0002369116	0.9465188841	False
dropped236	0	24.0359084612	0.0002348475	0.9467537316	False
dropped237	0	23.9530778827	0.0002332317	0.9469869633	False
dropped238	0	23.9459096795	0.0002330921	0.9472200554	False
dropped239	0	23.7979548068	0.0002302206	0.9474502760	False
dropped240	0	23.7529538504	0.0002293507	0.9476796267	False
dropped241	0	23.7329261370	0.0002289641	0.9479085908	False
dropped242	0	23.7152873620	0.0002286239	0.9481372148	False
dropped243	0	23.6694808025	0.0002277416	0.9483649563	False
dropped244	0	23.5820559122	0.0002260623	0.9485910187	False
dropped245	0	23.5238471066	0.0002249477	0.9488159664	False
dropped246	0	23.4739494363	0.0002239944	0.9490399608	False
dropped247	0	23.4171402821	0.0002229116	0.9492628724	False
dropped248	0	23.3257797702	0.0002211756	0.9494840480	False
dropped249	0	23.3052335447	0.0002207861	0.9497048342	False
dropped250	0	23.2341942001	0.0002194422	0.9499242763	False
dropped251	0	23.2003854217	0.0002188040	0.9501430804	False
dropped252	0	23.0797719428	0.0002165349	0.9503596153	False
dropped253	0	23.0669793514	0.0002162949	0.9505759102	False
dropped254	0	23.0514905951	0.0002160046	0.9507919148	False
dropped255	0	22.9649432516	0.0002143856	0.9510063004	False
dropped256	0	22.8630962905	0.0002124883	0.9512187887	False
dropped257	0	22.8296072609	0.0002118662	0.9514306549	False
dropped258	0	22.7576453558	0.0002105327	0.9516411876	False
dropped259	0	22.7010565258	0.0002094870	0.9518506746	False
dropped260	0	22.6494805077	0.0002085362	0.9520592107	False
dropped261	0	22.6238291946	0.0002080641	0.9522672748	False
dropped262	0	22.5264026624	0.0002062759	0.9524735508	False
dropped263	0	22.4880491714	0.0002055741	0.9526791249	False
dropped264	0	22.4520265162	0.0002049161	0.9528840410	False
dropped265	0	22.4333852801	0.0002045759	0.9530886169	False
dropped266	0	22.3165496121	0.0002024506	0.9532910674	False
dropped267	0	22.2867724464	0.0002019107	0.9534929781	False
dropped268	0	22.2271683416	0.0002008321	0.9536938102	False
dropped269	0	22.1672979167	0.0001997517	0.9538935619	False
dropped270	0	22.1363983374	0.0001991952	0.9540927571	False
dropped271	0	22.1035031744	0.0001986036	0.9542913607	False
dropped272	0	22.0518827772	0.0001976770	0.9544890377	False
dropped273	0	21.9981658152	0.0001967152	0.9546857529	False
dropped274	0	21.9665885758	0.0001961508	0.9548819037	False
dropped275	0	21.9090539538	0.0001951247	0.9550770283	False
dropped276	0	21.8276171884	0.0001936768	0.9552707051	False
dropped277	0	21.7365855203	0.0001920647	0.9554627698	False
dropped278	0	21.7032634778	0.0001914763	0.9556542461	False
dropped279	0	21.6458669061	0.0001904649	0.9558447110	False
dropped280	0	21.6017361363	0.0001896890	0.9560344000	False
dropped281	0	21.5449893706	0.0001886937	0.9562230937	False
dropped282	0	21.5148378255	0.0001881660	0.9564112597	False
dropped283	0	21.4604658028	0.0001872161	0.9565984758	False
dropped284	0	21.4195655697	0.0001865032	0.9567849789	False
dropped285	0	21.3278959527	0.0001849102	0.9569698891	False
dropped286	0	21.3095434308	0.0001845921	0.9571544813	False
dropped287	0	21.2858086601	0.0001841812	0.9573386624	False
dropped288	0	21.2117579953	0.0001829019	0.9575215643	False
dropped289	0	21.1942572885	0.0001826002	0.9577041646	False
dropped290	0	21.1107089260	0.0001811634	0.9578853280	False
dropped291	0	21.0855805430	0.0001807324	0.9580660604	False
dropped292	0	21.0183130403	0.0001795811	0.9582456415	False
dropped293	0	20.9626218612	0.0001786307	0.9584242722	False
dropped294	0	20.9029696464	0.0001776155	0.9586018877	False
dropped295	0	20.8637294145	0.0001769493	0.9587788369	False
dropped296	0	20.8402993094	0.0001765521	0.9589553890	False
dropped297	0	20.7690990960	0.0001753478	0.9591307368	False
dropped298	0	20.7206466700	0.0001745306	0.9593052673	False
dropped299	0	20.6637771024	0.0001735739	0.9594788412	False
dropped300	0	20.6330513021	0.0001730581	0.9596518992	False
dropped301	0	20.6015206480	0.0001725295	0.9598244288	False
dropped302	0	20.5674504485	0.0001719594	0.9599963881	False
dropped303	0	20.5438630862	0.0001715652	0.9601679533	False
dropped304	0	20.4892916670	0.0001706549	0.9603386082	False
dropped305	0	20.4343062945	0.0001697402	0.9605083484	False
dropped306	0	20.3977689664	0.0001691337	0.9606774821	False
dropped307	0	20.3680869068	0.0001686419	0.9608461240	False
dropped308	0	20.3412167334	0.0001681972	0.9610143212	False
dropped309	0	20.2161003731	0.0001661344	0.9611804556	False
dropped310	0	20.1854965716	0.0001656318	0.9613460874	False
dropped311	0	20.1581064827	0.0001651826	0.9615112701	False
dropped312	0	20.1042416972	0.0001643010	0.9616755711	False
dropped313	0	20.0613671605	0.0001636010	0.9618391721	False
dropped314	0	19.9725259251	0.0001621552	0.9620013273	False
dropped315	0	19.9547175395	0.0001618662	0.9621631934	False
dropped316	0	19.9195336185	0.0001612959	0.9623244893	False
dropped317	0	19.8636622825	0.0001603923	0.9624848816	False
dropped318	0	19.8190836274	0.0001596732	0.9626445548	False
dropped319	0	19.7600550157	0.0001587235	0.9628032783	False
dropped320	0	19.7074389391	0.0001578793	0.9629611576	False
dropped321	0	19.6506788923	0.0001569712	0.9631181288	False
dropped322	0	19.5968015867	0.0001561116	0.9632742405	False
dropped323	0	19.5896372480	0.0001559975	0.9634302380	False
dropped324	0	19.5272150133	0.0001550049	0.9635852429	False
dropped325	0	19.4827457397	0.0001542997	0.9637395427	False
dropped326	0	19.4309546659	0.0001534805	0.9638930232	False
dropped327	0	19.4173538174	0.0001532657	0.9640462889	False
dropped328	0	19.3665779442	0.0001524652	0.9641987540	False
dropped329	0	19.3220424454	0.0001517648	0.9643505188	False
dropped330	0	19.2910179654	0.0001512778	0.9645017966	False
dropped331	0	19.2246335762	0.0001502384	0.9646520350	False
dropped332	0	19.2046095170	0.0001499256	0.9648019607	False
dropped333	0	19.1759275608	0.0001494781	0.9649514388	False
dropped334	0	19.1324364923	0.0001488009	0.9651002396	False
dropped335	0	19.0794067383	0.0001479771	0.9652482168	False
dropped336	0	19.0164828734	0.0001470027	0.9653952195	False
dropped337	0	18.9691813696	0.0001462723	0.9655414918	False
dropped338	0	18.9291846671	0.0001456561	0.9656871479	False
dropped339	0	18.9090273465	0.0001453461	0.9658324939	False
dropped340	0	18.8854065054	0.0001449832	0.9659774771	False
dropped341	0	18.8659320403	0.0001446843	0.9661221614	False
dropped342	0	18.7771629620	0.0001433260	0.9662654874	False
dropped343	0	18.7429126402	0.0001428036	0.9664082909	False
dropped344	0	18.7089658298	0.0001422867	0.9665505777	False
dropped345	0	18.6634994119	0.0001415960	0.9666921737	False
dropped346	0	18.5656295487	0.0001401149	0.9668322886	False
dropped347	0	18.5598761178	0.0001400280	0.9669723166	False
dropped348	0	18.5368183551	0.0001396803	0.9671119970	False
dropped349	0	18.4951096019	0.0001390525	0.9672510494	False
dropped350	0	18.4378400863	0.0001381927	0.9673892421	False
dropped351	0	18.3805835593	0.0001373357	0.9675265778	False
dropped352	0	18.3191570092	0.0001364193	0.9676629971	False
dropped353	0	18.2889332819	0.0001359695	0.9677989667	False
dropped354	0	18.2593327522	0.0001355298	0.9679344964	False
dropped355	0	18.2323414156	0.0001351294	0.9680696258	False
dropped356	0	18.1882270950	0.0001344763	0.9682041021	False
dropped357	0	18.1713882843	0.0001342274	0.9683383295	False
dropped358	0	18.1334241800	0.0001336671	0.9684719966	False
dropped359	0	18.0803326040	0.0001328855	0.9686048821	False
dropped360	0	18.0509683932	0.0001324543	0.9687373364	False
dropped361	0	18.0239431978	0.0001320579	0.9688693943	False
dropped362	0	17.9857770169	0.0001314993	0.9690008936	False
dropped363	0	17.9769138462	0.0001313697	0.9691322632	False
dropped364	0	17.9322660760	0.0001307180	0.9692629812	False
dropped365	0	17.9128772818	0.0001304354	0.9693934166	False
dropped366	0	17.8547076159	0.0001295897	0.9695230063	False
dropped367	0	17.8245284671	0.0001291520	0.9696521583	False
dropped368	0	17.7864994975	0.0001286014	0.9697807597	False
dropped369	0	17.7658793512	0.0001283034	0.9699090632	False
dropped370	0	17.7183240158	0.0001276175	0.9700366806	False
dropped371	0	17.7035462077	0.0001274047	0.9701640853	False
dropped372	0	17.6352324695	0.0001264233	0.9702905087	False
dropped373	0	17.5908759363	0.0001257882	0.9704162968	False
dropped374	0	17.5655086176	0.0001254256	0.9705417225	False
dropped375	0	17.5312183425	0.0001249364	0.9706666589	False
dropped376	0	17.4983819136	0.0001244688	0.9707911278	False
dropped377	0	17.4827510831	0.0001242466	0.9709153744	False
dropped378	0	17.4380612643	0.0001236122	0.9710389865	False
dropped379	0	17.3948697633	0.0001230006	0.9711619871	False
dropped380	0	17.3844789583	0.0001228537	0.9712848409	False
dropped381	0	17.3678188258	0.0001226183	0.9714074592	False
dropped382	0	17.3129970298	0.0001218455	0.9715293047	False
dropped383	0	17.2927717370	0.0001215610	0.9716508656	False
dropped384	0	17.2395566939	0.0001208139	0.9717716796	False
dropped385	0	17.1993037723	0.0001202504	0.9718919300	False
dropped386	0	17.1418198498	0.0001194480	0.9720113780	False
dropped387	0	17.1072533143	0.0001189667	0.9721303447	False
dropped388	0	17.0974415340	0.0001188303	0.9722491750	False
dropped389	0	17.0785053598	0.0001185672	0.9723677422	False
dropped390	0	17.0550035726	0.0001182411	0.9724859833	False
dropped391	0	16.9742578949	0.0001171242	0.9726031075	False
dropped392	0	16.9635278679	0.0001169761	0.9727200836	False
dropped393	0	16.9298210209	0.0001165117	0.9728365953	False
dropped394	0	16.8770759445	0.0001157869	0.9729523822	False
dropped395	0	16.8505196609	0.0001154228	0.9730678049	False
dropped396	0	16.8186846235	0.0001149871	0.9731827920	False
dropped397	0	16.7880388582	0.0001145684	0.9732973604	False
dropped398	0	16.7547717198	0.0001141148	0.9734114752	False
dropped399	0	16.7311785328	0.0001137936	0.9735252688	False
dropped400	0	16.6661866983	0.0001129113	0.9736381801	False
dropped401	0	16.6271305404	0.0001123827	0.9737505628	False
dropped402	0	16.6094734267	0.0001121441	0.9738627070	False
dropped403	0	16.5990479342	0.0001120034	0.9739747104	False
dropped404	0	16.5769927311	0.0001117060	0.9740864163	False
dropped405	0	16.5066706498	0.0001107602	0.9741971766	False
dropped406	0	16.4779791357	0.0001103755	0.9743075521	False
dropped407	0	16.4742126673	0.0001103251	0.9744178772	False
dropped408	0	16.3964034346	0.0001092854	0.9745271626	False
dropped409	0	16.3905825571	0.0001092078	0.9746363704	False
dropped410	0	16.3518309796	0.0001086920	0.9747450624	False
dropped411	0	16.2823598418	0.0001077704	0.9748528328	False
dropped412	0	16.2416441095	0.0001072321	0.9749600649	False
dropped413	0	16.2372531396	0.0001071741	0.9750672391	False
dropped414	0	16.2166552618	0.0001069024	0.9751741415	False
dropped415	0	16.1980044886	0.0001066566	0.9752807981	False
dropped416	0	16.1787679257	0.0001064035	0.9753872016	False
dropped417	0	16.1507840612	0.0001060357	0.9754932373	False
dropped418	0	16.0999073551	0.0001053687	0.9755986060	False
dropped419	0	16.0549798959	0.0001047815	0.9757033875	False
dropped420	0	16.0443717787	0.0001046430	0.9758080305	False
dropped421	0	16.0050327690	0.0001041305	0.9759121610	False
dropped422	0	15.9695743648	0.0001036696	0.9760158306	False
dropped423	0	15.9503213385	0.0001034198	0.9761192505	False
dropped424	0	15.9446085471	0.0001033457	0.9762225962	False
dropped425	0	15.8944057819	0.0001026960	0.9763252922	False
dropped426	0	15.8630440953	0.0001022911	0.9764275833	False
dropped427	0	15.8188784280	0.0001017223	0.9765293056	False
dropped428	0	15.7959828390	0.0001014281	0.9766307337	False
dropped429	0	15.7596357167	0.0001009618	0.9767316956	False
dropped430	0	15.7202535723	0.0001004579	0.9768321534	False
dropped431	0	15.6572629302	0.0000996544	0.9769318079	False
dropped432	0	15.6368284309	0.0000993945	0.9770312023	False
dropped433	0	15.6142854604	0.0000991081	0.9771303104	False
dropped434	0	15.6087326799	0.0000990376	0.9772293480	False
dropped435	0	15.5469453197	0.0000982551	0.9773276031	False
dropped436	0	15.5193271781	0.0000979063	0.9774255094	False
dropped437	0	15.4493996789	0.0000970260	0.9775225354	False
dropped438	0	15.4262267237	0.0000967352	0.9776192706	False
dropped439	0	15.4170062515	0.0000966195	0.9777158901	False
dropped440	0	15.3922882863	0.0000963100	0.9778122001	False
dropped441	0	15.3751759859	0.0000960959	0.9779082961	False
dropped442	0	15.3433725386	0.0000956988	0.9780039949	False
dropped443	0	15.3210003688	0.0000954199	0.9780994148	False
dropped444	0	15.3066716107	0.0000952415	0.9781946563	False
dropped445	0	15.2830402971	0.0000949477	0.9782896040	False
dropped446	0	15.2259134085	0.0000942392	0.9783838432	False
dropped447	0	15.2045748228	0.0000939752	0.9784778185	False
dropped448	0	15.1533616534	0.0000933432	0.9785711617	False
dropped449	0	15.1502428489	0.0000933048	0.9786644665	False
dropped450	0	15.1086619513	0.0000927934	0.9787572599	False
dropped451	0	15.0792230386	0.0000924321	0.9788496920	False
dropped452	0	15.0171880193	0.0000916731	0.9789413652	False
dropped453	0	15.0037724545	0.0000915094	0.9790328746	False
dropped454	0	14.9755574849	0.0000911656	0.9791240402	False
dropped455	0	14.9432995045	0.0000907733	0.9792148134	False
dropped456	0	14.9303595345	0.0000906161	0.9793054295	False
