Cosine00	Cosine01	Cosine02	Cosine03	Cosine04	Cosine05	Cosine06	Cosine07	Cosine08	Cosine09	Cosine10	Cosine11	Cosine12	Cosine13	Cosine14	Cosine15	Cosine16	Cosine17	Cosine18	Cosine19	Cosine20	Cosine21	Cosine22	Cosine23	Cosine24	Cosine25	Cosine26	Cosine27	Cosine28	Cosine29
0.0011670490	-0.0315366359	-0.0034947890	0.0312786832	0.0058034893	-0.0308503239	-0.0080805722	0.0302538915	0.0103136319	-0.0294926355	-0.0124905029	0.0285707032	0.0145993254	-0.0274931173	-0.0166286106	0.0262657486	0.0185673029	-0.0248952837	-0.0204048402	0.0233891889	0.0221312117	-0.0217556695	-0.0237370121	0.0200036249	0.0252134929	-0.0181426003	-0.0265526103	0.0161827346	0.0277470686	-0.0141347051
0.0011174085	-0.0315438081	-0.0033466448	0.0313072970	0.0055591665	-0.0309144244	-0.0077439235	0.0303671527	0.0098900042	-0.0296682150	-0.0119866901	0.0288211022	0.0140235097	-0.0278300451	-0.0159902902	0.0266999934	0.0178772086	-0.0254365910	-0.0196748410	0.0240461480	0.0213742092	-0.0225356087	-0.0229668259	0.0209125174	0.0244447369	-0.0191849805	-0.0258005609	0.0173616259	0.0270275265	-0.0154515604
0.0010677652	-0.0315506689	-0.0031984262	0.0313346747	0.0053145007	-0.0309757790	-0.0074063385	0.0304756186	0.0094643998	-0.0298364744	-0.0114792988	0.0290612612	0.0134418466	-0.0281535145	-0.0153430929	0.0271173739	0.0171743672	-0.0259575648	-0.0189273180	0.0246793764	0.0205939509	-0.0232886380	-0.0221666653	0.0217916920	0.0236382888	-0.0201953652	-0.0250021102	0.0185069376	0.0262519096	-0.0167341093
0.0010181193	-0.0315572184	-0.0030501366	0.0313608154	0.0050695071	-0.0310343822	-0.0070678582	0.0305792720	0.0090369040	-0.0299973720	-0.0109684804	0.0292910949	0.0128545785	-0.0284633691	-0.0146873781	0.0275176265	0.0164592799	-0.0264577884	-0.0181629371	0.0252882493	0.0197912859	-0.0240138583	-0.0213375747	0.0226398995	0.0227953923	-0.0211720695	-0.0241586940	0.0196164545	0.0254218273	-0.0179795044
0.0009684709	-0.0315634563	-0.0029017792	0.0313857181	0.0048242008	-0.0310902286	-0.0067285233	0.0306780966	0.0086076020	-0.0301508683	-0.0104543873	0.0295105216	0.0122619503	-0.0287594590	-0.0140235097	0.0279004984	0.0157324565	-0.0269368621	-0.0173823791	0.0258721657	0.0189670875	-0.0247104036	-0.0204806362	0.0234559344	0.0219173468	-0.0221134645	-0.0232718292	0.0206880306	0.0245390017	-0.0191849805
0.0009188201	-0.0315693828	-0.0027533575	0.0314093816	0.0045785970	-0.0311433135	-0.0063883749	0.0307720768	0.0081765798	-0.0302969253	-0.0099371731	0.0297194634	0.0116642093	-0.0290416412	-0.0133518563	0.0282657477	0.0149944152	-0.0273944029	-0.0165863392	0.0264305495	0.0181222524	-0.0253774421	-0.0195969681	0.0242386371	0.0210055065	-0.0230179802	-0.0223431108	0.0217195933	0.0236052643	-0.0203478611
0.0008691670	-0.0315749977	-0.0026048745	0.0314318052	0.0043327107	-0.0311936320	-0.0060474542	0.0308611977	0.0077439235	-0.0304355069	-0.0094169921	0.0299178459	0.0110616045	-0.0293097791	-0.0126727908	0.0286131437	0.0142456825	-0.0278300451	-0.0157755264	0.0269628494	0.0172576998	-0.0260141773	-0.0186877238	0.0249868954	0.0200612771	-0.0238841080	-0.0213742092	0.0227091475	0.0226225525	-0.0214655643
0.0008195118	-0.0315803009	-0.0024563338	0.0314529880	0.0040865571	-0.0312411798	-0.0057058023	0.0309454453	0.0073097195	-0.0305665791	-0.0088939998	0.0301055989	0.0104543873	-0.0295637430	-0.0119866901	0.0289424671	0.0134867920	-0.0282434403	-0.0149506629	0.0274685403	0.0163743704	-0.0266198489	-0.0177540898	0.0256996460	0.0190861147	-0.0247104036	-0.0203668667	0.0236547792	0.0215929051	-0.0225356087
0.0007698545	-0.0315852925	-0.0023077385	0.0314729290	0.0038401515	-0.0312859525	-0.0053634606	0.0310248063	0.0068740545	-0.0306901094	-0.0083683521	0.0302826554	0.0098428109	-0.0298034101	-0.0112939352	0.0292535099	0.0127182849	-0.0286342581	-0.0141124834	0.0279471231	0.0154732253	-0.0271937337	-0.0167972848	0.0263758760	0.0180815229	-0.0254954889	-0.0193228951	0.0245546595	0.0205184584	-0.0235556183
0.0007201954	-0.0315899723	-0.0021590919	0.0314916275	0.0035935089	-0.0313279462	-0.0050204704	0.0310992680	0.0064370158	-0.0308060674	-0.0078402061	0.0304489526	0.0092271302	-0.0300286646	-0.0105949105	0.0295460754	0.0119407093	-0.0290021862	-0.0132617343	0.0283981254	0.0145552450	-0.0277351463	-0.0158185574	0.0270146244	0.0170490507	-0.0262380545	-0.0182441720	0.0254070479	0.0194014415	-0.0245233286
0.0006705345	-0.0315943404	-0.0020103974	0.0315090828	0.0033466448	-0.0313671572	-0.0046768733	0.0311688188	0.0059986906	-0.0309144244	-0.0073097195	0.0306044315	0.0086076020	-0.0302393975	-0.0098900042	0.0298199791	0.0111546194	-0.0293469304	-0.0123991735	0.0288211022	0.0136214281	-0.0282434403	-0.0148191850	0.0276149835	0.0159902902	-0.0269368621	-0.0171326373	0.0262102957	0.0182441720	-0.0254365910
0.0006208719	-0.0315983966	-0.0018616583	0.0315252941	0.0030995741	-0.0314035820	-0.0043327107	0.0312334477	0.0055591665	-0.0310151538	-0.0067770505	0.0307490368	0.0079844847	-0.0304355069	-0.0091796075	0.0300750478	0.0103605760	-0.0296682150	-0.0115255692	0.0292156361	0.0126727908	-0.0287180087	-0.0138004719	0.0281761003	0.0149068737	-0.0275907463	-0.0159902902	0.0269628494	0.0170490507	-0.0262933778
0.0005712078	-0.0316021409	-0.0017128778	0.0315402609	0.0028523123	-0.0314372173	-0.0039880242	0.0312931445	0.0051185314	-0.0311082307	-0.0062423582	0.0308827170	0.0073580381	-0.0306168980	-0.0084641149	0.0303111204	0.0095591450	-0.0299657834	-0.0106416994	0.0295813376	0.0117103652	-0.0291582848	-0.0127637476	0.0286971772	0.0138004719	-0.0281986165	-0.0148191850	0.0276632535	0.0158185574	-0.0270917867
0.0005215422	-0.0316055734	-0.0015640593	0.0315539826	0.0026048745	-0.0314680602	-0.0036428557	0.0313478998	0.0046768733	-0.0311936320	-0.0057058023	0.0310054248	0.0067285233	-0.0307834830	-0.0077439235	0.0305280479	0.0087508981	-0.0302393975	-0.0097483515	0.0299178459	0.0107351984	-0.0295637430	-0.0117103652	0.0291774739	0.0126727908	-0.0287594590	-0.0136214281	0.0283101531	0.0145552450	-0.0278300451
0.0004718754	-0.0316086939	-0.0014152060	0.0315664585	0.0023572761	-0.0314961079	-0.0032972467	0.0313977048	0.0042342805	-0.0312713368	-0.0051675429	0.0311171166	0.0060962029	-0.0309351813	-0.0070194331	0.0307256932	0.0079364114	-0.0304888388	-0.0088463210	0.0302248290	0.0097483515	-0.0299338990	-0.0106416994	0.0296163078	0.0115255692	-0.0292723385	-0.0123991735	0.0289022973	0.0132617343	-0.0285065138
0.0004222075	-0.0316115025	-0.0012663213	0.0315776882	0.0021095323	-0.0315213579	-0.0029512390	0.0314425518	0.0037908414	-0.0313413259	-0.0046277408	0.0312177525	0.0054613405	-0.0310719197	-0.0062910460	0.0309039316	0.0071162658	-0.0307139077	-0.0079364114	0.0305019838	0.0087508981	-0.0302683108	-0.0095591450	0.0300130554	0.0103605760	-0.0297363996	-0.0111546194	0.0294385406	0.0119407093	-0.0291196909
0.0003725384	-0.0316139991	-0.0011174085	0.0315876714	0.0018616583	-0.0315438081	-0.0026048745	0.0314824336	0.0033466448	-0.0314035820	-0.0040865571	0.0313072970	0.0048242008	-0.0311936320	-0.0055591665	0.0310626503	0.0062910460	-0.0309144244	-0.0070194331	0.0307490368	0.0077439235	-0.0305665791	-0.0084641149	0.0303671527	0.0091796075	-0.0301508683	-0.0098900042	0.0299178459	0.0105949105	-0.0296682150
0.0003228685	-0.0316161836	-0.0009684709	0.0315964075	0.0016136695	-0.0315634563	-0.0022581952	0.0315173440	0.0029017792	-0.0314580897	-0.0035441534	0.0313857181	0.0041850496	-0.0313002594	-0.0048242008	0.0312017492	0.0054613405	-0.0310902286	-0.0060962029	0.0309657442	0.0067285233	-0.0308283478	-0.0073580381	0.0306780966	0.0079844847	-0.0305150535	-0.0086076020	0.0303392863	0.0092271302	-0.0301508683
0.0002731978	-0.0316180561	-0.0008195118	0.0316038962	0.0013655811	-0.0315803009	-0.0019112427	0.0315472774	0.0024563338	-0.0315048356	-0.0030006915	0.0314529880	0.0035441534	-0.0313917502	-0.0040865571	0.0313211404	0.0046277408	-0.0312411798	-0.0051675429	0.0311518921	0.0057058023	-0.0310533042	-0.0062423582	0.0309454453	0.0067770505	-0.0308283478	-0.0073097195	0.0307020464	0.0078402061	-0.0305665791
0.0002235264	-0.0316196166	-0.0006705345	0.0316101372	0.0011174085	-0.0315943404	-0.0015640593	0.0315722292	0.0020103974	-0.0315438081	-0.0024563338	0.0315090828	0.0029017792	-0.0314680602	-0.0033466448	0.0314207485	0.0037908414	-0.0313671572	-0.0042342805	0.0313072970	0.0046768733	-0.0312411798	-0.0051185314	0.0311688188	0.0055591665	-0.0310902286	-0.0059986906	0.0310054248	0.0064370158	-0.0309144244
0.0001738544	-0.0316208650	-0.0005215422	0.0316151304	0.0008691670	-0.0316055734	-0.0012166867	0.0315921953	0.0015640593	-0.0315749977	-0.0019112427	0.0315539826	0.0022581952	-0.0315291525	-0.0026048745	0.0315005106	0.0029512390	-0.0314680602	-0.0032972467	0.0314318052	0.0036428557	-0.0313917502	-0.0039880242	0.0313478998	0.0043327107	-0.0313002594	-0.0046768733	0.0312488347	0.0050204704	-0.0311936320
0.0001241820	-0.0316218013	-0.0003725384	0.0316188754	0.0006208719	-0.0316139991	-0.0008691670	0.0316071727	0.0011174085	-0.0315983966	-0.0013655811	0.0315876714	0.0016136695	-0.0315749977	-0.0018616583	0.0315603763	0.0021095323	-0.0315438081	-0.0023572761	0.0315252941	0.0026048745	-0.0315048356	-0.0028523123	0.0314824336	0.0030995741	-0.0314580897	-0.0033466448	0.0314318052	0.0035935089	-0.0314035820
0.0000745093	-0.0316224255	-0.0002235264	0.0316213721	0.0003725384	-0.0316196166	-0.0005215422	0.0316171589	0.0006705345	-0.0316139991	-0.0008195118	0.0316101372	0.0009684709	-0.0316055734	-0.0011174085	0.0316003078	0.0012663213	-0.0315943404	-0.0014152060	0.0315876714	0.0015640593	-0.0315803009	-0.0017128778	0.0315722292	0.0018616583	-0.0315634563	-0.0020103974	0.0315539826	0.0021590919	-0.0315438081
0.0000248365	-0.0316227376	-0.0000745093	0.0316226205	0.0001241820	-0.0316224255	-0.0001738544	0.0316221524	0.0002235264	-0.0316218013	-0.0002731978	0.0316213721	0.0003228685	-0.0316208650	-0.0003725384	0.0316202798	0.0004222075	-0.0316196166	-0.0004718754	0.0316188754	0.0005215422	-0.0316180561	-0.0005712078	0.0316171589	0.0006208719	-0.0316161836	-0.0006705345	0.0316151304	0.0007201954	-0.0316139991
-0.0000248365	-0.0316227376	0.0000745093	0.0316226205	-0.0001241820	-0.0316224255	0.0001738544	0.0316221524	-0.0002235264	-0.0316218013	0.0002731978	0.0316213721	-0.0003228685	-0.0316208650	0.0003725384	0.0316202798	-0.0004222075	-0.0316196166	0.0004718754	0.0316188754	-0.0005215422	-0.0316180561	0.0005712078	0.0316171589	-0.0006208719	-0.0316161836	0.0006705345	0.0316151304	-0.0007201954	-0.0316139991
-0.0000745093	-0.0316224255	0.0002235264	0.0316213721	-0.0003725384	-0.0316196166	0.0005215422	0.0316171589	-0.0006705345	-0.0316139991	0.0008195118	0.0316101372	-0.0009684709	-0.0316055734	0.0011174085	0.0316003078	-0.0012663213	-0.0315943404	0.0014152060	0.0315876714	-0.0015640593	-0.0315803009	0.0017128778	0.0315722292	-0.0018616583	-0.0315634563	0.0020103974	0.0315539826	-0.0021590919	-0.0315438081
-0.0001241820	-0.0316218013	0.0003725384	0.0316188754	-0.0006208719	-0.0316139991	0.0008691670	0.0316071727	-0.0011174085	-0.0315983966	0.0013655811	0.0315876714	-0.0016136695	-0.0315749977	0.0018616583	0.0315603763	-0.0021095323	-0.0315438081	0.0023572761	0.0315252941	-0.0026048745	-0.0315048356	0.0028523123	0.0314824336	-0.0030995741	-0.0314580897	0.0033466448	0.0314318052	-0.0035935089	-0.0314035820
-0.0001738544	-0.0316208650	0.0005215422	0.0316151304	-0.0008691670	-0.0316055734	0.0012166867	0.0315921953	-0.0015640593	-0.0315749977	0.0019112427	0.0315539826	-0.0022581952	-0.0315291525	0.0026048745	0.0315005106	-0.0029512390	-0.0314680602	0.0032972467	0.0314318052	-0.0036428557	-0.0313917502	0.0039880242	0.0313478998	-0.0043327107	-0.0313002594	0.0046768733	0.0312488347	-0.0050204704	-0.0311936320
-0.0002235264	-0.0316196166	0.0006705345	0.0316101372	-0.0011174085	-0.0315943404	0.0015640593	0.0315722292	-0.0020103974	-0.0315438081	0.0024563338	0.0315090828	-0.0029017792	-0.0314680602	0.0033466448	0.0314207485	-0.0037908414	-0.0313671572	0.0042342805	0.0313072970	-0.0046768733	-0.0312411798	0.0051185314	0.0311688188	-0.0055591665	-0.0310902286	0.0059986906	0.0310054248	-0.0064370158	-0.0309144244
-0.0002731978	-0.0316180561	0.0008195118	0.0316038962	-0.0013655811	-0.0315803009	0.0019112427	0.0315472774	-0.0024563338	-0.0315048356	0.0030006915	0.0314529880	-0.0035441534	-0.0313917502	0.0040865571	0.0313211404	-0.0046277408	-0.0312411798	0.0051675429	0.0311518921	-0.0057058023	-0.0310533042	0.0062423582	0.0309454453	-0.0067770505	-0.0308283478	0.0073097195	0.0307020464	-0.0078402061	-0.0305665791
-0.0003228685	-0.0316161836	0.0009684709	0.0315964075	-0.0016136695	-0.0315634563	0.0022581952	0.0315173440	-0.0029017792	-0.0314580897	0.0035441534	0.0313857181	-0.0041850496	-0.0313002594	0.0048242008	0.0312017492	-0.0054613405	-0.0310902286	0.0060962029	0.0309657442	-0.0067285233	-0.0308283478	0.0073580381	0.0306780966	-0.0079844847	-0.0305150535	0.0086076020	0.0303392863	-0.0092271302	-0.0301508683
-0.0003725384	-0.0316139991	0.0011174085	0.0315876714	-0.0018616583	-0.0315438081	0.0026048745	0.0314824336	-0.0033466448	-0.0314035820	0.0040865571	0.0313072970	-0.0048242008	-0.0311936320	0.0055591665	0.0310626503	-0.0062910460	-0.0309144244	0.0070194331	0.0307490368	-0.0077439235	-0.0305665791	0.0084641149	0.0303671527	-0.0091796075	-0.0301508683	0.0098900042	0.0299178459	-0.0105949105	-0.0296682150
-0.0004222075	-0.0316115025	0.0012663213	0.0315776882	-0.0021095323	-0.0315213579	0.0029512390	0.0314425518	-0.0037908414	-0.0313413259	0.0046277408	0.0312177525	-0.0054613405	-0.0310719197	0.0062910460	0.0309039316	-0.0071162658	-0.0307139077	0.0079364114	0.0305019838	-0.0087508981	-0.0302683108	0.0095591450	0.0300130554	-0.0103605760	-0.0297363996	0.0111546194	0.0294385406	-0.0119407093	-0.0291196909
-0.0004718754	-0.0316086939	0.0014152060	0.0315664585	-0.0023572761	-0.0314961079	0.0032972467	0.0313977048	-0.0042342805	-0.0312713368	0.0051675429	0.0311171166	-0.0060962029	-0.0309351813	0.0070194331	0.0307256932	-0.0079364114	-0.0304888388	0.0088463210	0.0302248290	-0.0097483515	-0.0299338990	0.0106416994	0.0296163078	-0.0115255692	-0.0292723385	0.0123991735	0.0289022973	-0.0132617343	-0.0285065138
-0.0005215422	-0.0316055734	0.0015640593	0.0315539826	-0.0026048745	-0.0314680602	0.0036428557	0.0313478998	-0.0046768733	-0.0311936320	0.0057058023	0.0310054248	-0.0067285233	-0.0307834830	0.0077439235	0.0305280479	-0.0087508981	-0.0302393975	0.0097483515	0.0299178459	-0.0107351984	-0.0295637430	0.0117103652	0.0291774739	-0.0126727908	-0.0287594590	0.0136214281	0.0283101531	-0.0145552450	-0.0278300451
-0.0005712078	-0.0316021409	0.0017128778	0.0315402609	-0.0028523123	-0.0314372173	0.0039880242	0.0312931445	-0.0051185314	-0.0311082307	0.0062423582	0.0308827170	-0.0073580381	-0.0306168980	0.0084641149	0.0303111204	-0.0095591450	-0.0299657834	0.0106416994	0.0295813376	-0.0117103652	-0.0291582848	0.0127637476	0.0286971772	-0.0138004719	-0.0281986165	0.0148191850	0.0276632535	-0.0158185574	-0.0270917867
-0.0006208719	-0.0315983966	0.0018616583	0.0315252941	-0.0030995741	-0.0314035820	0.0043327107	0.0312334477	-0.0055591665	-0.0310151538	0.0067770505	0.0307490368	-0.0079844847	-0.0304355069	0.0091796075	0.0300750478	-0.0103605760	-0.0296682150	0.0115255692	0.0292156361	-0.0126727908	-0.0287180087	0.0138004719	0.0281761003	-0.0149068737	-0.0275907463	0.0159902902	0.0269628494	-0.0170490507	-0.0262933778
-0.0006705345	-0.0315943404	0.0020103974	0.0315090828	-0.0033466448	-0.0313671572	0.0046768733	0.0311688188	-0.0059986906	-0.0309144244	0.0073097195	0.0306044315	-0.0086076020	-0.0302393975	0.0098900042	0.0298199791	-0.0111546194	-0.0293469304	0.0123991735	0.0288211022	-0.0136214281	-0.0282434403	0.0148191850	0.0276149835	-0.0159902902	-0.0269368621	0.0171326373	0.0262102957	-0.0182441720	-0.0254365910
-0.0007201954	-0.0315899723	0.0021590919	0.0314916275	-0.0035935089	-0.0313279462	0.0050204704	0.0310992680	-0.0064370158	-0.0308060674	0.0078402061	0.0304489526	-0.0092271302	-0.0300286646	0.0105949105	0.0295460754	-0.0119407093	-0.0290021862	0.0132617343	0.0283981254	-0.0145552450	-0.0277351463	0.0158185574	0.0270146244	-0.0170490507	-0.0262380545	0.0182441720	0.0254070479	-0.0194014415	-0.0245233286
-0.0007698545	-0.0315852925	0.0023077385	0.0314729290	-0.0038401515	-0.0312859525	0.0053634606	0.0310248063	-0.0068740545	-0.0306901094	0.0083683521	0.0302826554	-0.0098428109	-0.0298034101	0.0112939352	0.0292535099	-0.0127182849	-0.0286342581	0.0141124834	0.0279471231	-0.0154732253	-0.0271937337	0.0167972848	0.0263758760	-0.0180815229	-0.0254954889	0.0193228951	0.0245546595	-0.0205184584	-0.0235556183
-0.0008195118	-0.0315803009	0.0024563338	0.0314529880	-0.0040865571	-0.0312411798	0.0057058023	0.0309454453	-0.0073097195	-0.0305665791	0.0088939998	0.0301055989	-0.0104543873	-0.0295637430	0.0119866901	0.0289424671	-0.0134867920	-0.0282434403	0.0149506629	0.0274685403	-0.0163743704	-0.0266198489	0.0177540898	0.0256996460	-0.0190861147	-0.0247104036	0.0203668667	0.0236547792	-0.0215929051	-0.0225356087
-0.0008691670	-0.0315749977	0.0026048745	0.0314318052	-0.0043327107	-0.0311936320	0.0060474542	0.0308611977	-0.0077439235	-0.0304355069	0.0094169921	0.0299178459	-0.0110616045	-0.0293097791	0.0126727908	0.0286131437	-0.0142456825	-0.0278300451	0.0157755264	0.0269628494	-0.0172576998	-0.0260141773	0.0186877238	0.0249868954	-0.0200612771	-0.0238841080	0.0213742092	0.0227091475	-0.0226225525	-0.0214655643
-0.0009188201	-0.0315693828	0.0027533575	0.0314093816	-0.0045785970	-0.0311433135	0.0063883749	0.0307720768	-0.0081765798	-0.0302969253	0.0099371731	0.0297194634	-0.0116642093	-0.0290416412	0.0133518563	0.0282657477	-0.0149944152	-0.0273944029	0.0165863392	0.0264305495	-0.0181222524	-0.0253774421	0.0195969681	0.0242386371	-0.0210055065	-0.0230179802	0.0223431108	0.0217195933	-0.0236052643	-0.0203478611
-0.0009684709	-0.0315634563	0.0029017792	0.0313857181	-0.0048242008	-0.0310902286	0.0067285233	0.0306780966	-0.0086076020	-0.0301508683	0.0104543873	0.0295105216	-0.0122619503	-0.0287594590	0.0140235097	0.0279004984	-0.0157324565	-0.0269368621	0.0173823791	0.0258721657	-0.0189670875	-0.0247104036	0.0204806362	0.0234559344	-0.0219173468	-0.0221134645	0.0232718292	0.0206880306	-0.0245390017	-0.0191849805
-0.0010181193	-0.0315572184	0.0030501366	0.0313608154	-0.0050695071	-0.0310343822	0.0070678582	0.0305792720	-0.0090369040	-0.0299973720	0.0109684804	0.0292910949	-0.0128545785	-0.0284633691	0.0146873781	0.0275176265	-0.0164592799	-0.0264577884	0.0181629371	0.0252882493	-0.0197912859	-0.0240138583	0.0213375747	0.0226398995	-0.0227953923	-0.0211720695	0.0241586940	0.0196164545	-0.0254218273	-0.0179795044
-0.0010677652	-0.0315506689	0.0031984262	0.0313346747	-0.0053145007	-0.0309757790	0.0074063385	0.0304756186	-0.0094643998	-0.0298364744	0.0114792988	0.0290612612	-0.0134418466	-0.0281535145	0.0153430929	0.0271173739	-0.0171743672	-0.0259575648	0.0189273180	0.0246793764	-0.0205939509	-0.0232886380	0.0221666653	0.0217916920	-0.0236382888	-0.0201953652	0.0250021102	0.0185069376	-0.0262519096	-0.0167341093
-0.0011174085	-0.0315438081	0.0033466448	0.0313072970	-0.0055591665	-0.0309144244	0.0077439235	0.0303671527	-0.0098900042	-0.0296682150	0.0119866901	0.0288211022	-0.0140235097	-0.0278300451	0.0159902902	0.0266999934	-0.0178772086	-0.0254365910	0.0196748410	0.0240461480	-0.0213742092	-0.0225356087	0.0229668259	0.0209125174	-0.0244447369	-0.0191849805	0.0258005609	0.0173616259	-0.0270275265	-0.0154515604
-0.0011670490	-0.0315366359	0.0034947890	0.0312786832	-0.0058034893	-0.0308503239	0.0080805722	0.0302538915	-0.0103136319	-0.0294926355	0.0124905029	0.0285707032	-0.0145993254	-0.0274931173	0.0166286106	0.0262657486	-0.0185673029	-0.0248952837	0.0204048402	0.0233891889	-0.0221312117	-0.0217556695	0.0237370121	0.0200036249	-0.0252134929	-0.0181426003	0.0265526103	0.0161827346	-0.0277470686	-0.0141347051
-0.0012166867	-0.0315291525	0.0036428557	0.0312488347	-0.0060474542	-0.0307834830	0.0084162439	0.0301358528	-0.0107351984	-0.0293097791	0.0129905866	0.0283101531	-0.0151690535	-0.0271428941	0.0172576998	0.0258149138	-0.0192441580	-0.0243340754	0.0211166656	0.0227091475	-0.0228641350	-0.0209497518	0.0244762189	0.0190663062	-0.0259433716	-0.0170699632	0.0272569056	0.0149725437	-0.0284090432	-0.0127864672
-0.0012663213	-0.0315213579	0.0037908414	0.0312177525	-0.0062910460	-0.0307139077	0.0087508981	0.0300130554	-0.0111546194	-0.0291196909	0.0134867920	0.0280395446	-0.0157324565	-0.0267795449	0.0178772086	0.0253477737	-0.0199072913	-0.0237534148	0.0218096831	0.0220066949	-0.0235721815	-0.0201188179	0.0251834814	0.0181018932	-0.0266332474	-0.0159688579	0.0279121804	0.0137333940	-0.0290120768	-0.0114098402
-0.0013159528	-0.0315132523	0.0039387430	0.0311854379	-0.0065342498	-0.0306416043	0.0090844943	0.0298855185	-0.0115718111	-0.0289224179	0.0139789709	0.0277589738	-0.0162892994	-0.0264032453	0.0184867930	0.0248646234	-0.0205562300	-0.0231537661	0.0224832755	0.0212825244	-0.0242545809	-0.0192638601	0.0258578767	0.0171117565	-0.0272820568	-0.0148411209	0.0285172560	0.0124676821	-0.0295549183	-0.0100078804
-0.0013655811	-0.0315048356	0.0040865571	0.0311518921	-0.0067770505	-0.0305665791	0.0094169921	0.0297532624	-0.0119866901	-0.0287180087	0.0144669765	0.0274685403	-0.0168393500	-0.0260141773	0.0190861147	0.0243657681	-0.0211905114	-0.0225356087	0.0231368428	0.0205373505	-0.0249105907	-0.0183858992	0.0264985244	0.0160973030	-0.0278887991	-0.0136886329	0.0290710444	0.0111778560	-0.0300364415	-0.0085837007
-0.0014152060	-0.0314961079	0.0042342805	0.0311171166	-0.0070194331	-0.0304888388	0.0097483515	0.0296163078	-0.0123991735	-0.0285065138	0.0149506629	0.0271683474	-0.0173823791	-0.0256125291	0.0196748410	0.0238515229	-0.0218096831	-0.0218994366	0.0237698028	0.0197719088	-0.0255394972	-0.0174859837	0.0271045887	0.0150599743	-0.0284525390	-0.0125133160	0.0295725494	0.0098664106	-0.0304556473	-0.0071404630
-0.0014648274	-0.0314870694	0.0043819098	0.0310811125	-0.0072613828	-0.0304083903	0.0100785322	0.0294746766	-0.0128091789	-0.0282879853	0.0154298859	0.0268585017	-0.0179181601	-0.0251984949	0.0202526449	0.0233222126	-0.0224133038	-0.0212457585	0.0243815920	0.0189869547	-0.0261406160	-0.0165651881	0.0276752783	0.0140012446	-0.0289724071	-0.0113171302	0.0300208693	0.0085358822	-0.0308116660	-0.0056813717
-0.0015144452	-0.0314777201	0.0045294418	0.0310438815	-0.0075028845	-0.0303252407	0.0104074945	0.0293283909	-0.0132166242	-0.0280624772	0.0159045023	0.0265391133	-0.0184464696	-0.0247722750	0.0208192058	0.0227781714	-0.0230009429	-0.0205750968	0.0249716653	0.0181832626	-0.0267132932	-0.0156246120	0.0282098486	0.0129226184	-0.0294476019	-0.0101020704	0.0304151976	0.0071888442	-0.0311037589	-0.0042096663
-0.0015640593	-0.0314680602	0.0046768733	0.0310054248	-0.0077439235	-0.0302393975	0.0107351984	0.0291774739	-0.0136214281	-0.0278300451	0.0163743704	0.0262102957	-0.0189670875	-0.0243340754	0.0213742092	0.0222197430	-0.0235721815	-0.0198879877	0.0255394972	0.0173616259	-0.0272569056	-0.0146653785	0.0287076018	0.0118256284	-0.0298773905	-0.0088701631	0.0307548252	0.0058279022	-0.0313313201	-0.0027286145
-0.0016136695	-0.0314580897	0.0048242008	0.0309657442	-0.0079844847	-0.0301508683	0.0110616045	0.0290219495	-0.0140235097	-0.0275907463	0.0168393500	0.0258721657	-0.0194797964	-0.0238841080	0.0219173468	0.0216472802	-0.0241266123	-0.0191849805	0.0260845819	0.0165228554	-0.0277708619	-0.0136886329	0.0291678884	0.0107118336	-0.0302611105	-0.0076234628	0.0310391414	0.0044556882	-0.0314938774	-0.0012415044
-0.0016632757	-0.0314478087	0.0049714213	0.0309248410	-0.0082245535	-0.0300596609	0.0113866732	0.0288618422	-0.0144227886	-0.0273446400	0.0172993023	0.0255248435	-0.0199843828	-0.0234225905	0.0224483173	0.0210611445	-0.0246638400	-0.0184666370	0.0266064340	0.0156677788	-0.0282546027	-0.0126955418	0.0295901076	0.0095828166	-0.0305981699	-0.0063640486	0.0312676347	0.0030748563	-0.0315910936	0.0002483622
-0.0017128778	-0.0314372173	0.0051185314	0.0308827170	-0.0084641149	-0.0299657834	0.0117103652	0.0286971772	-0.0148191850	-0.0270917867	0.0177540898	0.0251684524	-0.0204806362	-0.0229497461	0.0229668259	0.0204617061	-0.0251834814	-0.0177335317	0.0271045887	0.0147972400	-0.0287076018	-0.0116872908	0.0299737083	0.0084401820	-0.0308880493	-0.0050940208	0.0314398942	0.0016880772	-0.0316227668	0.0017376773
-0.0017624757	-0.0314263156	0.0052655278	0.0308393739	-0.0087031542	-0.0298692441	0.0120326414	0.0285279807	-0.0152126198	-0.0268322490	0.0182035770	0.0248031190	-0.0209683496	-0.0224658033	0.0234725846	0.0198493437	-0.0256851661	-0.0169862504	0.0275786022	0.0139120981	-0.0291293663	-0.0106650841	0.0303181899	0.0072855534	-0.0311303014	-0.0038154976	0.0315556102	0.0002980332	-0.0315888316	0.0032231343
-0.0018120692	-0.0314151038	0.0054124072	0.0307948132	-0.0089416566	-0.0297700518	0.0123534629	0.0283542792	-0.0156030141	-0.0265660908	0.0186476295	0.0244289732	-0.0214473197	-0.0219709963	0.0239653128	0.0192244440	-0.0261685363	-0.0162253905	0.0280280524	0.0130132266	-0.0295194374	-0.0096301421	0.0306231029	0.0061205716	-0.0313245530	-0.0025306112	0.0316145745	-0.0010925872	-0.0314893582	0.0047014352
