t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05
-0.0277243124	-0.0002098507	-0.0213856327	-0.0127567245	0.0193141889	-0.0201924910
-0.0309447441	-0.0030677168	-0.0012748765	0.0104415400	-0.0344424700	-0.0170529001
-0.0352096549	-0.0040571587	-0.0052792242	0.0391196931	0.0156628590	-0.0091276758
-0.0348122562	-0.0152075785	-0.0153873238	-0.0221707175	0.0101752082	0.0015067335
-0.0292538780	-0.0116486856	0.0176032741	0.0160414713	-0.0260134524	0.0026339345
-0.0327381085	-0.0381228173	0.0103608732	0.0086856910	0.0385628299	0.0039278652
-0.0342001502	-0.0521752809	-0.0916724882	0.0257546868	-0.0072793873	-0.0133792428
-0.0241706906	-0.0105036339	-0.0864856502	0.0498945911	0.0041051094	-0.0171006539
-0.0201095005	0.0376448386	-0.0734330305	0.0482434195	-0.0096572408	-0.0249406823
-0.0339631098	0.0345925877	-0.0606554929	0.0673025162	0.0200642509	-0.0200671028
-0.0439668461	0.0309371262	-0.0751822644	0.0092106321	0.0314121099	-0.0127917358
-0.0455813722	-0.0246807160	-0.0121959841	-0.0255976241	-0.0303693532	0.0075586541
-0.0369009958	-0.0429998981	0.0492920046	-0.0027414747	-0.0169439225	0.0096428154
-0.0260035231	-0.0457233244	0.0200063522	-0.0155169715	0.0170252108	0.0086639375
-0.0157525262	-0.0679417085	0.0330272873	-0.0520510559	-0.0173507665	0.0126908864
0.0046096862	-0.0456181390	0.0267702538	-0.0127193563	-0.0277418034	0.0042388275
0.0289330184	-0.0419192585	0.0137002445	0.0045646707	0.0028266293	0.0011667319
0.0583211135	-0.0249725151	0.0150405699	-0.0142977957	0.0238015853	-0.0011056894
0.0734904641	-0.0197721111	-0.0042744625	-0.0353586376	-0.0116247412	0.0015385453
0.0765463669	-0.0431396036	0.0447494578	0.0011340913	-0.0047171291	0.0129623672
0.0866613161	-0.0066732997	0.0164787445	-0.0194583613	0.0261651233	0.0054137771
0.0814503458	-0.0045192300	0.0029234585	-0.0281573637	0.0115330314	-0.0006355718
0.0745967694	-0.0045241691	0.0040558819	-0.0194645655	-0.0321251573	-0.0098009917
0.0687526155	-0.0106608341	0.0232139599	0.0236628648	-0.0028473798	-0.0094313381
0.0668603539	0.0003743525	0.0081426146	-0.0115153554	0.0277268219	-0.0070008419
0.0602834000	-0.0017109198	-0.0044887505	-0.0342334150	0.0085935738	-0.0011999550
0.0544970532	0.0031369191	0.0083864702	-0.0010340440	-0.0344153780	0.0004911160
0.0454897791	-0.0058438472	0.0203026392	0.0132930864	0.0067189455	0.0141599671
0.0383600376	-0.0015720823	0.0008220495	-0.0214436815	0.0214942192	0.0114062405
0.0267451497	0.0054618737	-0.0116909616	-0.0279005595	-0.0215327729	0.0150490162
0.0161595360	0.0113367733	0.0027328983	-0.0027156039	-0.0289620043	0.0181176336
0.0127083691	0.0112821129	0.0187631329	0.0392791617	-0.0069381641	0.0282556094
0.0101496754	0.0185082423	-0.0036083670	0.0021840368	0.0346564530	0.0295103549
0.0079901863	0.0185261664	-0.0243540413	-0.0228027637	0.0090311176	0.0374409439
0.0034950506	0.0065486379	0.0016451049	-0.0067829240	-0.0362938797	0.0374480124
-0.0015340634	-0.0084444290	0.0287163920	0.0120955460	-0.0010380346	0.0474667338
-0.0031043144	-0.0015738972	0.0102364553	-0.0207594326	0.0239952163	0.0447311710
-0.0086949101	0.0033167741	0.0080778186	-0.0094635175	-0.0379821260	0.0393030936
-0.0183274729	0.0035444492	0.0218669381	0.0302006988	-0.0144963290	0.0451283442
-0.0190695594	0.0044518998	0.0149001762	0.0111441225	0.0211539868	0.0479392429
-0.0173240215	-0.0194522124	0.0146898944	-0.0333218375	0.0189523186	0.0533025498
-0.0126072136	-0.0075342130	0.0099100122	-0.0148046340	-0.0374299843	0.0366342815
-0.0133412686	0.0088656876	0.0218580970	0.0363209351	-0.0028887285	0.0319538621
-0.0161406586	0.0188784839	0.0069396328	0.0107844136	0.0288533737	0.0249891281
-0.0159466575	0.0228827643	-0.0184329826	-0.0273172487	0.0249886158	0.0169753051
-0.0130107746	0.0197186330	-0.0113831335	-0.0267803044	-0.0363774517	0.0046153217
-0.0093749602	0.0172143823	-0.0070346308	0.0299915123	-0.0155961554	-0.0115279890
-0.0084421372	-0.0020619583	0.0064964836	-0.0054555582	0.0207186665	-0.0171769705
-0.0083919894	-0.0080107480	0.0166499540	-0.0157743858	-0.0273576499	-0.0243671596
-0.0186082619	-0.0082556286	0.0370501939	0.0346179628	-0.0039129328	-0.0115869279
-0.0217715596	0.0219581393	-0.0031600893	-0.0001939022	0.0381158441	-0.0083955788
-0.0261017345	-0.0115094582	-0.0003277071	-0.0345355763	-0.0057088745	0.0141355293
-0.0195436168	-0.0212985964	0.0317221088	0.0091660936	-0.0127589662	0.0119251013
-0.0171674639	-0.0021458339	0.0208183014	0.0016205574	0.0371149522	0.0082046850
-0.0203671776	0.0049149038	-0.0077371845	-0.0322136697	0.0256879107	0.0102810344
-0.0178973714	-0.0119280799	-0.0064730375	-0.0264392614	-0.0297008736	0.0126367294
-0.0088820797	-0.0041881081	0.0138449549	0.0257857385	-0.0064783851	0.0092235302
-0.0028931963	0.0152412870	-0.0107318204	-0.0030631659	0.0367191317	0.0061442877
-0.0068528233	0.0108083469	-0.0226192675	-0.0281064308	-0.0076956554	0.0084747468
-0.0057772031	0.0031074423	0.0105589352	0.0078185110	-0.0298809174	0.0042009811
-0.0004483767	0.0122400101	0.0113008562	0.0238119081	0.0078786799	0.0005426592
0.0020817104	0.0014153396	0.0029902717	-0.0206880132	0.0175694839	0.0001531803
0.0069153543	0.0035997821	-0.0020524238	0.0021770714	-0.0342156730	-0.0192373733
0.0053822456	0.0044613821	0.0242906472	0.0308513964	-0.0002796960	-0.0283975828
0.0020254055	0.0042041817	0.0024393479	-0.0108017161	0.0321987366	-0.0336642645
0.0057764157	0.0110023584	0.0023373305	-0.0360852299	0.0187447176	-0.0335019185
0.0115264813	0.0003532527	-0.0215353569	-0.0268688620	-0.0294980908	-0.0420508821
0.0159258538	-0.0129399429	0.0102736721	0.0250994962	-0.0111458718	-0.0389148957
0.0214239962	0.0122173625	-0.0097934175	-0.0001265458	0.0323773941	-0.0448843034
0.0099432246	-0.0103476340	-0.0350310495	-0.0064808689	-0.0237954069	-0.0449775398
-0.0053661039	-0.0141283922	0.0159804730	0.0342675834	-0.0075121499	-0.0325856256
-0.0137326367	-0.0020502049	-0.0126070306	0.0245925225	0.0380611460	-0.0303756667
-0.0158379103	0.0003686280	-0.0313121442	-0.0160714195	0.0202792668	-0.0184282340
-0.0096592553	-0.0125405331	-0.0105416080	-0.0077584813	-0.0300984733	-0.0182742993
-0.0042293045	-0.0086069626	-0.0098967356	0.0268159940	-0.0277177796	-0.0227878118
0.0022422147	0.0059878962	-0.0179379958	0.0477133414	0.0049343692	-0.0308011112
0.0060043384	-0.0032162460	-0.0168910361	0.0034787155	0.0295921276	-0.0226641194
0.0103790002	0.0034782470	-0.0451307645	-0.0179006686	0.0046863281	-0.0294250612
0.0091985752	0.0095777781	-0.0360768098	0.0293066515	-0.0321975974	-0.0356998519
0.0017644150	-0.0051400037	-0.0055560355	0.0277467958	0.0088709139	-0.0199804416
0.0021283584	0.0017874977	-0.0291599160	-0.0009746032	0.0270486416	-0.0225579125
-0.0020626315	-0.0156969592	-0.0227280173	0.0026460725	-0.0323884444	-0.0180072451
-0.0085525095	-0.0258458472	0.0170031230	0.0300402675	0.0031011985	0.0016038813
-0.0068773734	-0.0269714391	0.0007022104	-0.0209378828	0.0255403247	0.0120640339
-0.0009457716	-0.0230570248	-0.0089873816	-0.0079354792	-0.0311907055	0.0098162726
0.0018339466	-0.0071652964	0.0024994521	0.0375714631	-0.0094351186	0.0162360545
0.0100102989	0.0052350511	-0.0231328155	0.0202666884	0.0335198680	0.0154422490
0.0169810637	0.0161645202	-0.0602335778	-0.0079207878	0.0171563175	0.0076886301
0.0193166367	0.0026855408	-0.0276407976	0.0094855578	-0.0309259472	-0.0013039485
0.0244896668	0.0069668705	-0.0169105933	0.0244598264	0.0124674107	-0.0127321570
0.0265712906	0.0239586253	-0.0455454307	0.0006801814	0.0226548550	-0.0384315359
0.0182407295	0.0112629280	-0.0288194910	0.0052059565	-0.0343116867	-0.0515434452
0.0114108038	0.0256216861	-0.0186757425	0.0508458965	-0.0058625785	-0.0549784666
0.0103862106	0.0158480954	-0.0215187395	0.0081778084	0.0282277297	-0.0446795745
0.0166152861	0.0303241544	-0.0407943705	-0.0101156224	-0.0251379444	-0.0442627785
0.0142648768	0.0192120561	0.0072651548	0.0380892672	-0.0180827526	-0.0309629578
0.0141104946	0.0332871034	-0.0295814304	0.0284980181	0.0372193077	-0.0427446643
0.0060427319	-0.0070519502	0.0040825573	-0.0384640224	0.0034647152	-0.0215370609
0.0061147267	-0.0254380773	0.0211686018	0.0195419721	-0.0081003562	-0.0225462800
0.0040938208	-0.0396889581	-0.0106674672	0.0091008107	0.0287945865	-0.0258134738
-0.0038282716	-0.0231392047	0.0275846419	-0.0113738086	-0.0148421392	-0.0100554512
-0.0131916944	-0.0207531329	0.0401229514	0.0155400181	0.0342079517	0.0013912599
-0.0160093700	-0.0085445138	0.0159992286	-0.0416704878	0.0258004736	0.0225059896
-0.0063549571	-0.0211692755	0.0194705373	-0.0077135610	-0.0272242891	0.0209335990
0.0040733061	-0.0038718386	0.0239708924	0.0028046804	0.0189174745	0.0230408177
0.0006621208	0.0068102296	-0.0018181205	-0.0192723909	0.0263066723	0.0220907019
-0.0056562078	0.0139252069	0.0018655746	-0.0192681079	-0.0379253552	0.0234870252
-0.0095071663	0.0102974116	0.0377544177	0.0250473271	-0.0079858004	0.0339837870
-0.0069434737	0.0150773102	0.0167606688	-0.0155902698	0.0267443685	0.0374235219
-0.0038230197	0.0206448723	-0.0096848319	-0.0306133845	-0.0139641808	0.0327577433
-0.0040593966	0.0169324600	0.0070993302	-0.0065564880	-0.0399283352	0.0430357756
-0.0034365930	0.0104169269	0.0332793549	0.0292151111	-0.0014107602	0.0571479043
-0.0004113684	0.0101962012	0.0270011949	-0.0227923274	0.0264622778	0.0647423921
0.0024412363	0.0255488889	-0.0012226480	-0.0179564356	-0.0282878134	0.0545690558
-0.0046249159	0.0283257446	0.0208590510	0.0227802046	-0.0284251873	0.0579504492
-0.0110569737	0.0338334149	0.0210639136	0.0317708918	0.0081294837	0.0504296946
-0.0167679200	0.0311598635	0.0125461036	-0.0215924606	0.0293768747	0.0559136098
-0.0214280464	0.0217368141	0.0033362144	-0.0133455826	-0.0273200955	0.0514915971
-0.0178032153	0.0206192226	0.0138819818	0.0089028155	0.0106532528	0.0431447890
-0.0288493749	0.0377785770	-0.0117500653	-0.0408346501	0.0128486999	0.0505904795
-0.0369323589	0.0287677125	-0.0104933800	-0.0245784011	-0.0200341110	0.0511812293
-0.0263423246	0.0243748043	-0.0009667986	-0.0129161295	-0.0372646077	0.0481490533
-0.0178018183	0.0200038121	0.0282617211	0.0197857111	-0.0308701311	0.0547338410
-0.0090851133	0.0221601307	0.0223023897	0.0205929045	0.0162749112	0.0475949029
-0.0082311484	0.0272150627	-0.0055004519	-0.0093342757	0.0259631638	0.0386947734
-0.0127681763	0.0000405945	-0.0079638186	-0.0185726001	-0.0255708001	0.0332517193
-0.0125246338	-0.0164567758	0.0290445919	0.0181137491	0.0078956503	0.0236750086
-0.0054458431	0.0199324507	-0.0203831935	-0.0274497948	0.0322864649	0.0000011408
-0.0074493532	-0.0166815087	0.0057236525	-0.0138721606	-0.0345785575	-0.0058869632
-0.0044871701	-0.0281518501	0.0316588413	-0.0059402396	0.0161250493	0.0061132306
0.0020566281	0.0029814672	0.0055871136	-0.0268850100	0.0151359965	0.0055344865
-0.0041565806	0.0015519852	-0.0062174477	-0.0358416509	-0.0274418607	0.0042700546
-0.0089474216	-0.0121267527	0.0149084515	0.0143854219	-0.0299707051	-0.0026636183
-0.0037796306	-0.0205637128	0.0080260015	-0.0022853587	0.0135007550	-0.0035900740
0.0056068105	-0.0182586048	0.0002704051	-0.0272059422	-0.0068601470	-0.0176694439
0.0028500268	-0.0152443821	0.0146364146	0.0213132698	-0.0254725058	-0.0306629285
-0.0049239982	-0.0111538570	0.0254622857	0.0087433569	0.0338006176	-0.0236442247
-0.0063830512	0.0014626721	0.0049545492	-0.0399647313	0.0157840115	-0.0139696009
-0.0051544150	-0.0215307119	0.0192505203	-0.0064605345	-0.0235906115	-0.0036617115
0.0095890646	-0.0285402220	0.0142681126	-0.0037098706	0.0144131448	-0.0076343671
0.0213422384	-0.0143219227	0.0005465189	-0.0309969610	0.0176070471	-0.0172074011
0.0185711082	-0.0187653994	-0.0038639600	-0.0294571336	-0.0334286030	-0.0246315686
0.0199202186	-0.0148922338	0.0188367915	0.0178985970	-0.0148699386	-0.0323633563
0.0270529043	-0.0110750344	0.0087379257	0.0003384020	0.0219017136	-0.0351899208
0.0301162391	-0.0154805411	-0.0102046180	-0.0254252329	-0.0100728621	-0.0288957410
0.0294141694	-0.0052327406	0.0016783695	0.0288622010	-0.0151118721	-0.0260610629
0.0218455425	-0.0017480118	-0.0026917358	0.0295752616	0.0274555778	-0.0183903841
0.0170336941	0.0059896987	-0.0216167388	-0.0150986493	0.0208584232	-0.0163089144
0.0167066608	-0.0003305946	0.0058780760	-0.0029331297	-0.0173052576	-0.0095174055
0.0135719158	-0.0153533036	0.0148639740	-0.0047261941	0.0213100934	-0.0127347501
0.0116935049	-0.0069898676	-0.0068905068	-0.0259804408	-0.0142915478	-0.0260500342
-0.0012418466	-0.0039740700	0.0205483111	0.0234925295	-0.0270979945	-0.0209766658
-0.0026397695	0.0082049405	-0.0046525868	0.0158166658	0.0271803606	-0.0190489021
0.0002921165	-0.0143101385	-0.0231775702	-0.0132952746	-0.0056321773	-0.0066297110
0.0067562830	0.0055219833	0.0067532236	0.0284999775	-0.0063743592	-0.0124756682
0.0052196129	0.0135718555	-0.0126042503	0.0019518568	0.0358516732	-0.0168248224
-0.0025749021	0.0065885738	-0.0243430247	-0.0256202133	-0.0250868111	-0.0237110254
-0.0080586201	-0.0090762568	0.0196797975	0.0243278777	-0.0111979311	-0.0217244368
-0.0054740191	-0.0134704180	0.0197745697	-0.0139242576	0.0293048057	-0.0234932425
-0.0017328652	-0.0026481160	-0.0089699087	-0.0191979507	-0.0224738571	-0.0333992365
-0.0088787917	-0.0159558297	0.0227800549	0.0373887840	-0.0077410493	-0.0265867714
-0.0158964498	-0.0278529984	0.0156691844	-0.0033114335	0.0348284869	-0.0156825661
-0.0100066622	-0.0180251437	0.0013651718	-0.0331066359	-0.0190314670	-0.0177369741
-0.0086710561	-0.0207447923	0.0252853846	0.0238662425	-0.0080126857	-0.0179772756
-0.0133938812	-0.0045544929	0.0164268476	0.0209660554	0.0297917909	-0.0187629283
-0.0149533643	-0.0104264019	-0.0081445719	-0.0177538891	0.0212178706	-0.0163155455
-0.0116087548	-0.0127053442	0.0032356426	0.0094210792	-0.0225946999	-0.0250374721
-0.0154598475	-0.0036545865	0.0113784515	0.0170521631	0.0280982765	-0.0232868270
-0.0242234480	0.0034310587	-0.0180064829	-0.0277879488	0.0135480848	-0.0191441663
-0.0288617193	-0.0062232022	0.0007396885	0.0122094528	-0.0244996240	-0.0144663253
-0.0248852163	-0.0118611738	0.0149479542	-0.0024812295	0.0183052610	-0.0016845142
-0.0124299846	-0.0016741577	-0.0147908981	-0.0241816577	-0.0048095014	-0.0106475709
-0.0095555178	-0.0018249598	0.0109911183	0.0266505880	-0.0225143245	-0.0087892893
-0.0089616141	0.0120262092	-0.0108125909	0.0188838422	0.0348908527	-0.0165260559
-0.0103855646	0.0122459706	-0.0317988257	-0.0154821253	-0.0131767623	-0.0095265388
-0.0099581804	-0.0159002967	0.0151408657	0.0180674792	0.0073464022	-0.0067697498
-0.0048665248	-0.0014224051	-0.0181562220	-0.0198938330	0.0157089176	-0.0131010938
-0.0199100537	-0.0464373438	-0.0572672161	0.0393809519	-0.0272427518	-0.0234827026
-0.0263617575	-0.0337819339	-0.1221715709	0.0623490355	0.0068981882	-0.0274083429
-0.0160302057	-0.0118265052	-0.1133378280	0.0631262246	0.0021419805	-0.0225508501
-0.0165819717	-0.0117241939	-0.0518526480	0.0231589471	0.0051404470	-0.0259623866
-0.0309702107	-0.0204526094	-0.0256185334	0.0351384128	-0.0001406163	-0.0227620805
-0.0395222589	-0.0048020489	-0.0141355072	0.0015511749	0.0308038150	-0.0118937158
-0.0418454036	0.0040931461	-0.0274133975	-0.0169169879	-0.0317812855	-0.0075772416
-0.0374632101	0.0025398477	0.0352330173	0.0242620612	-0.0068683779	0.0042324436
-0.0293917451	-0.0047076484	0.0025875981	-0.0126488395	0.0243247501	0.0047939968
-0.0146059683	0.0067113911	0.0262473826	-0.0380338817	-0.0297755084	0.0186993884
0.0063375236	-0.0277342301	0.0079631695	0.0064946425	0.0096779174	0.0184819183
0.0395391446	-0.0268753456	-0.0099584284	-0.0146970596	-0.0001774347	0.0235724271
0.0636463147	-0.0133310452	0.0156233859	-0.0063053996	0.0042894436	0.0367413730
0.0732266012	-0.0061933865	-0.0184972936	-0.0098973395	-0.0070911077	0.0352174152
0.0753231219	0.0181139822	-0.0054877894	0.0242278245	-0.0032597331	0.0426354970
0.0723761618	-0.0063927440	-0.0084547718	-0.0188563378	0.0024174462	0.0498188153
0.0765795614	0.0080176694	0.0073127558	0.0199831019	-0.0123059149	0.0471101618
0.0708677720	0.0144537333	-0.0117584019	-0.0015628625	0.0278571376	0.0414088713
0.0587789792	0.0050167049	-0.0082224457	-0.0040595417	-0.0360697179	0.0353644220
0.0482692138	-0.0156530954	0.0146103310	0.0057690757	0.0161820896	0.0411485445
0.0443875844	0.0067001448	-0.0132279740	-0.0269494868	-0.0137329309	0.0368382982
0.0311102675	0.0033524272	0.0157016209	0.0349741794	-0.0142305559	0.0357667617
0.0187070467	0.0154972917	-0.0052631451	-0.0048722575	0.0325137136	0.0315857076
0.0061340188	0.0036239137	-0.0015081274	-0.0205220072	-0.0282669698	0.0265932788
0.0019322707	0.0041143826	0.0251132452	0.0126517047	0.0088177449	0.0208069279
-0.0004995234	0.0187500226	-0.0038840172	-0.0287232501	0.0316918765	0.0072592572
-0.0041552155	0.0142607426	-0.0090522683	-0.0271263341	-0.0332452171	0.0026716549
-0.0000311574	0.0155765552	0.0195170397	0.0263747624	-0.0165275931	0.0029806547
0.0078356088	0.0151547650	0.0136623847	0.0102370646	0.0287876425	0.0033391876
0.0145614928	0.0275714679	-0.0138255234	-0.0258771506	0.0074081109	0.0011425349
0.0135285602	0.0183557068	0.0159376394	0.0095316739	-0.0243206336	0.0050800346
0.0105693421	0.0187721186	0.0155974175	0.0059870339	0.0186388208	0.0039317501
0.0021994145	0.0276040186	-0.0173060262	-0.0281045073	0.0029899780	0.0031005112
-0.0081437001	0.0201005292	0.0045535302	0.0009032300	-0.0384546826	0.0068506622
-0.0079200974	0.0231538697	0.0167245740	0.0315748613	0.0112412175	0.0123340375
-0.0098410059	0.0077091002	0.0097894162	-0.0148171164	0.0208580967	0.0253014855
-0.0071192670	0.0165895819	0.0103747916	0.0026832786	-0.0270021199	0.0165416178
-0.0120796811	0.0168361149	0.0236031613	0.0271271015	0.0248009593	0.0049748581
-0.0219758233	0.0196393949	-0.0137525669	-0.0212901791	0.0312864824	-0.0030560962
-0.0198910983	0.0102245073	0.0008949137	-0.0178590559	-0.0276517648	-0.0087618409
-0.0173775068	-0.0093361847	0.0286285525	0.0050296083	0.0080540055	-0.0096728623
-0.0142220616	0.0148641790	-0.0052279369	-0.0270907024	0.0201004619	-0.0187394343
-0.0202390124	0.0121484492	-0.0102445819	-0.0229183556	-0.0395321740	-0.0156960487
-0.0215009702	0.0096738698	0.0203910309	0.0221967750	-0.0193021317	-0.0146013448
-0.0135249074	0.0159946279	0.0204996326	0.0080543118	0.0264077023	-0.0165581341
-0.0106303336	0.0075543613	-0.0018089090	-0.0326188945	-0.0092997999	-0.0122108000
-0.0094015261	-0.0077633279	0.0272444260	0.0132097624	-0.0080064161	-0.0110333224
-0.0110671045	0.0121200823	-0.0044947439	-0.0161337654	0.0365629034	-0.0106046258
-0.0174786007	0.0053838965	-0.0102132738	-0.0173630432	-0.0374851527	-0.0046462141
-0.0163338954	0.0134616109	0.0184220433	0.0289333219	-0.0123941514	0.0021573068
-0.0110497910	0.0111562530	0.0226527683	-0.0042990396	0.0241312379	0.0082191740
-0.0036364062	0.0090696496	0.0002657942	-0.0305990719	-0.0218502067	0.0062146151
-0.0009732186	0.0091971863	0.0267131411	0.0311613461	-0.0110437470	0.0062149937
-0.0041612288	0.0113728059	0.0121328701	-0.0003067093	0.0395212767	0.0103173021
-0.0040249504	0.0035853140	-0.0109789021	-0.0352928409	-0.0168119613	0.0154384579
-0.0005218496	-0.0164621002	0.0249461570	0.0160891194	-0.0087425890	0.0187715084
0.0034169819	-0.0018505127	0.0032132176	-0.0065800664	0.0289317870	0.0062097860
-0.0011632723	0.0004544727	-0.0156321543	-0.0356142704	0.0007049818	-0.0010333332
-0.0036650128	-0.0014381762	0.0128505352	0.0066599169	-0.0351498749	-0.0060509874
-0.0045476770	-0.0063290660	0.0287812380	0.0159929609	0.0049082084	0.0037731566
0.0009877355	-0.0078836759	0.0132292417	-0.0275833009	0.0113454191	0.0054301388
0.0061073446	0.0024703174	0.0121877353	-0.0003761513	-0.0344743450	-0.0059421184
0.0026185791	-0.0015622576	0.0313503945	0.0293041178	-0.0032058936	-0.0049601711
0.0043293119	-0.0010822908	0.0189565522	-0.0007652120	0.0302359854	-0.0127655341
0.0110186397	0.0077123530	-0.0079119985	-0.0344047552	0.0086359004	-0.0183535375
0.0144523556	0.0095194598	0.0113917926	-0.0035508030	-0.0319787614	-0.0209123190
0.0130681493	0.0019320520	0.0202831143	-0.0024324376	0.0128642265	-0.0143961165
0.0105702183	0.0138699751	-0.0088927068	-0.0246514292	-0.0010077428	-0.0247787300
0.0007809914	0.0085995981	0.0150102929	0.0067123902	-0.0406505641	-0.0226346719
-0.0042389887	0.0105990139	0.0191287216	0.0202687504	0.0213461969	-0.0223390385
-0.0038360085	0.0077786461	0.0050485448	-0.0238369179	0.0149850756	-0.0168523023
-0.0001474024	0.0026584450	0.0147282173	0.0044628803	-0.0250193452	-0.0223334198
0.0016986053	0.0074446159	0.0132489998	0.0126568832	0.0276208425	-0.0192941332
-0.0031511374	0.0089797308	-0.0241490267	-0.0266669058	0.0075548706	-0.0185562816
-0.0076285666	-0.0082421551	0.0041188557	0.0157796967	-0.0282013281	-0.0101541816
-0.0056440504	-0.0001977105	0.0124307343	0.0061313965	0.0243214322	-0.0031487995
-0.0032465792	0.0141683645	-0.0191295667	-0.0244972670	0.0209747485	-0.0053687789
-0.0052027635	0.0159000281	-0.0208033715	-0.0241285628	0.0007227231	-0.0058811735
0.0000091573	0.0131586944	-0.0061314640	-0.0034252085	-0.0406256510	-0.0114790061
0.0009379948	0.0029085668	0.0193281288	0.0254898096	0.0011427376	-0.0038974335
0.0021421118	0.0204311554	-0.0091727789	-0.0019588728	0.0348456057	-0.0109650907
-0.0041938076	0.0162074248	-0.0270418174	-0.0165333975	-0.0279378909	-0.0120000344
-0.0129176719	0.0144704751	0.0071153698	0.0402106924	-0.0200184995	-0.0057254684
-0.0196317848	-0.0033680701	0.0128776133	-0.0012927502	0.0335390204	0.0061381114
-0.0177557743	-0.0063674295	-0.0075564146	-0.0298618354	-0.0196809838	0.0085837132
-0.0177435251	0.0022983148	0.0169995375	0.0255562617	-0.0222926450	0.0134301749
-0.0206222844	-0.0202235082	0.0061354264	0.0308358226	0.0157220056	0.0179039072
-0.0140029207	-0.0202013889	-0.0005352587	-0.0174737448	0.0215970979	0.0224494292
-0.0058637378	-0.0098302068	0.0022814776	-0.0033841750	-0.0272191936	0.0138021393
-0.0153915715	-0.0079632023	0.0130156947	0.0350434416	0.0157693692	0.0061512830
-0.0268616457	-0.0092975698	0.0059237859	-0.0119998564	0.0314853895	0.0076325347
-0.0274027013	-0.0052847601	-0.0176017346	-0.0289895432	-0.0164630190	0.0017659229
-0.0268496164	-0.0191348167	0.0061836823	0.0309928298	-0.0120878387	-0.0028988335
-0.0291414342	-0.0240038969	-0.0034900465	-0.0082711191	0.0455081414	0.0008958732
-0.0319098852	-0.0311458073	-0.0075090698	-0.0320863769	-0.0320820425	0.0087355406
-0.0259271130	-0.0225745973	0.0169956487	0.0213481005	0.0110809830	0.0042645888
-0.0274398285	-0.0693707533	-0.0710184427	0.0074776965	0.0185786913	-0.0013934918
-0.0237828196	-0.0603247583	-0.0348655500	0.0336827269	-0.0030360678	-0.0028143174
-0.0187771654	-0.0380367347	-0.0312109256	-0.0027499228	0.0291513621	-0.0066317716
-0.0172179902	-0.0331407774	-0.0262478475	0.0111186760	-0.0324896018	-0.0229208339
-0.0143611639	-0.0396571999	-0.0097929176	0.0199346416	0.0202442852	-0.0268392598
-0.0090890857	-0.0328300776	-0.0148328709	-0.0287071301	-0.0088510068	-0.0306688205
-0.0049642070	-0.0069824516	0.0162179551	0.0293420777	-0.0070404045	-0.0267752898
-0.0108593315	-0.0141493497	-0.0079879294	-0.0088692508	0.0471955851	-0.0209668961
-0.0103153144	-0.0140651091	-0.0134091546	-0.0308724570	-0.0243896141	-0.0124251290
-0.0090740654	-0.0440016524	-0.0194414626	0.0290447165	0.0028654434	-0.0087479790
-0.0029653427	-0.0168646599	-0.1605935469	0.0825863151	0.0109832500	-0.0323883417
-0.0017401761	-0.0061663994	-0.1314436519	0.0712833588	0.0113523842	-0.0247260100
-0.0134507918	0.0004719361	-0.0495498015	0.0252947015	-0.0104072317	-0.0125144774
-0.0346324483	0.0050582146	-0.0002187815	0.0470239734	-0.0180956216	0.0053727894
-0.0350651225	0.0112588381	-0.0051030424	0.0219974332	0.0396213567	0.0110564494
-0.0290393816	0.0150363332	-0.0305925195	-0.0195316651	0.0227654596	0.0229894730
-0.0202515987	0.0058530550	-0.0246803356	-0.0226690031	-0.0247250406	0.0327939984
-0.0105204076	-0.0035280129	0.0002849003	0.0109394199	-0.0345149136	0.0422424938
0.0019089393	-0.0068715550	0.0114859258	0.0187795859	0.0024135254	0.0575575829
0.0175818285	-0.0186723760	0.0099705984	-0.0200876934	0.0177399532	0.0796018275
0.0419193735	-0.0202417468	-0.0032609009	-0.0281373290	-0.0242541922	0.0723901680
0.0654362020	-0.0090945192	0.0082718918	0.0188264157	-0.0149280633	0.0665357844
0.0764093953	-0.0062332159	0.0052627183	0.0014555677	0.0199617750	0.0567929409
0.0824798750	0.0026118825	-0.0183911078	-0.0210712627	0.0172760920	0.0466531737
0.0835059557	-0.0001739175	-0.0013202378	-0.0037789088	-0.0299336279	0.0365681434
0.0781560417	-0.0127480274	0.0141019373	0.0005330798	0.0096477985	0.0391258324
0.0744864168	0.0045200759	-0.0117555006	-0.0197300765	0.0136688045	0.0215685304
0.0644025343	0.0011908558	-0.0053894139	-0.0100858927	-0.0343747504	0.0125759627
0.0513620653	-0.0063049409	0.0137386089	0.0140523144	-0.0203370960	0.0103122902
0.0499934328	-0.0073073352	0.0124160525	0.0094284596	0.0214489067	0.0076762970
0.0488244071	0.0013971899	-0.0147596354	-0.0296842901	-0.0027602686	0.0001091956
0.0392527805	-0.0116402701	0.0272646779	0.0108627308	-0.0102601774	0.0009856892
0.0324771033	-0.0028017005	0.0162212059	-0.0207561419	0.0326004441	-0.0108179682
0.0254581257	0.0078107307	0.0041433364	-0.0237052491	-0.0326380986	-0.0329821774
0.0142491602	-0.0017421450	0.0278707043	0.0065742257	-0.0270599107	-0.0358961630
0.0152252000	0.0049535257	0.0382481878	0.0187674121	0.0041456077	-0.0380398059
