dvars
2.723848900000000128e+01
2.601203900000000147e+01
2.610745000000000005e+01
2.475184600000000046e+01
2.502208699999999908e+01
2.423037300000000016e+01
2.450537299999999874e+01
2.624223900000000143e+01
2.510342199999999835e+01
2.406681999999999988e+01
2.523397999999999897e+01
2.423457700000000159e+01
2.405317900000000009e+01
2.493649900000000130e+01
2.547055200000000141e+01
2.426641700000000057e+01
2.412499400000000094e+01
2.524772099999999853e+01
2.391862899999999925e+01
2.560111200000000053e+01
2.590705499999999972e+01
2.450960699999999903e+01
2.458400200000000169e+01
2.311479599999999834e+01
2.391980699999999871e+01
2.588038799999999995e+01
2.350785600000000031e+01
2.300506599999999935e+01
2.266641399999999962e+01
2.256161099999999919e+01
2.462618600000000058e+01
2.475181800000000010e+01
2.643891299999999944e+01
2.295867000000000147e+01
2.334780699999999953e+01
2.400254100000000079e+01
2.283783000000000030e+01
2.312179400000000129e+01
2.179866000000000170e+01
2.411221300000000056e+01
2.443977399999999989e+01
2.443405299999999869e+01
2.446878399999999942e+01
2.283940099999999873e+01
2.268381899999999973e+01
2.395603399999999894e+01
2.513279299999999949e+01
2.283089299999999966e+01
2.371412099999999867e+01
2.243107399999999885e+01
2.375719300000000089e+01
2.486998000000000175e+01
2.329019900000000121e+01
2.355272499999999880e+01
2.499359099999999856e+01
2.444914999999999949e+01
2.348095100000000102e+01
2.260311499999999896e+01
2.443254699999999957e+01
2.583151399999999853e+01
2.451332899999999881e+01
2.343373100000000164e+01
2.546772599999999898e+01
2.450469800000000120e+01
2.310954999999999870e+01
2.495576099999999897e+01
2.292068700000000092e+01
2.450552400000000119e+01
2.571897099999999980e+01
2.393225699999999989e+01
2.343817500000000109e+01
2.515255499999999955e+01
2.467434700000000092e+01
2.423240099999999941e+01
2.499318699999999893e+01
2.444605800000000073e+01
2.322739599999999882e+01
2.321421799999999891e+01
2.509130899999999897e+01
2.593768499999999833e+01
2.447500199999999992e+01
2.380679299999999898e+01
2.431578299999999970e+01
2.310603899999999911e+01
2.294023699999999977e+01
2.456106600000000029e+01
2.450195899999999938e+01
2.364124699999999990e+01
2.216165200000000013e+01
2.235298900000000089e+01
2.365914199999999923e+01
2.411581400000000031e+01
2.364691900000000047e+01
2.363060000000000116e+01
2.336619400000000013e+01
2.401355200000000067e+01
2.384907700000000119e+01
2.240332199999999929e+01
2.310717400000000055e+01
2.262482500000000130e+01
2.455702199999999991e+01
2.436447700000000083e+01
2.351139300000000176e+01
2.372278999999999982e+01
2.420983500000000177e+01
2.395724500000000035e+01
2.316538999999999859e+01
2.497316700000000012e+01
2.366451599999999900e+01
2.371388400000000019e+01
2.449787099999999995e+01
2.357055700000000087e+01
2.409553100000000114e+01
2.593001200000000139e+01
2.574461700000000164e+01
2.383958399999999855e+01
2.485921300000000045e+01
2.284723999999999933e+01
2.217634599999999878e+01
2.459373099999999823e+01
2.412305100000000024e+01
2.269065099999999902e+01
