Cosine00	Cosine01	Cosine02	Cosine03	Cosine04	Cosine05	Cosine06	Cosine07	Cosine08	Cosine09	Cosine10	Cosine11	Cosine12	Cosine13	Cosine14	Cosine15	Cosine16	Cosine17	Cosine18	Cosine19	Cosine20	Cosine21	Cosine22	Cosine23	Cosine24	Cosine25	Cosine26	Cosine27	Cosine28	Cosine29	NonSteadyStateOutlier00
-0.0096845491	-0.0257003369	0.0254221895	0.0101330205	-0.0316271600	0.0092339190	0.0259727556	-0.0251383755	-0.0105792332	0.0316165850	-0.0087812307	-0.0262393850	0.0248489580	0.0110230877	-0.0315989626	0.0083265850	0.0265001656	-0.0245540017	-0.0114644853	0.0315742967	-0.0078700834	-0.0267550392	0.0242535723	0.0119033273	-0.0315425929	0.0074118274	0.0270039491	-0.0239477367	-0.0123395161	0.0315038582	0.0000000000
-0.0097318600	-0.0256422535	0.0255106407	0.0099444600	-0.0316298943	0.0095187733	0.0257725839	-0.0253777519	-0.0101565625	0.0316275213	-0.0093052106	-0.0259016253	0.0252435938	0.0103681571	-0.0316235665	0.0090911824	0.0260293712	-0.0251081732	-0.0105792332	0.0316180301	-0.0088766996	-0.0261558153	0.0249714969	0.0107897801	-0.0316109123	0.0086617728	0.0262809512	-0.0248335715	-0.0109997874	0.0316022134	0.0000000000
-0.0097791469	-0.0255839169	0.0255985248	0.0097555065	-0.0316306755	0.0098027813	0.0255692932	-0.0256131168	-0.0097318600	0.0316306462	-0.0098264096	-0.0255546537	0.0256276931	0.0097082076	-0.0316305974	0.0098500319	0.0255399985	-0.0256422535	-0.0096845491	0.0316305290	-0.0098736481	-0.0255253274	0.0256567981	0.0096608847	-0.0316304411	0.0098972581	0.0255106407	-0.0256713269	-0.0096372143	0.0316303337	0.0000000000
-0.0098264096	-0.0255253274	0.0256858398	0.0095661675	-0.0316295036	0.0100859176	0.0253629080	-0.0258444331	-0.0093052106	0.0316259589	-0.0103446720	-0.0251985936	0.0260010955	0.0090435585	-0.0316200513	0.0106026536	0.0250323965	-0.0261558153	-0.0087812307	0.0316117812	-0.0108598430	-0.0248643292	0.0263085809	0.0085182469	-0.0316011493	0.0111162210	0.0246944042	-0.0264593809	-0.0082546266	0.0315881564	0.0000000000
-0.0098736481	-0.0254664858	0.0257725839	0.0093764504	-0.0316263788	0.0103681571	0.0251534533	-0.0260716642	-0.0088766996	0.0316134606	-0.0108598430	-0.0248335715	0.0263636453	0.0083745317	-0.0315919341	0.0113485718	0.0245069277	-0.0266484476	-0.0078700834	0.0315618052	-0.0118342103	-0.0241736106	0.0269259936	0.0073634921	-0.0315230821	0.0123166265	0.0238337112	-0.0271962078	-0.0068548957	0.0314757754	0.0000000000
-0.0099208621	-0.0254073926	0.0258587551	0.0091863628	-0.0316213011	0.0106494748	0.0249409545	-0.0262947742	-0.0084464127	0.0315931543	-0.0113717685	-0.0244597174	0.0267151910	0.0077014509	-0.0315462614	0.0120873148	0.0239639670	-0.0271197562	-0.0069519194	0.0314806503	-0.0127956889	-0.0234539974	0.0275082297	0.0061982629	-0.0313963599	0.0134964706	0.0229301112	-0.0278803810	-0.0054409286	0.0312934403	0.0000000000
-0.0099680517	-0.0253480484	0.0259443516	0.0089959122	-0.0316142709	0.0109298456	0.0247254372	-0.0265137277	-0.0080144361	0.0315650450	-0.0118802957	-0.0240771642	0.0270555860	0.0070246421	-0.0314830586	0.0128184155	0.0234039021	-0.0275693640	-0.0060275574	0.0313683967	-0.0137432315	-0.0227063497	0.0280545286	0.0050242168	-0.0312211784	0.0146537837	0.0219852310	-0.0285105760	-0.0040156617	0.0310415565	0.0000000000
-0.0100152166	-0.0252884538	0.0260293712	0.0088051061	-0.0316052887	0.0112092445	0.0245069277	-0.0267284903	-0.0075808562	0.0315291398	-0.0123852724	-0.0236860479	0.0273846882	0.0063444328	-0.0314023608	0.0135414118	0.0228271326	-0.0279969113	-0.0050978214	0.0312251553	-0.0146758061	-0.0219315611	0.0285641764	0.0038430239	-0.0309978079	0.0157866337	0.0210007715	-0.0290855727	-0.0025820551	0.0307206837	0.0000000000
-0.0100623568	-0.0252286093	0.0261138123	0.0086139520	-0.0315943549	0.0114876468	0.0242854522	-0.0269390278	-0.0071457597	0.0314854474	-0.0128865478	-0.0232865076	0.0277023601	0.0056611524	-0.0313042129	0.0142558464	0.0222340703	-0.0284020558	-0.0041635405	0.0310510677	-0.0155923971	-0.0211305578	0.0290365075	0.0026563643	-0.0307265932	0.0168931296	0.0199785050	-0.0296042577	-0.0011430861	0.0303315350	0.0000000000
-0.0101094722	-0.0251685156	0.0261976729	0.0084224576	-0.0315814703	0.0117650276	0.0240610377	-0.0271453072	-0.0067092336	0.0314339787	-0.0133839721	-0.0228786855	0.0280084693	0.0049751315	-0.0311886694	0.0149612677	0.0216251384	-0.0287844734	-0.0032255475	0.0308463057	-0.0164920062	-0.0203042971	0.0294709047	0.0014659262	-0.0304079530	0.0179714241	0.0189202720	-0.0300656270	0.0002982569	0.0298749754	0.0000000000
-0.0101565625	-0.0251081732	0.0262809512	0.0082306303	-0.0315666357	0.0120413624	0.0238337112	-0.0273472956	-0.0062713653	0.0313747464	-0.0138773967	-0.0224627265	0.0283028880	0.0042867023	-0.0310557945	0.0156572298	0.0210007715	-0.0291438582	-0.0022846788	0.0306110716	-0.0173736536	-0.0194537667	0.0298668005	0.0002734028	-0.0300423789	0.0190197170	0.0178279774	-0.0304687872	0.0017389805	0.0293520195	0.0000000000
-0.0102036278	-0.0250475828	0.0263636453	0.0080384777	-0.0315498519	0.0123166265	0.0236035003	-0.0275449613	-0.0058322423	0.0313077651	-0.0143666740	-0.0220387787	0.0285854931	0.0035961980	-0.0309056620	0.0163432925	0.0203614153	-0.0294799225	-0.0013417732	0.0303455979	-0.0182363792	-0.0185799833	0.0302236778	-0.0009195095	-0.0296304354	0.0200362585	0.0167035877	-0.0308129578	0.0031760925	0.0287638295	0.0000000000
-0.0102506679	-0.0249867449	0.0264457533	0.0078460075	-0.0315311201	0.0125907955	0.0233704329	-0.0277382730	-0.0053919526	0.0312330513	-0.0148516579	-0.0216069928	0.0288561669	0.0029039528	-0.0307383554	0.0170190221	0.0197075262	-0.0297923974	-0.0003976713	0.0300501468	-0.0190792432	-0.0176839913	0.0305410703	-0.0021111138	-0.0291727581	0.0210193514	0.0155491271	-0.0310974725	0.0046066084	0.0281117128	0.0000000000
-0.0102976827	-0.0249256602	0.0265272735	0.0076532272	-0.0315104413	0.0128638450	0.0231345371	-0.0279272001	-0.0049505842	0.0311506235	-0.0153322035	-0.0211675223	0.0291147963	0.0022103020	-0.0305539677	0.0176839913	0.0190395709	-0.0300810328	0.0005467852	0.0297250102	-0.0199013278	-0.0167668616	0.0308185634	-0.0032997151	-0.0286700535	0.0219673546	0.0143666740	-0.0313217805	0.0060275574	0.0273971186	0.0000000000
-0.0103446720	-0.0248643292	0.0266082040	0.0074601445	-0.0314878168	0.0131357507	0.0228958416	-0.0281117128	-0.0045082254	0.0310605021	-0.0158081670	-0.0207205236	0.0293612734	0.0015155812	-0.0303526013	0.0183377798	0.0183580260	-0.0303455979	0.0014907541	0.0293705092	-0.0207017376	-0.0158296906	0.0310557945	-0.0044836227	-0.0281230976	0.0228786855	0.0131583571	-0.0314854474	0.0074359882	0.0266216350	0.0000000000
-0.0103916358	-0.0248027525	0.0266885431	0.0072667669	-0.0314632481	0.0134064884	0.0226543751	-0.0282917818	-0.0040649647	0.0309627093	-0.0162794064	-0.0202661555	0.0295954953	0.0008201267	-0.0301343681	0.0189799741	0.0176633781	-0.0305858809	0.0024333940	0.0289869940	-0.0214796008	-0.0148735983	0.0312524537	-0.0056611524	-0.0275327345	0.0237518227	0.0119263516	-0.0315881564	0.0088289761	0.0257869856	0.0000000000
-0.0104385740	-0.0247409309	0.0267682889	0.0070731022	-0.0314367367	0.0136760341	0.0224101669	-0.0284673788	-0.0036208908	0.0308572693	-0.0167457807	-0.0198045799	0.0298173642	0.0001242752	-0.0298993893	0.0196101683	0.0169561229	-0.0308016896	0.0033738644	0.0285748436	-0.0222340703	-0.0138997276	0.0314082841	-0.0068306292	-0.0268998754	0.0245853087	0.0106728755	-0.0316297087	0.0102036278	0.0248950254	0.0000000000
-0.0104854863	-0.0246788648	0.0268474397	0.0068791580	-0.0314082841	0.0139443638	0.0221632466	-0.0286384760	-0.0031760925	0.0307442081	-0.0172071505	-0.0193359607	0.0300267875	-0.0005716364	-0.0296477956	0.0202279640	0.0162367654	-0.0309928512	0.0043113267	0.0281344650	-0.0229643243	-0.0129092427	0.0315230821	-0.0079903896	-0.0262254972	0.0253777519	0.0094001855	-0.0316100238	0.0115570887	0.0239477367	0.0000000000
-0.0105323727	-0.0246165549	0.0269259936	0.0066849420	-0.0313778922	0.0142114536	0.0219136440	-0.0288050462	-0.0027306588	0.0306235536	-0.0176633781	-0.0188604646	0.0302236778	-0.0012672713	-0.0293797268	0.0208329704	0.0155058188	-0.0311592129	0.0052449453	0.0276662933	-0.0236695676	-0.0119033273	0.0315966978	-0.0091387839	-0.0255106407	0.0261278295	0.0081105725	-0.0315291398	0.0128865478	0.0229472249	0.0000000000
-0.0105792332	-0.0245540017	0.0270039491	0.0064904617	-0.0313455628	0.0144772799	0.0216613894	-0.0289670633	-0.0022846788	0.0304953356	-0.0181143270	-0.0183782609	0.0304079530	-0.0019622928	-0.0290953318	0.0214248050	0.0147638049	-0.0313006414	0.0061738877	0.0271707910	-0.0243490320	-0.0108831839	0.0316290349	-0.0102741785	-0.0247564092	0.0268342893	0.0068063585	-0.0313872133	0.0141892441	0.0218957134	0.0000000000
-0.0106260675	-0.0244912060	0.0270813043	0.0062957250	-0.0313112979	0.0147418189	0.0214065133	-0.0291245016	-0.0018382418	0.0303595859	-0.0185598625	-0.0178895208	0.0305795361	-0.0026563643	-0.0287947687	0.0220030938	0.0140112534	-0.0314170236	0.0070973258	0.0266484476	-0.0250019776	-0.0098500319	0.0316200513	-0.0113949583	-0.0239639670	0.0274959519	0.0054898911	-0.0311845191	0.0154624721	0.0207955394	0.0000000000
-0.0106728755	-0.0244281684	0.0271580575	0.0061007395	-0.0312750997	0.0150050471	0.0211490465	-0.0292773362	-0.0013914370	0.0302163379	-0.0189998514	-0.0173944184	0.0307383554	-0.0033491500	-0.0284782045	0.0225674711	0.0132487014	-0.0315082664	0.0080144361	0.0260997791	-0.0256276931	-0.0088051061	0.0315697586	-0.0124995290	-0.0231345371	0.0281117128	0.0041635405	-0.0309214495	0.0167035877	0.0196491479	0.0000000000
-0.0107196572	-0.0243648894	0.0272342070	0.0059055129	-0.0312369704	0.0152669412	0.0208890203	-0.0294255429	-0.0009443538	0.0300656270	-0.0194341624	-0.0168931296	0.0308843448	-0.0040403145	-0.0281458151	0.0231175800	0.0124766931	-0.0315742967	0.0089244012	0.0255253274	-0.0262254972	-0.0077496556	0.0314782226	-0.0135863195	-0.0222693998	0.0286805440	0.0028296944	-0.0305985141	0.0179100132	0.0184590867	0.0000000000
-0.0107664125	-0.0243013697	0.0273097511	0.0057100529	-0.0311969122	0.0155274778	0.0206264659	-0.0295690983	-0.0004970817	0.0299074904	-0.0198626654	-0.0163858328	0.0310174433	-0.0047295231	-0.0277977852	0.0236530727	0.0116957795	-0.0316150618	0.0098264096	0.0249256602	-0.0267947387	-0.0066849420	0.0313455628	-0.0146537837	-0.0213698902	0.0292014959	0.0014907541	-0.0302163379	0.0190792432	0.0172280007	0.0000000000
-0.0108131411	-0.0242376099	0.0273846882	0.0055143673	-0.0311549278	0.0157866337	0.0203614153	-0.0297079797	-0.0000497102	0.0297419672	-0.0202852326	-0.0158727083	0.0311375953	-0.0054164423	-0.0274343081	0.0241736106	0.0109065181	-0.0316305290	0.0107196572	0.0243013697	-0.0273347977	-0.0056122378	0.0311719526	-0.0157004032	-0.0204373969	0.0296736988	0.0001491301	-0.0297756608	0.0202088494	0.0159586260	0.0000000000
-0.0108598430	-0.0241736106	0.0274590165	0.0053184638	-0.0311110197	0.0160443861	0.0200939006	-0.0298421653	0.0003976713	0.0295690983	-0.0207017376	-0.0153539387	0.0312447506	-0.0061007395	-0.0270555860	0.0246788648	0.0101094722	-0.0316206860	0.0116033477	0.0236530727	-0.0278450860	-0.0045328254	0.0309576187	-0.0167246893	-0.0194733591	0.0300963644	-0.0011927624	-0.0292773362	0.0212964858	0.0146537837	0.0000000000
-0.0109065181	-0.0241093726	0.0275327345	0.0051223500	-0.0310651906	0.0163007118	0.0198239540	-0.0299716336	0.0008449732	0.0293889263	-0.0211120559	-0.0148297084	0.0313388646	-0.0067820835	-0.0266618292	0.0251685156	0.0093052106	-0.0315855405	0.0124766931	0.0229814096	-0.0283250478	-0.0034479949	0.0307028412	-0.0177251850	-0.0184792647	0.0304687872	-0.0025325076	-0.0287223286	0.0223398937	0.0133163738	0.0000000000
-0.0109531663	-0.0240448963	0.0276058404	0.0049260339	-0.0310174433	0.0165555882	0.0195516082	-0.0300963644	0.0012921061	0.0292014959	-0.0215160650	-0.0143002040	0.0314198979	-0.0074601445	-0.0262532566	0.0256422535	0.0084943074	-0.0315251208	0.0133389148	0.0222870439	-0.0287741604	-0.0023590430	0.0304079530	-0.0187004669	-0.0174566481	0.0307903453	-0.0038676937	-0.0281117128	0.0233369060	0.0119493686	0.0000000000
-0.0109997874	-0.0239801825	0.0276783327	0.0047295231	-0.0309677808	0.0168089925	0.0192768963	-0.0302163379	0.0017389805	0.0290068531	-0.0219136440	-0.0137656136	0.0314878168	-0.0081345942	-0.0258300952	0.0260997791	0.0076773414	-0.0314394752	0.0141892441	0.0215706616	-0.0291919346	-0.0012672713	0.0300733392	-0.0196491479	-0.0164070877	0.0310605021	-0.0051959168	-0.0274466708	0.0242854522	0.0105558062	0.0000000000
-0.0110463813	-0.0239152318	0.0277502097	0.0045328254	-0.0309162061	0.0170609023	0.0189998514	-0.0303315350	0.0021855070	0.0288050462	-0.0223046743	-0.0132261275	0.0315425929	-0.0088051061	-0.0253925801	0.0265408029	0.0068548957	-0.0313286722	0.0150269229	0.0208329704	-0.0295779155	-0.0001739849	0.0296994370	-0.0205698784	-0.0153322035	0.0312788065	-0.0065147860	-0.0267284903	0.0251835624	0.0091387839	0.0000000000
-0.0110929480	-0.0238500448	0.0278214699	0.0043359486	-0.0308627225	0.0173112951	0.0187205072	-0.0304419377	0.0026315962	0.0285961250	-0.0226890388	-0.0126819376	0.0315842033	-0.0094713557	-0.0249409545	0.0269650463	0.0060275574	-0.0311928004	0.0158512043	0.0200746989	-0.0299316827	0.0009195095	0.0292867349	-0.0214613488	-0.0142336544	0.0314448940	-0.0078219267	-0.0259585616	0.0260293712	0.0077014509	0.0000000000
-0.0111394872	-0.0237846222	0.0278921117	0.0041389004	-0.0308073332	0.0175601486	0.0184388973	-0.0305475284	0.0030771590	0.0283801411	-0.0230666228	-0.0121332373	0.0316126306	-0.0101330205	-0.0244754693	0.0273722409	0.0051959168	-0.0310319687	0.0166613535	0.0192965963	-0.0302528509	0.0020119048	0.0288357721	-0.0223222909	-0.0131131361	0.0315584874	-0.0091149860	-0.0251383755	0.0268211223	0.0062470017	0.0000000000
-0.0111859990	-0.0237189646	0.0279621334	0.0039416886	-0.0307500417	0.0178074409	0.0181550559	-0.0306482905	0.0035221062	0.0281571478	-0.0234373134	-0.0115802218	0.0316278631	-0.0107897801	-0.0239963832	0.0277621293	0.0043605677	-0.0308463057	0.0174566481	0.0184994313	-0.0305410703	0.0031018953	0.0283471376	-0.0231514800	-0.0119723781	0.0316193971	-0.0103916358	-0.0242695198	0.0275571712	0.0047786686	0.0000000000
-0.0112324831	-0.0236530727	0.0280315336	0.0037443211	-0.0306908515	0.0180531497	0.0178690174	-0.0307442081	0.0039663488	0.0279272001	-0.0238009999	-0.0110230877	0.0316298943	-0.0114413167	-0.0235039624	0.0281344650	0.0035221062	-0.0306359599	0.0182363792	0.0176839913	-0.0307960270	0.0041881781	0.0278214699	-0.0239477367	-0.0108131411	0.0316275213	-0.0116495780	-0.0233536767	0.0282359893	0.0032997151	0.0000000000
-0.0112789395	-0.0235869471	0.0281003106	0.0035468057	-0.0306297662	0.0182972534	0.0175808163	-0.0308352659	0.0044097979	0.0276903550	-0.0241575735	-0.0104620334	0.0316187233	-0.0120873148	-0.0229984806	0.0284890126	0.0026811308	-0.0304010997	0.0189998514	0.0168510819	-0.0310174433	0.0052694547	0.0272594557	-0.0247099283	-0.0096372143	0.0315828466	-0.0128865478	-0.0223926193	0.0288561669	0.0018134281	0.0000000000
-0.0113253680	-0.0235205884	0.0281684631	0.0033491500	-0.0305667896	0.0185397302	0.0172904875	-0.0309214495	0.0048523647	0.0274466708	-0.0245069277	-0.0098972581	0.0315943549	-0.0127274617	-0.0224802187	0.0288255479	0.0018382418	-0.0301419130	0.0197463843	0.0160015258	-0.0312050780	0.0063444328	0.0266618292	-0.0254369707	-0.0084464127	0.0314854474	-0.0141003184	-0.0213882084	0.0294164160	0.0003231108	0.0000000000
-0.0113717685	-0.0234539974	0.0282359893	0.0031513620	-0.0305019257	0.0187805586	0.0169980662	-0.0310027455	0.0052939609	0.0271962078	-0.0248489580	-0.0093289630	0.0315567993	-0.0133614476	-0.0219494646	0.0291438582	0.0009940407	-0.0298586072	0.0204753121	0.0151361624	-0.0313587269	0.0074118274	0.0260293712	-0.0261278295	-0.0072425744	0.0313354865	-0.0152887047	-0.0203423885	0.0299155730	-0.0011679246	0.0000000000
-0.0114181410	-0.0233871747	0.0283028880	0.0029534495	-0.0304351783	0.0190197170	0.0167035877	-0.0310791408	0.0057344979	0.0269390278	-0.0251835624	-0.0087573499	0.0315060720	-0.0139889655	-0.0214065133	0.0294437421	0.0001491301	-0.0295514090	0.0211859850	0.0142558464	-0.0314782226	0.0084703627	0.0253629080	-0.0267815221	-0.0060275574	0.0311332140	-0.0164495673	-0.0192571844	0.0303526013	-0.0026563643	0.0000000000
-0.0114644853	-0.0233201209	0.0283691574	0.0027554203	-0.0303665517	0.0192571844	0.0164070877	-0.0311506235	0.0061738877	0.0266751944	-0.0255106407	-0.0081826223	0.0314421943	-0.0146097118	-0.0208516665	0.0297250102	-0.0006958869	-0.0292205642	0.0218777693	0.0133614476	-0.0315634348	0.0095187733	0.0246633101	-0.0273971186	-0.0048032370	0.0308789678	-0.0175808163	-0.0181346971	0.0307265932	-0.0041389004	0.0000000000
-0.0115108012	-0.0232528368	0.0284347963	0.0025572822	-0.0302960501	0.0194929395	0.0161086021	-0.0312171822	0.0066120424	0.0264047727	-0.0258300952	-0.0076049846	0.0313651928	-0.0152233858	-0.0202852326	0.0299874845	-0.0015404073	-0.0288663376	0.0225500484	0.0124538494	-0.0316142709	0.0105558062	0.0239314916	-0.0279737433	-0.0035715029	0.0305731723	-0.0186804151	-0.0169770998	0.0310367722	-0.0056122378	0.0000000000
-0.0115570887	-0.0231853229	0.0284998031	0.0023590430	-0.0302236778	0.0197269613	0.0158081670	-0.0312788065	0.0070488743	0.0261278295	-0.0261418305	-0.0070246421	0.0312750997	-0.0158296906	-0.0197075262	0.0302309991	-0.0023838281	-0.0284890126	0.0232022229	0.0115339485	-0.0316306755	0.0115802218	0.0231684086	-0.0285105760	-0.0023342564	0.0302163379	-0.0197463843	-0.0157866337	0.0312824939	-0.0070731022	0.0000000000
-0.0116033477	-0.0231175800	0.0285641764	0.0021607106	-0.0301494393	0.0199592292	0.0155058188	-0.0313354865	0.0074842961	0.0258444331	-0.0264457533	-0.0064418013	0.0311719526	-0.0164283326	-0.0191188685	0.0304554000	-0.0032255475	-0.0280888911	0.0238337112	0.0106026536	-0.0316126306	0.0125907955	0.0223750579	-0.0290068531	-0.0010934069	0.0298090603	-0.0207768047	-0.0145656037	0.0314632481	-0.0085182469	0.0000000000
-0.0116495780	-0.0230496086	0.0286279147	0.0019622928	-0.0300733392	0.0201897224	0.0152015940	-0.0313872133	0.0079182206	0.0255546537	-0.0267417730	-0.0058566695	0.0310557945	-0.0170190221	-0.0185195865	0.0306605455	-0.0040649647	-0.0276662933	0.0244439504	0.0096608847	-0.0315601560	0.0135863195	0.0215524760	-0.0294618687	0.0001491301	0.0293520195	-0.0217698213	-0.0133163738	0.0315786594	-0.0099444600	0.0000000000
-0.0116957795	-0.0229814096	0.0286910167	0.0017637974	-0.0299953821	0.0204184204	0.0148955295	-0.0314339787	0.0083505609	0.0252585627	-0.0270298009	-0.0052694547	0.0309266739	-0.0176014730	-0.0179100132	0.0308463057	-0.0049014805	-0.0272215574	0.0250323965	0.0087095721	-0.0314733088	0.0145656037	0.0207017376	-0.0298749754	0.0013914370	0.0288459784	-0.0227236465	-0.0120413624	0.0316284881	-0.0113485718	0.0000000000
-0.0117419522	-0.0229129835	0.0287534809	0.0015652324	-0.0299155730	0.0206453030	0.0145876622	-0.0314757754	0.0087812307	0.0249562334	-0.0273097511	-0.0046803659	0.0307846447	-0.0181754036	-0.0172904875	0.0310125632	-0.0057344979	-0.0267550392	0.0255985248	0.0077496556	-0.0313521836	0.0155274778	0.0198239540	-0.0302455857	0.0026315962	0.0282917818	-0.0236365632	-0.0107430382	0.0316126306	-0.0127274617	0.0000000000
-0.0117880958	-0.0228443310	0.0288153060	0.0013666055	-0.0298339166	0.0208703498	0.0142780296	-0.0315125967	0.0092101438	0.0246477402	-0.0275815399	-0.0040896125	0.0306297662	-0.0187405359	-0.0166613535	0.0311592129	-0.0065634223	-0.0262671120	0.0261418305	0.0067820835	-0.0311969122	0.0164707918	0.0189202720	-0.0305731723	0.0038676937	0.0276903550	-0.0245069277	-0.0094239147	0.0315311201	-0.0140780652	0.0000000000
-0.0118342103	-0.0227754529	0.0288764905	0.0011679246	-0.0297504182	0.0210935410	0.0139666690	-0.0315444369	0.0096372143	0.0243331596	-0.0278450860	-0.0034974046	0.0304621030	-0.0192965963	-0.0160229609	0.0312861620	-0.0073876620	-0.0257581663	0.0266618292	0.0058078116	-0.0310076639	0.0173944184	0.0179918722	-0.0308572693	0.0050978214	0.0270427018	-0.0253331732	-0.0080865459	0.0313841256	-0.0153973806	0.0000000000
-0.0118802957	-0.0227063497	0.0289370331	0.0009691976	-0.0296650827	0.0213148567	0.0136536181	-0.0315712908	0.0100623568	0.0240125691	-0.0281003106	-0.0029039528	0.0302817252	-0.0198433158	-0.0153756644	0.0313933304	-0.0082066288	-0.0252286093	0.0271580575	0.0048278023	-0.0307846447	0.0182972534	0.0170399674	-0.0310974725	0.0063200809	0.0263499036	-0.0261138123	-0.0067335211	0.0311719526	-0.0166824758	0.0000000000
-0.0119263516	-0.0226370222	0.0289969325	0.0007704322	-0.0295779155	0.0215342772	0.0133389148	-0.0315931543	0.0104854863	0.0236860479	-0.0283471376	-0.0023094683	0.0300887079	-0.0203804296	-0.0147198237	0.0314806503	-0.0090197381	-0.0246788648	0.0276300728	0.0038430239	-0.0305280975	0.0191782178	0.0160658013	-0.0312934403	0.0075325854	0.0256131168	-0.0268474397	-0.0053674596	0.0308950416	-0.0179304946	0.0000000000
-0.0119723781	-0.0225674711	0.0290561874	0.0005716364	-0.0294889220	0.0217517829	0.0130225972	-0.0316100238	0.0109065181	0.0233536767	-0.0285854931	-0.0017141624	0.0298831318	-0.0209076778	-0.0140558033	0.0315480664	-0.0098264096	-0.0241093726	0.0280774543	0.0028544490	-0.0302383017	0.0200362585	0.0150706466	-0.0314448940	0.0087334637	0.0248335715	-0.0275327345	-0.0039910065	0.0305539677	-0.0191386634	0.0000000000
-0.0120183750	-0.0224976970	0.0291147963	0.0003728180	-0.0293981077	0.0219673546	0.0127047036	-0.0316218968	0.0113253680	0.0230155375	-0.0288153060	-0.0011182469	0.0296650827	-0.0214248050	-0.0133839721	0.0315955361	-0.0106260675	-0.0235205884	0.0284998031	0.0018630543	-0.0299155730	0.0208703498	0.0140558033	-0.0315516180	0.0099208621	0.0240125691	-0.0281684631	-0.0026068265	0.0301494393	-0.0203042971	0.0000000000
-0.0120643423	-0.0224277006	0.0291727581	0.0001739849	-0.0293054781	0.0221809731	0.0123852724	-0.0316287713	0.0117419522	0.0226717139	-0.0290365075	-0.0005219336	0.0294346516	-0.0219315611	-0.0127047036	0.0316230294	-0.0114181410	-0.0229129835	0.0288967428	0.0008698192	-0.0295602628	0.0216794949	0.0130225972	-0.0316134606	0.0110929480	0.0231514800	-0.0287534809	-0.0012175995	0.0296822965	-0.0214248050	0.0000000000
-0.0121102798	-0.0223574827	0.0292300714	-0.0000248551	-0.0292110391	0.0223926193	0.0120643423	-0.0316306462	0.0121561873	0.0223222909	-0.0292490315	0.0000745653	0.0291919346	-0.0224277006	-0.0120183750	0.0316305290	-0.0122020648	-0.0222870439	0.0292679193	-0.0001242752	-0.0291727581	0.0224627265	0.0119723781	-0.0316303337	0.0122479122	0.0222517419	-0.0292867349	0.0001739849	0.0291535095	-0.0224976970	0.0000000000
-0.0121561873	-0.0222870439	0.0292867349	-0.0002236941	-0.0291147963	0.0226022746	0.0117419522	-0.0316275213	0.0125679905	0.0219673546	-0.0294528145	0.0006710376	0.0289370331	-0.0229129835	-0.0113253680	0.0316180301	-0.0129772794	-0.0216432706	0.0296130019	-0.0011182469	-0.0287534809	0.0232191085	0.0109065181	-0.0316022134	0.0133839721	0.0213148567	-0.0297672650	0.0015652324	0.0285641764	-0.0235205884	0.0000000000
-0.0122020648	-0.0222163849	0.0293427474	-0.0004225243	-0.0290167558	0.0228099201	0.0114181410	-0.0316193971	0.0129772794	0.0216069928	-0.0296477956	0.0012672713	0.0286700535	-0.0233871747	-0.0106260675	0.0315855405	-0.0137432315	-0.0209821786	0.0299316827	-0.0021111138	-0.0283028880	0.0239477367	0.0098264096	-0.0315291398	0.0144993743	0.0203423885	-0.0301942061	0.0029534495	0.0279155212	-0.0244912060	0.0000000000
-0.0122479122	-0.0221455064	0.0293981077	-0.0006213378	-0.0289169237	0.0230155375	0.0110929480	-0.0316062747	0.0133839721	0.0212412944	-0.0298339166	0.0018630543	0.0283911072	-0.0238500448	-0.0099208621	0.0315330809	-0.0144993743	-0.0203042971	0.0302236778	-0.0031018953	-0.0278214699	0.0246477402	0.0087334637	-0.0314112166	0.0155923971	0.0193359607	-0.0305667896	0.0043359486	0.0272088910	-0.0254073926	0.0000000000
-0.0122937293	-0.0220744092	0.0294528145	-0.0008201267	-0.0288153060	0.0232191085	0.0107664125	-0.0315881564	0.0137879873	0.0208703498	-0.0300111219	0.0024581747	0.0281003106	-0.0243013697	-0.0092101438	0.0314606844	-0.0152451682	-0.0196101683	0.0304887267	-0.0040896125	-0.0273097511	0.0253182824	0.0076291082	-0.0312486118	0.0166613535	0.0182972534	-0.0308843448	0.0057100529	0.0264457533	-0.0262671120	0.0000000000
-0.0123395161	-0.0220030938	0.0295068666	-0.0010188832	-0.0287119091	0.0234206150	0.0104385740	-0.0315650450	0.0141892441	0.0204942507	-0.0301793584	0.0030524209	0.0277977852	-0.0247409309	-0.0084943074	0.0313683967	-0.0159800808	-0.0189003479	0.0307265932	-0.0050732897	-0.0267682889	0.0259585616	0.0065147860	-0.0310415565	0.0177045936	0.0172280007	-0.0311463000	0.0070731022	0.0256276931	-0.0270684535	0.0000000000
-0.0123852724	-0.0219315611	0.0295602628	-0.0012175995	-0.0286067393	0.0236200390	0.0101094722	-0.0315369441	0.0145876622	0.0201130898	-0.0303385758	0.0036455814	0.0274836571	-0.0251685156	-0.0077737508	0.0312562763	-0.0167035877	-0.0181754036	0.0309370652	-0.0060519551	-0.0261976729	0.0265678126	0.0053919526	-0.0307903453	0.0187205072	0.0161299876	-0.0313521836	0.0084224576	0.0247564092	-0.0278096361	0.0000000000
