t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	t_comp_cor_07	t_comp_cor_08	t_comp_cor_09
-0.0455589019	-0.0504833404	-0.0326914947	0.0090469718	0.0054320646	-0.0026664593	0.0093682313	-0.0302925461	0.0339118123	0.0177037903
-0.0425151851	-0.0690867737	-0.0128304422	0.0021204942	-0.0286642128	-0.0129705445	-0.0111480101	-0.0367144422	0.0178942105	-0.0035752989
-0.0441251070	-0.0819492682	0.0223675480	-0.0167277218	-0.0154521553	0.0057529781	0.0024348845	-0.0136787128	0.0088898514	0.0015041935
-0.0499441411	-0.0886821895	0.0047122145	-0.0108332736	0.0276220383	-0.0243862650	0.0046203222	-0.0058646488	0.0037171850	-0.0144708292
-0.0484726382	-0.0867989153	-0.0382403220	0.0117490473	0.0128324750	-0.0013920273	0.0045847806	0.0117189862	0.0114582499	-0.0005171966
-0.0443087378	-0.0805638287	-0.0081768356	0.0241717827	-0.0283273943	0.0086427450	-0.0108189417	-0.0019109329	0.0002294368	-0.0179306182
-0.0567547639	-0.0703336927	0.0323370398	-0.0073094708	-0.0207106754	0.0044696988	-0.0040247474	0.0170501085	-0.0223949644	-0.0195242314
-0.0550390694	-0.0536363488	0.0144566595	0.0043710556	0.0286705813	-0.0148306749	0.0126018983	0.0132214148	0.0014333454	-0.0192003288
-0.0645491003	-0.0488506213	-0.0144829738	0.0227272891	0.0307336765	0.0018140363	-0.0125163687	0.0202330443	-0.0204546790	-0.0279962669
-0.0484769512	-0.0390494031	-0.0285512669	0.0463810612	-0.0171559379	-0.0215378476	0.0050279171	0.0130938189	0.0231029043	-0.0136187302
-0.0641659651	-0.0460598083	0.0253364265	0.0464047796	-0.0348443666	0.0111737956	-0.0192978660	0.0075141975	0.0151041942	-0.0294460400
-0.0647092287	-0.0471825311	0.0418715624	0.0166722112	-0.0110206059	-0.0119078155	0.0099106267	0.0262008631	0.0069952810	-0.0249386058
-0.0436294450	-0.0549964527	0.0164649017	0.0228255407	0.0392991174	-0.0073647294	-0.0269568024	0.0441422172	-0.0072903532	-0.0162905052
0.1097219130	-0.0168291422	-0.0444518320	-0.0140023188	0.0042107361	-0.0199404368	0.0208732395	0.0218635680	0.0229937748	-0.0211837528
0.1055658103	0.0318880349	-0.0404035430	-0.1013439206	0.0036892339	0.0295618077	0.0597562347	-0.0475191449	0.0033291093	-0.1686285403
-0.0130798862	-0.0132200021	0.0191432576	0.0321989784	0.0290616620	0.0169518108	-0.0234236917	0.0499820536	-0.0062674907	0.0013719501
0.0119499322	-0.0041795094	0.0052219245	0.0426943633	-0.0269028002	-0.0066350461	-0.0464943673	0.0448748869	-0.0313404771	-0.0104887075
0.0968525491	0.0315136766	0.0202278706	-0.0289412058	-0.0137387160	-0.0042916016	0.0380067541	0.0423874295	0.0022556983	-0.0101089049
0.1114962588	0.0431640848	-0.0022217561	-0.0194170108	0.0407309477	0.0177599015	-0.0274381991	0.0020594813	0.0367382295	-0.0259135476
0.0921635466	0.0357487301	-0.0276154168	-0.0149562811	-0.0204951430	-0.0373650826	-0.0021913610	0.0140670194	0.0001592252	-0.0357313325
0.1071590448	0.0323247182	0.0018810652	-0.0425811979	-0.0149969889	0.0343192256	0.0110090716	-0.0059336314	0.0309250015	-0.0291939617
0.0940933444	0.0304262216	0.0105851480	-0.0378017888	0.0218939817	-0.0206098013	0.0055188288	-0.0135750284	0.0279917512	-0.0208157848
0.1001658226	0.0263149227	-0.0275358291	-0.0164460485	0.0279193289	0.0051973705	0.0037126798	-0.0291491613	0.0076291340	-0.0256208096
0.0842928498	0.0142948974	-0.0218637192	-0.0009136683	-0.0160480539	-0.0390188686	-0.0070414816	-0.0399700983	0.0407206115	-0.0055322780
0.0825209206	-0.0044863657	0.0088741526	-0.0282069992	-0.0177233438	0.0273819825	0.0156948981	-0.0479729734	0.0130031367	-0.0050765861
0.0720605487	-0.0182622626	0.0249670073	-0.0320337702	0.0096899754	-0.0382685046	0.0142248076	-0.0432228484	-0.0041970403	0.0078239219
0.0839340233	-0.0195164260	-0.0205982221	-0.0156491587	0.0440578410	0.0043905556	0.0123446357	-0.0499738534	-0.0267465310	-0.0051683974
0.0766636213	-0.0107048030	-0.0206111382	0.0037294497	-0.0140540474	-0.0439831912	-0.0023618284	-0.0531067637	-0.0163883230	0.0103615206
0.0680891620	-0.0134794342	0.0084988174	-0.0139763780	-0.0191324809	0.0443560700	0.0218782985	-0.0460054065	-0.0308920337	0.0130153558
0.0747621310	-0.0113674825	0.0376574814	-0.0227864990	0.0123424964	-0.0318404775	-0.0031854731	-0.0481498032	-0.0404864964	0.0074892399
0.0791385496	-0.0098211201	-0.0191900124	0.0162671137	0.0397699352	0.0170667652	0.0277983224	-0.0419184734	-0.0452429477	0.0077736907
0.0462953140	0.0025539332	-0.0089482308	0.0029158652	-0.0220417345	-0.0315480254	-0.0290812951	-0.0453296391	-0.0326656932	0.0141798499
0.0493778842	-0.0029436967	0.0176109896	-0.0106174301	-0.0216280247	0.0213490947	0.0453831168	-0.0339542110	-0.0264216995	0.0187298958
0.0582287569	-0.0042443750	0.0356492301	-0.0008135780	0.0288277697	-0.0124893436	-0.0345149487	-0.0451764656	-0.0392047550	0.0115236250
0.0576677884	-0.0004172479	-0.0224278228	0.0322557045	0.0056146088	-0.0057955702	0.0536791608	-0.0274257670	-0.0346846184	0.0137219423
0.0609805527	-0.0007132722	0.0158923182	0.0255759981	-0.0120420380	0.0212741188	-0.0383384325	-0.0494525056	-0.0004005668	0.0180093880
0.0477402041	-0.0038591676	0.0421350453	0.0111710034	0.0010161774	-0.0293595930	0.0248924201	-0.0222808106	-0.0279591555	0.0205146633
0.0525475755	-0.0057836328	-0.0117076478	0.0167463034	0.0441232729	0.0212099904	0.0015694406	-0.0243012977	-0.0295289309	0.0119399698
0.0529270105	0.0031751943	-0.0114866717	0.0279857951	-0.0273050811	-0.0242729084	-0.0077118948	-0.0241909935	-0.0387970910	0.0061336258
0.0535272703	0.0083342650	0.0283819327	0.0164162779	-0.0152131278	0.0394561747	0.0365946177	-0.0150748548	-0.0256561041	0.0100907140
0.0445765774	0.0112910834	0.0353213317	0.0365271769	0.0332358562	0.0088586486	-0.0322748843	-0.0247832869	-0.0165707184	0.0158392702
0.0428332224	0.0147116851	-0.0219551595	0.0386092430	-0.0088355023	-0.0146105285	0.0140148005	-0.0076927569	-0.0343272129	0.0018159920
0.0424549119	0.0153801163	0.0252623128	0.0241368372	-0.0231923563	0.0588087775	-0.0062259492	-0.0199066544	-0.0120005010	0.0099497038
0.0355887200	0.0210105116	0.0459714261	0.0089088446	0.0099246617	-0.0246372319	-0.0320361301	-0.0207083928	-0.0333245171	-0.0060264258
0.0508671045	0.0146133079	0.0018706581	0.0729640379	-0.0115276039	-0.0122155575	0.0467841548	-0.0042263726	-0.0208456801	0.0147680711
-0.0231615961	0.0184585718	0.0250732561	-0.0007043295	-0.0049586544	0.0304342379	0.0145750804	-0.0051216375	-0.0533101596	0.0029718766
-0.1181404320	0.0406897147	-0.0084827093	0.0072690255	-0.0002759496	0.0463931972	0.0174050845	0.0172352308	-0.0612910943	0.0188661474
-0.0677799181	0.0415411794	0.0217156619	0.0210802513	-0.0151637138	0.0388151044	0.0092984600	0.0373719310	-0.0285200240	0.0200467822
-0.0668181138	0.0587558448	-0.0076718185	0.0162879789	0.0029768986	0.0232496072	0.0041544713	0.0414387346	-0.0160742521	0.0030990894
-0.0441733427	0.0585320863	0.0140403157	0.0257581731	-0.0189006690	0.0292759179	0.0167517446	0.0239742321	0.0324800259	0.0135118894
-0.0704219944	0.0558594606	0.0079432826	-0.0030507991	0.0364436687	0.0112425474	-0.0294746809	0.0166929424	0.0178176604	-0.0006702946
-0.0538011283	0.0452904856	-0.0293665702	0.0044155576	-0.0295079787	-0.0355382339	-0.0099347729	0.0112424678	0.0007146588	-0.0126690912
-0.0627314692	0.0360057334	0.0112088300	-0.0204821398	-0.0123796009	0.0241480089	0.0457432338	0.0139263222	0.0350825085	0.0072437348
-0.0448201249	0.0170197826	-0.0121493985	-0.0090886366	0.0352116885	0.0133040669	-0.0308032121	-0.0068319892	0.0227724593	0.0051312225
-0.0561167169	0.0024412937	-0.0166033512	-0.0074728606	-0.0175040794	-0.0190535127	-0.0325299196	-0.0012189158	0.0103772387	0.0147285397
-0.0504783424	-0.0097015700	0.0233021826	-0.0206380346	-0.0040001119	-0.0302275702	0.0069966528	0.0251638890	-0.0251552092	0.0117136205
-0.0481371957	0.0044212086	-0.0386710447	-0.0006159802	0.0262628794	0.0218173647	0.0321774508	0.0360224878	-0.0146343796	0.0242628766
-0.0426845067	0.0209025987	-0.0134577402	-0.0055448726	-0.0272395513	0.0043793455	-0.0473755730	0.0166206121	-0.0144410332	0.0028517694
-0.0361445671	0.0289127148	0.0191254210	-0.0015965501	-0.0129209715	-0.0021468992	0.0476072779	0.0290503791	0.0058792265	0.0215946719
-0.0519887852	0.0285347255	0.0037986908	0.0078535914	0.0328357147	0.0089996314	-0.0354847318	0.0016918579	0.0049053221	0.0115836886
-0.0467191542	0.0230332724	-0.0409131840	0.0119609114	-0.0137611834	-0.0256916909	0.0273325533	0.0106041542	0.0071144217	0.0173922072
-0.0459986579	0.0149822779	0.0004520856	-0.0017459626	-0.0266194905	0.0257162627	-0.0237100887	-0.0008336769	0.0242065714	0.0115716285
-0.0298470425	0.0143042381	0.0233333409	-0.0233661681	-0.0044319966	-0.0253669987	0.0150144823	0.0102153075	0.0231852277	0.0172008307
0.0653968385	0.0209355735	-0.0370930408	-0.0458006412	0.0437387459	0.0112172470	0.0340791580	-0.0354957492	0.0439592685	-0.0500884402
0.0062513027	0.0024594717	-0.0319497453	-0.0478572268	-0.0113057338	-0.0076273883	-0.0311026488	-0.0145283938	0.0137504424	-0.0071287882
-0.0220284088	-0.0054409722	0.0191878087	-0.0350812382	-0.0052984319	-0.0198600082	0.0032979777	0.0168059195	-0.0155239413	0.0301060594
-0.0068959914	0.0061389089	-0.0447247257	-0.0247713554	0.0284768867	0.0115104887	0.0339723562	0.0186480350	-0.0022052161	0.0150803728
-0.0175739615	0.0130349253	-0.0140268966	-0.0168079636	-0.0245112386	0.0008976534	-0.0460540779	0.0063726488	0.0154235105	0.0107845004
-0.0148674494	0.0091765582	0.0173971725	-0.0272418757	-0.0055924329	-0.0151500984	0.0397940049	0.0240117178	0.0147564202	0.0147766075
-0.0127986532	0.0099916960	-0.0142568486	-0.0048039789	0.0341567719	0.0243554648	-0.0232489899	-0.0065727426	0.0282244500	0.0204919464
-0.0214320370	0.0076628811	-0.0204384194	-0.0028456782	-0.0286330152	-0.0337541941	-0.0181605496	0.0010586317	-0.0004746957	0.0100217811
-0.0265930872	0.0049657932	0.0026864164	-0.0293898114	-0.0222415729	0.0379052132	0.0056573168	0.0053898076	0.0240781737	0.0177315882
-0.0228070381	0.0046818519	0.0110024722	-0.0271605738	0.0195442040	-0.0190778861	-0.0157198067	-0.0045050076	0.0225409062	0.0173160867
-0.0172720212	-0.0049602059	-0.0333379138	0.0001508987	0.0123880938	0.0037590559	0.0114497548	-0.0059291890	0.0159214525	0.0199857872
-0.0202061120	-0.0165874491	-0.0171553987	-0.0154410763	-0.0172398780	-0.0148181999	-0.0423163274	-0.0159207340	0.0330387293	0.0193174744
-0.0151276608	-0.0371279243	0.0114698182	-0.0332526794	-0.0140366586	-0.0146159968	0.0208023778	0.0085495872	0.0188249332	0.0206333897
-0.0127501936	-0.0364339614	-0.0264914355	-0.0126229485	0.0316273381	0.0198795815	-0.0087047696	0.0141553530	0.0312830861	0.0296919416
-0.0282417393	-0.0377044381	-0.0130350061	-0.0240940953	-0.0267150926	-0.0256846975	-0.0522686662	0.0281294374	-0.0103489663	0.0129565632
-0.0195161089	-0.0255940720	0.0041587172	-0.0513356116	-0.0089335410	-0.0039269381	0.0182951390	0.0510055742	-0.0096523185	0.0224322424
-0.0208654932	-0.0096741134	-0.0088325001	-0.0325995203	0.0397439635	0.0007367263	-0.0392406352	0.0349778632	-0.0141839878	0.0086805790
-0.0171360930	0.0078815430	-0.0434691822	-0.0103380548	-0.0087190723	-0.0289220132	0.0128702381	0.0363524891	0.0063009108	0.0154699988
-0.0160996588	0.0113179705	0.0015538667	-0.0047368765	-0.0180931437	0.0180891558	-0.0318352497	0.0226659587	0.0387971698	0.0287360895
-0.0299428188	0.0068405575	0.0174168208	-0.0397238716	0.0008729746	-0.0272240991	-0.0003246333	0.0355286898	0.0184335232	0.0291003209
-0.0201724219	0.0035983225	-0.0145541934	-0.0317830993	0.0414688954	0.0041008047	-0.0220553380	0.0301414572	-0.0006945664	0.0175341767
-0.0246614717	0.0115754278	-0.0472378568	-0.0128047774	-0.0078339172	-0.0333642581	0.0045208195	0.0337801631	0.0126115125	0.0285715989
-0.0092710986	0.0074610742	-0.0102080145	-0.0244080848	-0.0224009545	0.0385677498	-0.0282311226	0.0201983200	0.0198745512	0.0305662811
-0.0296048954	0.0051893115	0.0236355661	-0.0327351276	-0.0018076373	-0.0362670222	-0.0193530003	0.0263418240	0.0009670427	0.0401582226
-0.0239392742	0.0044929202	-0.0426632994	-0.0138922663	0.0286795998	0.0145310662	0.0136001313	0.0392686680	0.0071844704	0.0514506842
-0.0232911001	0.0135174197	-0.0322873805	-0.0369293297	-0.0317199331	-0.0031617023	-0.0367310189	0.0182938346	-0.0189674734	0.0379651006
-0.0236307544	0.0256040341	0.0021275927	-0.0487922782	-0.0187559028	0.0297356709	0.0115082802	0.0241804547	0.0004655927	0.0486084848
-0.0305242816	0.0311528428	0.0021696443	-0.0459224426	0.0239737280	-0.0092867584	-0.0117764678	0.0029472979	0.0195609366	0.0557629316
-0.0218108561	0.0232161328	-0.0363338723	-0.0226900015	0.0231584112	0.0029996680	-0.0014943656	-0.0004816761	-0.0176906998	0.0374974539
-0.0244550492	0.0175938939	-0.0444232781	-0.0213316023	-0.0215630813	-0.0379080961	-0.0213898044	-0.0038167265	0.0362450460	0.0483621566
-0.0164657879	0.0008642513	-0.0003929328	-0.0184774899	-0.0183455454	0.0079104240	-0.0033193886	0.0022886575	0.0497797010	0.0480086794
-0.0342329420	0.0000121006	0.0117607316	-0.0534552659	0.0125648373	-0.0257582924	-0.0122518886	0.0147592574	0.0564592172	0.0660151842
-0.0180319437	-0.0031791121	-0.0242425300	-0.0503314399	0.0383371408	-0.0145484541	0.0029267677	0.0139303635	0.0003122270	0.0279342075
-0.0337946119	-0.0033346411	-0.0300499743	0.0027062838	0.0099135595	-0.0135438545	-0.0142221737	0.0006328756	0.0153976941	0.0557640065
0.0153145908	-0.0092142163	-0.0173244157	-0.0008770636	-0.0255163757	-0.0043873699	-0.0124143621	-0.0008243912	0.0098318847	0.0418454022
0.0281990880	-0.0018324919	-0.0346324687	-0.1371607576	-0.0170636063	0.0018116896	0.0061572825	-0.0286855083	0.0245293393	-0.0215315494
-0.0244117401	-0.0268719968	0.0206522522	0.0535326031	0.0174066498	0.0082027461	0.0158667798	-0.0345124176	-0.0080012130	-0.1715134653
0.0022602102	-0.0287817708	0.0027232737	0.0725780275	-0.0114857691	-0.0143615341	0.0248529008	-0.0048759346	-0.0315309074	-0.1723736388
0.0040116067	-0.0226759474	0.0276839409	0.0529425512	-0.0244810104	0.0435227863	0.0146417034	-0.0025640071	-0.0156190748	-0.1116035448
0.0178438609	-0.0099279155	0.0554009062	0.0507905507	0.0046417289	-0.0132573489	0.0121120560	0.0079277869	0.0133732703	-0.0850047378
0.0101539244	-0.0079847642	0.0192985424	0.0505485962	0.0293853211	0.0108850332	0.0224405515	-0.0040374822	-0.0035489663	-0.1005769084
0.0139678951	-0.0083316852	0.0189433951	0.0710259721	0.0029636582	-0.0272857738	-0.0141219997	-0.0128701612	0.0255110388	-0.0888541741
0.0129649249	-0.0226088407	0.0109893531	0.0613644563	-0.0216461859	-0.0040899168	0.0187687705	-0.0052722255	0.0463295833	-0.0679010874
0.0256723894	-0.0393073903	0.0441821880	0.0449818731	-0.0120281365	0.0103147923	-0.0045015362	-0.0070288813	0.0483619358	-0.0591746786
0.0171906702	-0.0495637839	0.0425614853	0.0411337722	0.0136827039	-0.0166448925	0.0317937458	-0.0034919627	0.0683477992	-0.0334268802
0.0218979848	-0.0652861963	0.0139552903	0.0483783919	0.0335967975	-0.0042838178	0.0035252095	-0.0084360197	0.0184280802	-0.0668852229
0.0155961221	-0.0652069823	-0.0050173861	0.0663400962	-0.0142045444	-0.0265354567	0.0030957849	-0.0202528423	0.0169868588	-0.0475022907
0.0258175658	-0.0629065378	0.0127449213	0.0342702115	-0.0279044967	0.0281220990	0.0123186602	-0.0165349675	-0.0185207329	-0.0444794131
0.0205898284	-0.0470182845	0.0438507977	0.0215477325	-0.0199882883	0.0021712766	0.0045149261	-0.0144765862	-0.0201046736	-0.0289446704
0.0230051948	-0.0335290346	0.0352367644	0.0270105287	0.0179753978	-0.0093767765	0.0173331295	-0.0208523986	0.0010850053	-0.0170749387
0.0185893883	-0.0319007189	0.0202827531	0.0483825239	0.0318049749	-0.0017366122	0.0131798383	-0.0248165087	-0.0485542817	-0.0417151793
0.0163274828	-0.0263243306	-0.0066673875	0.0627997508	0.0084847260	-0.0028450065	0.0058248006	-0.0348033379	-0.0040866865	-0.0092995937
0.0196406025	-0.0353156391	-0.0006587371	0.0334126015	-0.0348314937	0.0111614376	0.0048874209	-0.0299791328	-0.0374656020	-0.0205211887
0.0233605898	-0.0376401176	0.0359403424	0.0130499710	-0.0229258053	0.0372761665	0.0012212687	-0.0311882156	-0.0380500070	-0.0113171330
0.0111962561	-0.0287285034	0.0430248971	0.0189240164	0.0121730902	-0.0279535508	0.0197905674	-0.0277257142	-0.0327143552	-0.0145419719
0.0140132832	-0.0326580869	-0.0100648961	0.0506254080	0.0329213756	0.0246026727	0.0217245651	-0.0171561736	-0.0308828463	-0.0052458273
0.0212802048	-0.0230705955	0.0065375767	0.0249797757	-0.0293451190	0.0076556138	-0.0290753212	-0.0191239785	-0.0591055161	-0.0084849562
0.0232414253	-0.0112625736	0.0328790638	0.0101556935	-0.0137200914	0.0062730678	0.0370262243	-0.0005334693	-0.0706617562	-0.0068212864
0.0163192664	0.0058418431	0.0227334729	0.0304804400	0.0376863638	0.0144270971	-0.0177176143	-0.0185722403	-0.0533875467	-0.0143104579
0.0153057024	0.0210073786	-0.0132366464	0.0519184023	-0.0166732951	-0.0165937984	0.0072806139	-0.0036251187	-0.0543570182	-0.0104429292
0.0189167701	0.0300015312	0.0197184726	0.0249297719	-0.0311834471	0.0462822524	-0.0085844342	-0.0159952240	-0.0322896890	0.0036876052
0.0158477805	0.0376537027	0.0448843435	0.0154574431	-0.0088514955	-0.0028784032	0.0174371397	-0.0076994879	-0.0139340133	0.0115881214
0.0119463294	0.0386696236	0.0234121971	0.0371375880	0.0303502941	0.0082409345	0.0075874936	-0.0301142456	-0.0185701370	-0.0098254730
0.0057742573	0.0319414820	-0.0118812915	0.0499608912	0.0115765706	0.0043289885	0.0208821127	-0.0210900927	-0.0207760545	0.0066180713
0.0168920952	0.0190205782	-0.0038091593	0.0203078596	-0.0284056560	0.0158193343	-0.0229975547	-0.0295240981	-0.0201919610	0.0070693976
0.0102747968	0.0139772291	0.0330412413	-0.0059059263	-0.0227218190	0.0095466487	0.0352006158	-0.0109048939	-0.0491802523	-0.0016550820
0.0132113460	0.0173865076	0.0156934203	0.0100458459	0.0441312402	0.0192013270	-0.0273432484	-0.0320808536	-0.0200334688	-0.0030935518
0.0129065013	0.0227806037	-0.0069636348	0.0407959809	-0.0283426314	-0.0340413837	0.0081937386	-0.0160078153	-0.0586533367	-0.0081737596
0.0120817467	0.0283123211	0.0134338230	-0.0045805975	-0.0199121817	0.0587880577	0.0051142391	-0.0188611443	-0.0083607687	0.0113910008
0.0117553546	0.0357149164	0.0398930607	-0.0018207826	0.0122472408	-0.0282745539	0.0004551546	-0.0195901321	-0.0255885126	0.0062423668
0.0092946476	0.0354288494	-0.0216263945	0.0195171808	0.0320337836	0.0282786708	0.0095651526	-0.0294580831	-0.0135960968	0.0010719696
0.0041708520	0.0275489585	0.0009734569	0.0272773822	-0.0311716751	-0.0314648052	-0.0163425701	-0.0350762223	-0.0016215345	-0.0096272889
0.0057830684	0.0129114027	0.0188118261	-0.0021838814	-0.0179413969	0.0399682313	0.0289983671	-0.0142842596	0.0092617278	0.0178080189
0.0131549899	0.0039276088	0.0374460355	-0.0065524935	0.0159254255	-0.0375300298	-0.0161597485	-0.0150914021	-0.0091613329	0.0001824067
0.0112911164	-0.0027386792	-0.0334966137	0.0178206204	0.0317295828	0.0241357965	0.0290395883	0.0080889774	0.0058050189	0.0094543101
0.0111389119	-0.0084638936	0.0006211121	0.0070901894	-0.0238934689	-0.0208874585	-0.0533724949	0.0017166438	0.0041058830	-0.0112861609
0.0109833736	-0.0118315771	0.0247160944	-0.0036240349	-0.0061188672	0.0064145495	0.0429989249	0.0261160372	0.0148262733	0.0092819148
0.0103292466	-0.0115139465	0.0053958009	-0.0156308373	0.0368846110	-0.0084853417	-0.0239988975	0.0199586744	-0.0196168883	-0.0059846078
0.0095575061	0.0007969062	-0.0350612712	0.0099330922	0.0149151895	-0.0025714269	0.0103905650	0.0244308847	0.0030337813	0.0133834705
0.0189747947	0.0064326813	-0.0145931929	0.0011199106	-0.0276190336	-0.0179682811	-0.0307602000	0.0089028259	-0.0031106012	-0.0017075813
0.0087235251	0.0086459434	0.0100401833	-0.0047520156	-0.0127522874	0.0413981593	0.0279558278	0.0113670697	0.0258914074	0.0031269688
0.0033820132	0.0034913437	0.0279641170	-0.0000072109	0.0267029993	-0.0221993611	-0.0178207227	-0.0023584317	0.0146167154	0.0037721867
0.0130489193	-0.0013005471	-0.0399058378	0.0065766484	0.0198505303	0.0071433838	0.0266184862	0.0164744543	0.0112087125	0.0213782305
0.0113797407	0.0021738906	-0.0147037368	-0.0106885013	-0.0257562968	-0.0035719859	-0.0474318783	0.0029551259	-0.0064795851	0.0015246271
0.0175284953	0.0026147624	0.0104194465	-0.0176832472	-0.0156234916	0.0201253928	0.0452029533	0.0211151432	0.0076061136	0.0043364812
0.0065463312	0.0070721416	0.0138712117	-0.0047440681	0.0352634654	0.0077531011	-0.0435938965	-0.0075274626	0.0099665992	-0.0097966323
0.0114362040	0.0060298970	-0.0444725370	0.0097276945	0.0001060903	-0.0071722810	0.0274072510	0.0192905946	0.0074570892	0.0090399848
0.0101046305	0.0063893139	-0.0032458441	-0.0188861657	-0.0220649953	0.0296704249	-0.0449954359	0.0021013127	0.0042435839	0.0031057064
0.0086442185	0.0123442592	0.0164028969	-0.0273343001	-0.0110749868	-0.0072073143	0.0338485298	0.0140104557	0.0121412543	0.0191046812
0.0079992803	0.0150463542	0.0006178067	-0.0185725365	0.0404668408	0.0069777614	-0.0321835150	-0.0056021517	0.0088479253	0.0005311566
0.0132271179	0.0106300210	-0.0293119538	0.0156889869	-0.0142481382	-0.0310699506	0.0170057386	0.0005544823	-0.0038237550	-0.0035773387
0.0034523248	0.0000833068	-0.0019201891	-0.0218322605	-0.0186933197	0.0353083618	-0.0315130649	-0.0021559170	0.0136895666	0.0045675870
0.0154967970	-0.0105020800	0.0226366782	-0.0314395674	-0.0069302483	-0.0341001401	0.0264974555	0.0377040208	-0.0220922347	0.0064056556
0.0140444685	-0.0069939807	-0.0184515767	-0.0144806590	0.0501103722	0.0247420668	-0.0244421349	0.0366872783	0.0096499547	0.0022553719
0.0182194668	-0.0005713462	-0.0315392497	-0.0001571544	-0.0254929449	-0.0323138698	-0.0070863943	0.0456354445	-0.0105506956	-0.0126588122
0.0128596587	0.0027114421	0.0148690700	-0.0090589690	-0.0113415185	0.0306059311	0.0170475220	0.0368592343	0.0326537293	-0.0072732630
0.0151144744	0.0052217472	0.0144177091	-0.0269343339	0.0291601855	-0.0182227783	-0.0048550623	0.0278446245	0.0025866144	-0.0102521205
0.0172518934	0.0187415690	-0.0318635590	-0.0041026656	0.0249221525	0.0009743269	-0.0092188696	0.0243211955	0.0145011725	0.0016032252
0.0220611929	0.0221645557	-0.0291571220	-0.0089330454	-0.0260381787	-0.0287277241	-0.0146330650	0.0142261584	0.0227586382	-0.0065192452
0.0113454871	0.0138790096	0.0124905368	-0.0134157866	-0.0144357859	0.0280888036	0.0045852732	0.0031511179	0.0491697661	-0.0076742035
0.0131902707	0.0023063938	0.0168746150	-0.0231601668	0.0215325427	-0.0289780531	0.0164460356	0.0034829577	0.0446143921	0.0081399287
0.0149442279	-0.0089352514	-0.0318655076	-0.0203389130	0.0391600323	0.0062022786	0.0001507611	0.0147958006	0.0138254779	0.0051474086
0.0275396451	-0.0096168116	-0.0403900695	-0.0041905141	-0.0150852596	-0.0154225365	-0.0116719873	0.0199175930	0.0151990815	0.0079638408
0.0315256730	-0.0095729291	-0.0050004046	-0.0292900784	-0.0299948966	0.0319774815	-0.0138260842	0.0238646204	-0.0010165407	-0.0075704628
0.0500393926	0.0007702309	0.0064732027	-0.0646904837	-0.0114579909	-0.0388602492	-0.0168192440	0.0443374405	0.0150470963	0.0353479329
-0.0164681409	0.0126104490	-0.0418647150	-0.0341079108	-0.0076321791	-0.0179789972	0.0074000677	0.0657229714	0.0233862254	0.0633212200
-0.0600891486	0.0183575690	-0.0197997926	-0.0793218743	-0.0271751685	0.0045727232	-0.0203735871	0.0801020486	-0.0042231187	0.0794809065
-0.0321327968	0.0411740298	0.0047436784	-0.0589399194	0.0009345136	-0.0041736198	-0.0114592775	0.0677176446	0.0050310412	0.0564048812
-0.0124530931	0.0551729892	-0.0083782424	-0.0347236334	0.0310756584	0.0027048569	0.0018613569	0.0422775527	-0.0015202281	0.0284767938
-0.0116143887	0.0532923593	-0.0252168145	-0.0227021169	0.0273005237	0.0108232089	-0.0249392460	0.0201224290	-0.0036778642	0.0226967192
-0.0009593954	0.0491555339	-0.0415876964	-0.0122729344	-0.0159863506	-0.0331701133	-0.0197931662	0.0045585383	0.0436866561	0.0318717519
-0.0117327740	0.0371809838	0.0006000983	-0.0242972202	-0.0203379865	0.0041333069	-0.0144239236	-0.0062102094	0.0630394737	0.0289313430
-0.0156889885	0.0283640619	0.0065900536	-0.0280484901	-0.0030471682	-0.0153324971	0.0283897929	-0.0122016337	0.0793368109	0.0456748082
-0.0167494521	0.0094521195	-0.0144927779	-0.0184848509	0.0231542805	-0.0198008911	-0.0246230307	-0.0321635551	0.0507522866	0.0256290107
-0.0103760406	-0.0174188137	-0.0326629231	-0.0092504573	-0.0140564393	-0.0434428271	0.0160255885	-0.0312915531	0.0695237427	0.0394737445
-0.0152391445	-0.0533037938	-0.0078264597	-0.0304466161	-0.0141188713	0.0069878326	-0.0151017611	-0.0431571311	0.0646965834	0.0302495491
-0.0100924070	-0.0755885978	0.0094875966	-0.0451782043	-0.0006469180	-0.0385642601	0.0109958613	-0.0301259517	0.0425750019	0.0443887786
-0.0135275633	-0.0897940668	-0.0301979926	-0.0287956436	0.0364714934	0.0027251302	-0.0063657794	-0.0296227160	0.0253490844	0.0255229172
0.0001360029	-0.0887872399	-0.0451609554	-0.0183081106	-0.0190863063	-0.0271892278	0.0028424874	-0.0230900959	0.0045659862	0.0372380315
-0.0125263827	-0.0843527209	-0.0059954916	-0.0376292874	-0.0169262168	0.0474414670	0.0034848472	-0.0288900910	-0.0011587250	0.0304676399
0.0101684576	-0.0798509771	0.0165665944	-0.0432056954	0.0125270789	-0.0388990498	-0.0029734953	-0.0169685687	-0.0210058138	0.0395407799
-0.0036434109	-0.0695507482	-0.0465876149	-0.0031305337	0.0211673745	0.0124346588	0.0401188674	-0.0022374478	-0.0038732052	0.0392870487
