rmsd
5.419750000000000262e-02
4.763080000000000092e-02
4.255520000000000136e-02
6.391750000000000209e-02
1.252920000000000075e-02
3.842190000000000188e-02
7.329470000000000429e-02
2.830720000000000111e-02
4.646530000000000105e-02
4.462769999999999931e-02
4.743599999999999900e-02
7.270110000000000461e-02
3.470829999999999749e-02
4.729740000000000333e-02
6.634529999999999594e-02
5.350180000000000213e-02
4.177859999999999907e-02
6.855550000000000532e-02
4.168120000000000158e-02
3.463719999999999993e-02
5.749010000000000231e-02
2.820440000000000100e-02
6.761730000000000518e-02
7.080939999999999457e-02
3.845149999999999957e-02
6.596029999999999949e-02
3.957770000000000038e-02
3.712010000000000309e-02
7.332879999999999954e-02
3.627040000000000125e-02
4.858849999999999975e-02
3.688620000000000093e-02
5.122680000000000289e-02
4.059349999999999764e-02
3.107000000000000040e-02
5.955980000000000302e-02
5.240940000000000182e-02
6.341080000000000327e-02
7.482370000000000687e-02
1.932980000000000115e-02
5.542880000000000029e-02
7.294689999999999508e-02
4.867660000000000042e-02
6.260179999999999911e-02
7.102039999999999742e-02
3.973209999999999936e-02
6.698270000000000612e-02
6.042020000000000030e-02
3.877440000000000053e-02
4.499070000000000152e-02
3.397039999999999782e-02
5.212479999999999891e-02
3.045219999999999871e-02
4.822850000000000054e-02
5.819549999999999723e-02
3.607339999999999852e-02
5.373060000000000336e-02
3.713129999999999903e-02
5.019830000000000125e-02
3.998569999999999902e-02
4.939439999999999803e-02
6.355860000000000676e-02
6.259209999999999774e-02
3.346249999999999919e-02
3.558759999999999701e-02
5.702759999999999774e-02
3.580819999999999836e-02
5.739570000000000088e-02
6.284180000000000321e-02
3.330949999999999883e-02
5.260039999999999855e-02
4.514270000000000088e-02
7.372030000000000249e-02
4.927979999999999861e-02
5.252489999999999937e-02
7.280129999999999935e-02
5.364889999999999937e-02
5.149490000000000317e-02
6.056910000000000072e-02
4.784139999999999920e-02
4.550030000000000047e-02
5.143509999999999749e-02
2.413589999999999833e-02
3.988660000000000122e-02
7.732469999999999621e-02
3.622460000000000263e-02
7.529020000000000157e-02
8.554760000000000142e-02
2.631659999999999902e-02
9.042070000000000662e-02
6.054339999999999722e-02
3.552280000000000021e-02
4.558240000000000208e-02
6.603359999999999785e-02
7.609799999999999898e-02
3.742000000000000187e-02
4.319749999999999979e-02
5.643709999999999699e-02
2.368189999999999878e-02
3.075369999999999840e-02
5.168299999999999977e-02
5.348689999999999695e-02
2.973109999999999989e-02
4.502079999999999971e-02
3.957730000000000276e-02
7.031400000000000150e-02
2.784179999999999988e-02
5.561259999999999815e-02
6.966990000000000682e-02
4.348429999999999657e-02
2.888049999999999992e-02
3.041800000000000059e-02
6.088149999999999812e-02
3.317749999999999866e-02
7.385390000000000010e-02
9.622410000000000685e-02
3.182990000000000125e-02
4.888390000000000096e-02
2.468100000000000155e-02
3.312690000000000079e-02
2.600950000000000137e-02
3.257310000000000066e-02
5.058549999999999852e-02
3.982959999999999973e-02
4.980439999999999867e-02
6.918549999999999700e-02
5.806469999999999687e-02
2.569300000000000056e-02
5.871069999999999761e-02
7.724100000000000410e-02
4.752660000000000218e-02
8.854330000000000533e-02
9.154819999999999625e-02
6.254469999999999474e-02
3.176709999999999950e-02
4.413099999999999662e-02
3.880730000000000290e-02
5.457999999999999657e-02
4.067359999999999726e-02
1.349969999999999989e-02
4.892320000000000002e-02
5.876259999999999817e-02
2.963429999999999884e-02
2.766329999999999831e-02
5.102090000000000097e-02
5.725559999999999677e-02
2.463560000000000055e-02
2.482689999999999897e-02
2.465339999999999893e-02
4.269860000000000322e-02
5.772950000000000303e-02
4.911499999999999894e-02
1.618270000000000125e-02
3.688990000000000324e-02
4.980869999999999742e-02
4.410979999999999762e-02
1.845209999999999906e-02
5.204140000000000155e-02
4.267989999999999978e-02
5.193239999999999662e-02
4.912880000000000025e-02
1.349029999999999951e-01
4.101760000000000128e-02
5.755020000000000274e-02
2.081929999999999892e-02
2.619029999999999969e-02
4.013449999999999657e-02
3.434380000000000072e-02
4.588980000000000142e-02
1.624650000000000052e-02
2.955589999999999953e-02
5.865900000000000281e-02
6.504409999999999359e-02
2.603480000000000030e-02
