std_dvars
2.180582999999999938e+00
1.029244000000000048e+00
1.536372000000000071e+00
1.588570000000000038e+00
1.060275999999999996e+00
1.044921999999999906e+00
1.059620999999999924e+00
1.096783000000000063e+00
1.187151999999999985e+00
1.117439000000000071e+00
1.311684000000000072e+00
1.168546000000000085e+00
1.092462000000000044e+00
1.079930000000000057e+00
1.120457999999999954e+00
1.086810000000000054e+00
1.108173999999999992e+00
1.074486999999999970e+00
1.104705999999999966e+00
1.149715000000000042e+00
1.169566000000000106e+00
1.117737999999999898e+00
1.167024000000000061e+00
1.226488999999999940e+00
1.147899000000000003e+00
1.098098999999999936e+00
1.083617000000000052e+00
1.171713000000000005e+00
1.132594000000000101e+00
1.066022999999999943e+00
1.078510000000000080e+00
1.107912999999999926e+00
1.294893000000000072e+00
1.405982000000000065e+00
1.592872999999999983e+00
1.801733000000000029e+00
1.621296999999999988e+00
1.879601999999999995e+00
1.231459999999999999e+00
1.168871999999999911e+00
1.123194999999999943e+00
1.120147000000000004e+00
1.103439000000000059e+00
1.079422000000000104e+00
1.102222999999999953e+00
1.156563000000000008e+00
1.173823999999999979e+00
1.138927000000000023e+00
1.160978999999999983e+00
1.141744000000000092e+00
1.118719999999999937e+00
1.121868000000000087e+00
1.091441000000000106e+00
1.113963999999999954e+00
1.120163000000000020e+00
1.147378999999999927e+00
1.121633000000000102e+00
2.089481999999999839e+00
1.285962000000000049e+00
1.595844000000000040e+00
1.519441999999999959e+00
2.550523000000000096e+00
2.756752999999999787e+00
2.553382000000000041e+00
1.505419000000000063e+00
1.461510000000000087e+00
1.606016000000000110e+00
1.411696999999999980e+00
1.244639999999999969e+00
1.426976999999999940e+00
1.412061000000000011e+00
1.676380999999999899e+00
1.589663999999999966e+00
1.434458000000000011e+00
1.480652999999999997e+00
1.191993999999999998e+00
1.175731000000000082e+00
1.205908999999999898e+00
1.170736999999999917e+00
1.231170000000000098e+00
1.227405000000000079e+00
1.103685000000000027e+00
1.358606999999999898e+00
1.384174000000000015e+00
1.203659999999999952e+00
1.348697999999999952e+00
1.337193999999999994e+00
1.319873999999999992e+00
1.276901999999999981e+00
1.979182999999999915e+00
2.040217999999999865e+00
1.242938000000000098e+00
1.741810000000000080e+00
1.833596000000000004e+00
1.262305999999999928e+00
1.471878999999999937e+00
1.357574000000000058e+00
1.373822000000000099e+00
1.352675000000000072e+00
1.446261999999999937e+00
1.642905999999999977e+00
3.178082999999999991e+00
1.385224999999999929e+00
1.784451000000000009e+00
1.584870999999999919e+00
1.487187000000000037e+00
1.203273000000000037e+00
1.187252999999999892e+00
1.229349000000000025e+00
1.214031000000000082e+00
1.142735999999999974e+00
1.290467999999999948e+00
1.115043999999999924e+00
1.089612000000000025e+00
1.041006000000000098e+00
1.077129000000000003e+00
1.114767999999999981e+00
1.249551000000000078e+00
1.289339999999999931e+00
1.231158999999999892e+00
1.194563999999999959e+00
1.145007000000000108e+00
1.147845999999999922e+00
1.174631999999999898e+00
1.098776999999999893e+00
1.074211000000000027e+00
1.096743000000000023e+00
1.158512999999999904e+00
1.096757999999999900e+00
1.064367999999999981e+00
1.031638000000000055e+00
1.125785000000000036e+00
1.171702999999999939e+00
1.191915999999999976e+00
2.107416000000000178e+00
1.347677000000000014e+00
1.540332999999999952e+00
2.044414000000000176e+00
1.191222999999999921e+00
1.188198000000000087e+00
2.476315000000000044e+00
1.875628999999999991e+00
2.080025000000000013e+00
1.099016999999999911e+00
1.095906999999999965e+00
1.113723999999999936e+00
1.078611999999999904e+00
1.025144000000000055e+00
1.054831999999999992e+00
1.085963000000000012e+00
1.083396000000000026e+00
1.069666999999999923e+00
1.046278999999999959e+00
1.091358999999999968e+00
1.296554999999999902e+00
1.244871000000000061e+00
1.098271999999999915e+00
1.051824000000000092e+00
1.087072000000000038e+00
1.137137999999999982e+00
1.138198999999999961e+00
1.107601000000000058e+00
1.148627000000000065e+00
1.209815000000000085e+00
1.234221999999999930e+00
1.125072999999999990e+00
1.087080000000000046e+00
1.146827000000000041e+00
1.173891999999999936e+00
1.120006999999999975e+00
2.962747999999999937e+00
1.253703999999999930e+00
1.578519999999999923e+00
1.925275999999999987e+00
1.657337999999999978e+00
1.509729000000000099e+00
2.031759999999999788e+00
1.797285999999999939e+00
1.629458999999999991e+00
1.940927999999999987e+00
1.729519999999999946e+00
1.223381000000000052e+00
1.074378000000000055e+00
1.060640999999999945e+00
1.086708000000000007e+00
1.016461999999999977e+00
1.080030999999999963e+00
1.276013000000000064e+00
1.201006999999999936e+00
1.175065999999999944e+00
1.143602000000000007e+00
2.666739999999999888e+00
1.287061999999999928e+00
2.178958999999999868e+00
1.795336000000000043e+00
1.298391999999999991e+00
1.166949999999999932e+00
1.184145999999999921e+00
1.039506000000000041e+00
1.256469000000000058e+00
1.875018000000000074e+00
1.935971000000000108e+00
1.042294000000000054e+00
1.186118999999999923e+00
1.533098999999999990e+00
1.452164000000000010e+00
1.429993999999999987e+00
1.844667000000000057e+00
1.107105000000000006e+00
1.156821000000000099e+00
1.230866999999999933e+00
1.662614000000000036e+00
1.426916000000000073e+00
1.431602000000000041e+00
1.718790000000000040e+00
1.257989999999999942e+00
1.379169000000000089e+00
1.207568999999999892e+00
1.053110999999999908e+00
