dvars
4.020597500000000224e+01
1.897738100000000117e+01
2.832788700000000048e+01
2.929033499999999890e+01
1.954955299999999951e+01
1.926645900000000111e+01
1.953747900000000115e+01
2.022267000000000081e+01
2.188891200000000126e+01
2.060353500000000082e+01
2.418505700000000047e+01
2.154585499999999954e+01
2.014300199999999919e+01
1.991194199999999981e+01
2.065920399999999901e+01
2.003878200000000120e+01
2.043270300000000006e+01
1.981157899999999827e+01
2.036876900000000035e+01
2.119863900000000001e+01
2.156465899999999891e+01
2.060904700000000034e+01
2.151779200000000003e+01
2.261421999999999954e+01
2.116515899999999917e+01
2.024694399999999916e+01
1.997991800000000140e+01
2.160424799999999834e+01
2.088296899999999923e+01
1.965550999999999959e+01
1.988575200000000009e+01
2.042788699999999835e+01
2.387546700000000044e+01
2.592373999999999867e+01
2.936965899999999863e+01
3.322065700000000277e+01
2.989376100000000136e+01
3.465642199999999917e+01
2.270586799999999883e+01
2.155187000000000097e+01
2.070967100000000016e+01
2.065346500000000063e+01
2.034539600000000092e+01
1.990257300000000029e+01
2.032298099999999863e+01
2.132490900000000167e+01
2.164316900000000032e+01
2.099972500000000153e+01
2.140633199999999903e+01
2.105167799999999900e+01
2.062714599999999976e+01
2.068519999999999825e+01
2.012417999999999907e+01
2.053946699999999836e+01
2.065376900000000049e+01
2.115558100000000152e+01
2.068086100000000016e+01
3.852622999999999820e+01
2.371078100000000077e+01
2.942444800000000171e+01
2.801573399999999836e+01
4.702698099999999926e+01
5.082949099999999731e+01
4.707969299999999890e+01
2.775716999999999857e+01
2.694756699999999938e+01
2.961200300000000141e+01
2.602911599999999837e+01
2.294889500000000027e+01
2.631084600000000151e+01
2.603582000000000107e+01
3.090940499999999957e+01
2.931049300000000102e+01
2.644878200000000135e+01
2.730053099999999944e+01
2.197818900000000042e+01
2.167833500000000058e+01
2.223476199999999992e+01
2.158624500000000168e+01
2.270052300000000045e+01
2.263111299999999915e+01
2.034992599999999996e+01
2.505023200000000116e+01
2.552163099999999929e+01
2.219328499999999948e+01
2.486752299999999849e+01
2.465541999999999945e+01
2.433606500000000139e+01
2.354374899999999826e+01
3.649251600000000195e+01
3.761790100000000336e+01
2.291750000000000043e+01
3.211579900000000265e+01
3.380816699999999742e+01
