global_signal	csf	white_matter	csf_wm	tcompcor
11300.037125050812	14251.652088116502	11372.325405931118	11770.2510499784	9100.851520749224
11290.505202207283	14213.73940977599	11359.93446680379	11763.14019304304	9279.066250219577
11286.379365168716	14280.405062312055	11378.548459526983	11797.552510491098	8519.697868483629
11286.051529448172	14191.962265053673	11395.05992183055	11815.888320827162	8287.349148956548
11317.00920215049	14270.850176642924	11406.038846386982	11805.375841390092	8089.978011377846
11341.437219599042	14327.340021391963	11390.829154469238	11789.075806591514	8508.947049037033
11310.356884971574	14229.509392545657	11375.00720795151	11769.630910458452	8464.524656739273
11299.15258264547	14271.51252832437	11368.445540959981	11770.146667362696	8505.847172751079
11272.496774862637	14281.541512374682	11371.494049298626	11775.385644937562	8459.074324716397
11257.368735081021	14321.388225116389	11363.593577574655	11775.356767432677	8348.4306296744
11225.573462418866	14239.036966036043	11361.235887297247	11775.927746770465	8333.242254663483
11192.558423175291	14165.265344956342	11360.63385888458	11767.104252772462	8241.386774947003
11163.265507686328	14202.233797429468	11364.193432201506	11764.725673368226	7954.367929517544
11148.063552202504	14158.909312684822	11358.892535692603	11761.18091877313	7819.318220954213
11138.47781535392	14130.26678607287	11352.522663777532	11756.44168249812	7740.528278394249
11135.20498440298	14095.516097983436	11351.20022724998	11751.849762124826	7699.149917391645
11146.056479265842	14138.329877848515	11351.968265834405	11755.112683794432	7724.814238394761
11137.823213431237	14149.403984050312	11333.98102909636	11739.747504448234	7699.5227685695745
11164.961802024518	14107.548308623722	11328.903613408835	11735.319654377314	7637.304546793495
11199.234731169405	14147.557709286584	11335.299846543707	11744.884694520368	7840.597074512544
11217.632538768512	14159.67801754066	11333.288934832397	11729.047093230862	7832.182961291802
11249.995534074245	14156.797653627518	11333.975874239099	11729.067509034263	8030.605719018951
11270.463403654227	14145.875291907269	11346.09154326837	11737.66382548456	8136.506003576759
11294.471645198282	14249.02315558314	11369.522697999198	11766.235329539202	8258.11612411747
11309.299543765745	14232.931726167879	11376.331944697786	11765.846197324276	8221.534000024563
11328.838381374248	14275.192489272798	11392.84967119213	11785.803174016559	8413.661204392349
11321.715546552075	14246.942152096488	11386.695624055046	11772.297566849542	8419.91726400484
11324.077804794573	14269.108393442295	11399.749910443357	11795.419209945392	8492.969461109193
11317.851719613302	14312.33630652074	11400.308749280584	11803.79994828058	8485.673473488412
11309.992874076353	14225.518307424873	11388.667996489512	11786.468157078642	8424.051627424287
11312.95421092934	14230.71200179078	11383.574609696021	11780.24418299335	8446.851179482685
11301.361508989316	14226.53892263427	11373.378378252684	11773.201596294573	8476.344694077095
11289.890926423255	14261.111918183544	11384.543643511555	11780.620527592248	8359.25059524164
11297.51181600565	14306.598229137528	11381.578373462062	11785.94941339709	8392.430212501587
11305.977625663994	14282.884609837056	11383.198676882928	11789.459282396154	8320.649418875842
11322.9799262048	14218.279748004416	11368.965987860794	11774.748762779402	8765.578451860629
11333.250699130782	14288.092711309642	11357.223971530866	11758.715753359318	8920.52006801202
11345.201238647136	14300.796857204583	11345.098731053173	11742.068479001551	8886.516351285794
11349.619128184304	14290.914949773218	11372.239769367776	11768.898590058448	8615.00517098894
11362.70551074919	14392.771470950387	11374.13331078229	11772.714577497749	8655.442806696698
11365.055698565056	14286.192804438988	11391.740779205344	11783.45220667558	8708.343045844102
11375.256906592502	14412.609223460908	11398.72958223802	11809.237978105779	9316.443302543765
11355.527767964852	14367.850782311481	11388.380501457106	11789.13857905622	8998.995174835949
11366.340916681902	14340.348830435281	11404.499552134477	11802.603286971347	8521.263252035777
11358.874718499012	14331.30304860459	11388.141688567435	11784.508409190052	8615.008709108926
11345.379301870084	14375.258125949089	11386.7188433842	11782.00382525255	8560.650951410309
11344.18600962452	14414.398989001807	11388.077880941688	11786.491906437963	8644.968783606553
11356.257123934878	14360.953389901944	11389.099803510422	11788.817708009461	8536.162138800892
11368.076122149274	14321.002251900676	11383.46539504192	11778.18160644178	8559.575976289578
11370.121965754632	14371.637357823989	11384.212386580793	11780.741334744944	8664.414096720626
11378.169416675399	14451.45142116693	11399.762366389392	11801.089268788817	8741.45856398916
11374.005881001545	14338.135074391084	11401.839104043416	11793.659110997187	8699.887306551429
11382.916224479808	14308.811527496104	11404.136761470494	11797.413874713107	8671.33755183026
11373.609021603128	14410.536494964834	11401.152092859702	11795.41052299091	8718.785251263875
11382.524311555311	14434.332394338935	11412.350738216717	11816.500010187248	8723.339320410752
11381.85049804332	14389.510147055702	11415.814278415466	11820.496485429056	8822.937555800027
11365.851979834906	14349.097057449848	11407.768469123042	11803.452561021024	8606.935775012505
11379.952483339173	14352.216812172814	11399.98399070076	11798.555829840816	8663.733287618994
11374.691532010256	14335.673226202845	11392.246118361614	11785.646512227995	8709.931761684262
11370.71009226239	14366.870188369166	11396.58794960233	11794.43587843163	8752.15964947212
11354.957396418948	14391.37159209971	11387.730927398537	11793.371088803591	8693.947899522238
11347.05767025481	14369.327034484395	11385.09889522663	11783.62298469157	8555.573539597426
11346.356096752552	14334.561390752378	11381.01601619296	11781.853393113044	8485.614050782986
11361.71874512941	14335.906105139067	11387.934117549348	11789.928791699407	8562.775775915627
11378.399379226017	14374.9424902094	11404.078409638665	11810.269235643165	8640.113401136941
11385.800560679932	14357.06906619645	11401.507220504256	11797.994072199674	8675.19886505003
11388.882217803006	14349.455080310401	11400.313163649289	11793.38507857371	8732.040577400021
11391.877875754033	14399.45591279247	11416.018286923018	11816.585195597507	8875.25837791877
11377.989919010628	14427.974921887488	11412.109774588895	11820.793076304957	8787.541177839574
11361.528900871368	14348.52303538603	11402.795325373767	11800.244593456984	8687.403790308013
11365.503963329116	14348.454201076342	11418.556324378109	11812.200560522379	8685.120968355008
11391.14722712489	14416.909697627778	11417.001381830998	11831.604743011667	9627.565441075767
11367.670627231799	14349.230312025456	11395.356274101272	11805.626658224795	9464.373832739853
11386.420737603208	14305.584481046633	11406.085005551195	11801.034934250445	9216.952604154261
11379.324591389943	14319.063059048274	11391.539936726751	11790.37267699842	8917.29008644383
11370.51754294607	14384.732919434453	11385.047036662909	11789.978160249055	9196.299497449301
11358.258432878261	14386.314299161477	11390.877305754278	11796.582154321371	9012.781977841138
11352.872523268918	14291.095728101023	11379.081760995547	11780.359238546826	9265.770406930815
11358.050478268282	14346.42696480129	11387.375699290857	11789.309558152578	9065.42945303568
11350.535573054862	14396.963461795427	11378.763750278218	11789.871991199396	9316.26947110804
11336.975594882892	14362.8094630717	11384.221704443162	11789.993911249996	8862.183101945582
11338.816992070371	14296.475467769691	11394.70342328206	11793.129215739167	8553.7005056986
11327.400166947946	14367.634801528033	11392.51361946214	11796.808632688251	8513.592993064818
11320.42756876935	14404.79932608446	11395.97745901302	11800.368481545418	8558.634821226538
11306.066663253514	14323.815913051596	11385.092678530507	11790.942470493492	8453.992029751413
11312.988101208228	14284.6869561471	11384.858352136387	11785.02627093862	8351.335127469194
11320.862800867219	14336.55398255175	11383.649327963009	11786.999605582752	8427.501439362813
11325.416465708799	14352.524659139726	11386.10998670973	11784.838993821464	8487.382901856958
11330.744272061169	14355.18152152059	11392.307718473758	11797.743464291872	8647.450939656079
11334.482141193048	14324.572793555686	11392.20340589342	11792.915911308763	8469.003789786982
11344.819324770713	14334.382517470729	11389.129457377294	11788.71923483643	8507.774872185932
11347.57884923474	14318.503622459939	11398.768256302548	11796.422173021154	8536.61284383138
11377.076143029677	14399.739121068775	11411.506093185331	11824.02438523789	9316.371815490722
11354.472399098908	14332.147354165001	11402.043220463429	11808.910089650133	9181.90515427008
11372.824929218306	14309.760565482136	11414.883017212655	11810.258119118484	8740.749824078877
11365.939029360512	14356.811244642644	11401.090586316963	11799.707134256027	8578.163974861207
11363.092880044289	14393.106209132982	11397.426819362114	11798.15502480683	8732.75963823582
11358.457092797127	14394.882676770925	11395.85292441123	11804.077573033732	8694.150497672228
11356.752887490718	14304.539523073474	11393.680249369152	11792.43004069717	8564.244262806962
11347.703323658956	14344.021065558314	11384.881890161249	11788.88285659076	8636.059528853253
11351.545582796514	14347.103404637797	11380.669458225942	11785.885647454932	8712.033431076423
11350.293814147248	14419.77665956307	11395.347473926506	11808.43736379709	8972.559447152053
11341.52374338855	14321.891353109608	11389.003962264058	11792.10025125992	8478.568187090246
11345.24595067518	14299.517103112263	11387.262802154892	11790.120816633314	8521.847689371187
11341.946625624181	14328.224190870515	11391.509511442178	11791.385167226317	8623.8231588038
11340.556418744944	14455.828185683931	11394.774738376074	11815.658550080274	8761.421595578078
11333.364419182557	14328.31234702186	11403.835059301642	11819.22602669789	8490.415164569142
11372.722690112181	14361.700806756764	11423.497225966554	11820.56475597479	8472.484755115975
11382.13865081697	14307.013099299673	11399.957419520846	11802.969428894661	8951.658281893846
11352.96286263261	14273.68935245992	11381.377784404896	11782.920262411719	8978.892658686444
11331.245428203763	14312.695264528475	11372.12807073098	11779.172441687724	8901.164290885616
11321.187001029499	14347.849943156132	11381.273384325745	11788.177008430566	8801.61328727598
11319.979041289826	14401.095405559101	11387.94310241411	11805.55940721349	9019.197058657513
11293.434668255666	14360.837633606114	11368.549474570853	11780.56884856898	8694.540893529876
11293.918465798615	14314.077456266983	11372.245920089958	11780.572527446093	8658.270674248051
11269.144983576645	14256.54314280166	11375.339088033521	11778.250826698079	8477.589010061869
11246.50382238543	14253.81405054273	11386.173123833623	11797.08059795433	8482.066981965352
11213.286645340813	14278.209345590732	11387.59575899501	11798.900536588235	8213.364315063973
11201.293933961231	14239.39023412524	11375.532588246218	11788.657358290087	7947.280154595724
11212.30282351538	14225.684050499021	11372.469293945476	11778.979941147742	7928.341076387235
11206.772731872168	14217.603292401795	11352.049412630253	11757.981949198493	7958.507066072293
11211.18304330003	14240.519165429312	11359.606864677115	11770.868395881267	8057.171664230223
11213.295968265638	14235.046974904091	11351.648494501815	11766.403334827855	8028.683731221765
11218.919815726338	14161.241766810112	11339.674561287693	11749.473498670593	7882.957116934924
11263.374018465958	14156.8750006244	11344.8867409128	11747.226509694137	7994.613202140002
11288.266527024462	14185.632024818675	11355.509112635256	11753.192087735637	8226.885576623436
11290.736621126955	14242.44127637468	11360.45821639387	11757.140482614079	8380.051948547363
11279.612744472297	14293.819604741948	11365.702688390793	11776.305330106272	8362.013171244056
11285.852849362165	14193.569442866099	11360.941437714178	11757.428094770963	8242.283458368565
11293.4864357203	14304.727643649596	11368.811463966293	11766.735750778942	8296.978472032004
11299.459855855803	14278.207733622598	11367.020389693216	11768.758518011053	8326.99735999999
11302.51056528349	14263.605470935401	11367.350003634123	11768.0911163757	8390.95995534261
11310.573228705922	14305.306157026755	11376.753140861732	11775.388394964413	8443.021155777598
11309.523287216653	14369.258642640565	11386.770196133984	11792.53650500035	8487.482786575565
11304.557757923747	14284.31880402626	11384.805927526122	11792.637178692446	8456.30073636683
11307.246289451818	14271.567858449638	11384.602508236248	11778.25202481849	8369.97499586276
11309.264727772144	14336.592909712926	11374.586417303002	11776.934349255118	8432.928645401078
11304.991166952781	14351.160962819444	11376.52054534727	11780.399436674656	8428.415937519849
11329.263833592657	14348.869690721907	11388.612430379588	11803.788492073027	8644.106639235582
11315.106739073068	14344.275783841262	11369.291201076392	11783.617248211283	8621.559810993536
11327.281914466532	14313.638691387518	11367.018357280132	11771.01787236274	8659.793048002663
11340.165297797026	14311.384214279291	11370.969288286453	11774.049605859516	8625.1358970456
11338.611627068112	14363.531932469828	11378.091682233444	11783.414753893177	8702.376195214434
11333.529719233453	14405.705114145108	11384.802800616459	11793.562881624302	9023.180305877933
11321.883362822415	14364.408478836878	11382.891247575057	11789.128624393004	8693.704583554152
11329.752949742644	14326.081772084735	11393.85497367792	11798.339697683714	8447.62631634968
11332.672954383408	14312.801531974617	11381.13621808063	11785.893227017334	8529.146543158555
11331.49311006219	14366.943961267885	11383.915777678436	11791.443530335267	8671.596913401287
11320.453827479218	14407.520818920088	11385.919030424235	11800.113687738842	8532.46691055298
11322.145870146833	14311.073620105948	11389.937071231114	11789.862409327608	8359.968573103493
11323.669657209795	14330.251909182809	11375.613018012738	11777.27375854551	8445.069125167722
11318.587305362264	14340.006528420217	11380.670782252573	11781.230780520993	8472.123000412452
11321.489689799639	14409.51814339975	11383.592126744708	11792.996770436443	8591.428934347581
11304.539100778278	14344.804632435675	11379.047656418741	11782.380757105046	8367.578851647106
11313.836724219333	14291.524335544127	11371.127135283868	11774.242961436381	8327.589118966824
11331.638438424	14361.460965402901	11379.937393754379	11782.649074129362	8494.096187172867
11340.1946372213	14374.937925450942	11381.579890368841	11790.70256623242	8744.321745641444
11336.238374042161	14309.018779315607	11378.50303319621	11777.623075346295	8551.360203657692
11342.51013812648	14399.346935594172	11382.607575923948	11790.764872056416	8782.085009061611
11340.469656406589	14386.36812043251	11385.061947061819	11794.480712448982	8774.387619657438
11338.369657187846	14311.513138976854	11383.78828892158	11785.973612909092	8527.055348524524
11331.580916136923	14336.228394335189	11376.668588732195	11784.782100193523	8535.6473557511
11341.874823666614	14387.954039512693	11381.86664847273	11787.743626934516	8861.443489837646
11338.76575391001	14285.473120960129	11355.234770699602	11755.899819152803	9233.167945812194
11336.988432779857	14316.336542310008	11348.144727278624	11751.96441573839	9290.892544102862
11348.852808992611	14329.156493769888	11353.480837965366	11757.15888098916	9405.999002999406
11360.389176249297	14323.701429596338	11359.559991097016	11763.262564232657	9176.842816509465
11364.140689567499	14370.502043194783	11360.87786846714	11756.780417899146	9363.432278095028
11365.502155077022	14352.862218168995	11379.772219677832	11786.406101902154	9416.070610927178
11350.171505788849	14354.0166014064	11384.760054461633	11790.04695043274	9443.619286811643
11356.131553913361	14347.117319092422	11380.560658635599	11789.294826288588	9153.811908858384
11341.247376849022	14315.624194445207	11373.814026125845	11776.185551261993	8634.150641613473
11334.559866829588	14299.465680407746	11377.951037766397	11786.96386546509	8675.76704911643
11337.864067700104	14351.513265780475	11381.929348534695	11800.313793014917	8794.467224816966
11335.791658967704	14294.890371337266	11367.919860366543	11780.788442829757	9354.82753191382
11337.571246100726	14222.447738764537	11359.54133808653	11762.026109002605	9116.189197887637
11381.319876050518	14407.034590738203	11391.915404367994	11790.788008738185	9363.465836265997
11351.432674860274	14310.578753732354	11366.095953686046	11761.679090162204	9077.537591487606
11325.304116642412	14340.009694316503	11360.596762535624	11757.127636701085	8776.002395120093
11322.3467335911	14353.382647228973	11373.284220597106	11777.46615066197	8644.625291390148
11299.075428787255	14308.475087080466	11366.245210057245	11769.573612711823	8560.34786246385
11267.644205634495	14276.769496478693	11367.090110650195	11783.779847369122	8588.068664922946
11232.21681424154	14310.346562924593	11377.50114927594	11795.793175041761	8433.62829572476
11190.5131518471	14212.176067849865	11357.90866280245	11766.60612559192	7978.623047147921
11243.60902406754	14264.599437820942	11399.838755447481	11811.087960964116	8135.777523046974
11245.498247003861	14301.91836867857	11392.761428946189	11809.204328699843	8487.655040809197
11171.47260681509	14175.661596429927	11325.652509240468	11726.628889379212	7898.398680105442
11201.032673117516	14139.605925186821	11334.0124901677	11734.515939612234	7905.99136424181
11232.844843230763	14190.324898410026	11337.072827617621	11741.620950745777	8427.678069063511
11264.946897740117	14237.053618526215	11337.612671721568	11743.051887891284	8134.250936337603
11278.747315891402	14217.643070308754	11330.026090265686	11728.99884334993	8207.536419963062
11290.40115038452	14254.804825570578	11347.890153778138	11749.218865018735	8315.312371261722
11284.358097501454	14295.190937793468	11359.681174033249	11761.105483324242	8379.809661828018
11274.029890090549	14308.905254354257	11376.595015213928	11782.356282596247	8327.47630827989
11273.526550762846	14321.115556877898	11371.520735778602	11777.212408732861	8252.025151062011
11283.373936782662	14248.886301026016	11382.675743776967	11785.250344172919	8234.872351548729
11292.73275233478	14354.709694162355	11368.666492053166	11785.350367117779	8416.187434793488
11294.129513028438	14276.34948917789	11364.403019540468	11787.640418192987	8370.389543353445
11308.81996579616	14232.11130502218	11378.246761216558	11778.103807279123	8281.797075826753
11343.631365052104	14301.459265043059	11383.228879983893	11779.103845532827	8530.26471843826
11325.583582754329	14287.3328170191	11376.73771102607	11780.661481799334	8545.45695014659
11298.392809206998	14256.659518424813	11364.184213156002	11760.617315341124	8558.522950958624
11271.1017784979	14282.625712655694	11349.712936185295	11755.620413942608	8445.19346506615
11254.053280672138	14259.832505640776	11340.640258254027	11754.144611246391	8427.93472757417
11228.451570186058	14268.256008460394	11336.345731543594	11743.308436245143	8322.885166797792
11228.856976927616	14261.414850493526	11349.732050540073	11765.535350028524	8580.066659500928
11188.912428846947	14245.282944935361	11338.345738478472	11757.256443257385	8165.724566464308
11173.306613851166	14080.7522787499	11342.113830813345	11742.806157555146	7870.2541244879
11160.69498489416	14101.998705929807	11341.058687792705	11742.95485315171	7873.850039046373
11133.673238212303	14101.332784901495	11327.365495554435	11730.657350046073	7824.896640982279
11136.384205470515	14181.17537944823	11335.87412171933	11743.252029558798	7746.557434942664
11146.368944984777	14205.794896430676	11335.212732336928	11758.138307430638	7786.436490020132
11160.95989853156	14124.660347316576	11329.609103428538	11737.442577592083	7699.101684771902
11194.61526726754	14061.479891569717	11310.583574990847	11712.271072085905	7890.8983963570945
11202.721040469745	14156.056378688958	11296.784200821387	11703.316692891469	8085.252461835039
11217.18677780812	14215.41066544867	11303.433064559144	11709.510211390685	8089.239797421587
11226.945924341888	14137.593600456063	11307.916182576524	11703.740072041506	8000.327226809757
11222.916497817909	14165.344378771379	11306.816099067837	11703.6219073239	8116.21193458123
11224.165058244076	14231.354941443715	11329.285187035095	11734.17257562353	8167.605087292679
11229.384729516267	14316.451446923453	11338.351609459618	11759.14078861426	8360.098591923908
11212.074576217527	14178.049960475444	11322.756422396536	11724.226908866414	8038.240959130264
11226.418049372105	14142.658374210758	11326.605626441302	11721.3362260847	7994.008276802156
11232.510937995308	14228.547315514606	11322.493395825293	11721.065290694874	8063.254959962426
11219.040460839746	14230.600939972626	11320.216166439044	11723.122620953838	8135.809612664943
11200.147325251577	14166.82180950038	11320.08979919804	11717.598682438527	8078.762969089911
11207.092614454701	14212.826014838256	11334.533306757181	11745.34956185414	8149.68610505515
11210.289045537227	14208.327618611132	11334.418884853536	11744.760887017183	8039.305786281679
11225.525639247313	14216.849660575846	11325.09465449739	11727.267830185769	8035.895201594655
11230.354635832888	14139.265217578624	11323.237435503579	11720.084753850779	8063.599686174471
11229.48565054389	14188.052276377179	11317.250409692828	11720.100623580263	8187.962613597343
11218.341919041975	14198.224427362233	11310.632950456738	11714.800881709216	8176.285994734415
11201.283575826741	14202.98696813559	11319.841219510408	11724.372138840878	8071.615260463807
11214.157769479165	14241.742933658688	11336.089214692787	11746.813058635087	8060.156280613721
11238.122996566859	14226.012157079203	11333.984284074902	11743.596175175844	8286.80536956632
11267.76473566417	14228.195542279413	11348.082496607054	11746.47676503779	7994.477042181124
11307.79092984768	14284.663361922554	11353.2629106847	11747.985879444466	8216.806219891803
11323.445613708524	14230.506833752099	11359.147456574907	11747.788278906344	8508.85756133785
11330.392682820542	14265.541690758122	11369.291229433251	11756.28705740826	8714.657551686356
11320.054647018278	14246.90985240107	11363.013168283514	11753.291956502691	8547.991645155496
11343.71279675285	14336.159821181041	11396.63807827415	11793.479395879735	8550.714926978631
11332.55560686727	14291.881324787579	11386.879351193407	11780.27833406234	8509.462604454475
11329.400899409324	14362.256548869336	11382.522745370383	11781.472331818555	8527.334923075854
11328.90346597923	14298.221164869226	11365.797165400581	11762.05115658824	8850.569834347856
11325.074115883623	14240.369699307415	11357.518175800347	11751.619392126353	8500.232264039574
11325.098737727598	14292.731782801011	11347.858872643212	11746.20479529639	8496.205611214986
11312.412446735369	14331.099462328664	11342.669624683589	11743.751347513746	8568.874056439283
11314.046906010435	14274.69987967801	11340.858195000697	11749.177041200526	8674.748287467646
11341.38783553581	14316.723678081542	11376.584443764355	11783.396181878523	8515.002329161109
